space,3_-,10,start
space,3_-,10,boost,0.05
space,3_-,10,boost.preprocess.size,308860
space,3_-,10,boost.preprocess.time,1099
space,3_-,10,boost.preprocess.number,228
space,3_-,10,boost.preprocess.time_p,970.0
space,3_-,10,boost.mine.size,5836
space,3_-,10,boost.mine.time,994
space,3_-,10,theta,0.380220
space,3_-,10,prune.preprocess.size,1528464
space,3_-,10,prune.preprocess.time,11882
space,3_-,10,prune.preprocess.number,1595
space,3_-,10,prune.preprocess.time_p,11702.0
space,3_-,10,prune.mine.size,5808
space,3_-,10,prune.mine.time,2647
space,3_-,10,coarse-grained.profile.time,
space,3_-,10,coarse-grained.profile.size,5036
space,3_-,10,boost.profile.time,
space,3_-,10,boost.profile.size,10024
space,3_-,10,prune-minus-boost.profile.time,
space,3_-,10,prune-minus-boost.profile.size,94736
space,3_-,10,end
