space,3_-,1,start
space,3_-,1,fine-grained.profile.time,
space,3_-,1,fine-grained.profile.size,569412
space,3_-,1,fine-grained.preprocess.size,1857324
space,3_-,1,fine-grained.preprocess.time,42213
space,3_-,1,fine-grained.preprocess.number,2175
space,3_-,1,fine-grained.preprocess.time_p,42003.0
space,3_-,1,fine-grained.mine.size,5828
space,3_-,1,fine-grained.mine.time,2723
space,3_-,1,boost,0.05
space,3_-,1,boost.preprocess.size,308208
space,3_-,1,boost.preprocess.time,1096
space,3_-,1,boost.preprocess.number,228
space,3_-,1,boost.preprocess.time_p,969.0
space,3_-,1,boost.mine.size,5800
space,3_-,1,boost.mine.time,1026
space,3_-,1,theta,0.409842
space,3_-,1,prune.preprocess.size,1494596
space,3_-,1,prune.preprocess.time,9904
space,3_-,1,prune.preprocess.number,1384
space,3_-,1,prune.preprocess.time_p,9737.0
space,3_-,1,prune.mine.size,5816
space,3_-,1,prune.mine.time,2404
space,3_-,1,coarse-grained.profile.time,
space,3_-,1,coarse-grained.profile.size,5036
space,3_-,1,boost.profile.time,
space,3_-,1,boost.profile.size,10020
space,3_-,1,prune-minus-boost.profile.time,
space,3_-,1,prune-minus-boost.profile.size,94736
space,3_-,1,end
