bash,2_3,5,start
bash,2_3,5,fine-grained.preprocess.size,19092
bash,2_3,5,fine-grained.preprocess.number,0 
bash,2_3,5,fine-grained.preprocess.time_p,
bash,2_3,5,fine-grained.mine.size,5792
