bash,2_1,5,start
bash,2_1,5,fine-grained.preprocess.size,19856
bash,2_1,5,fine-grained.preprocess.number,0 
bash,2_1,5,fine-grained.preprocess.time_p,
bash,2_1,5,fine-grained.mine.size,5820
