bash,2_2,5,start
bash,2_2,5,fine-grained.preprocess.size,19812
bash,2_2,5,fine-grained.preprocess.number,0 
bash,2_2,5,fine-grained.preprocess.time_p,
bash,2_2,5,fine-grained.mine.size,5868
