pid,bid,top-k,boost,boost.functions.count,boost.includes,boost.preprocess.number,boost.preprocess.size,boost.preprocess.time,boost.preprocess.time_p,boost.profile.number,boost.profile.size,boost.profile.time,coarse-grained.profile.number,coarse-grained.profile.size,coarse-grained.profile.time,end,fine-grained.preprocess.number,fine-grained.preprocess.size,fine-grained.preprocess.time,fine-grained.preprocess.time_p,fine-grained.profile.number,fine-grained.profile.size,fine-grained.profile.time,prune-minus-boost.profile.number,prune-minus-boost.profile.size,prune-minus-boost.profile.time,prune.functions.count,prune.includes,prune.preprocess.number,prune.preprocess.size,prune.preprocess.time,prune.preprocess.time_p,prune.profile.number,prune.profile.size,prune.profile.time,start,theta,inst_num,inst,percent2_1_1,percent2_1_0,percent2_1,percent2_2_0,percent2_2,percent3_1_0,percent3_1,percent3_2_0,percent3_2,percent4_1_0,percent4_1,percent4_2_0,percent4_2,max,min,drop,boost.mine.size,boost.mine.time,fine-grained.mine.size,fine-grained.mine.time,prune.mine.size,prune.mine.time
apache-ant,8_4,5,0.05,261.0,0.0,373.0,514356.0,1067.0,918.0,10208.0,2196.0,714250.0,8863.0,3918.0,660885.0,0.0,1354.0,1415008.0,6581.0,6370.0,203540.0,38488.0,6223230.0,5384.0,1093.0,712369.0,147.0,0.0,568.0,570760.0,1357.0,1211.0,9164.0,1954.0,721808.0,0.0,0.095326,24455.0,0.1201483737840228,704811.0,2087504.0,0.3354373854091846,7207.0,0.18725316981916443,2129.0,0.33422291993720565,570760.0,0.4033616771071259,3611.0,2.0470521541950113,5832.0,1.0034411562284928,147.0,147.0,False,24672.0,93.995,39088.0,458.356,29872.0,169.148
apache-ant,8_4,10,0.05,261.0,0.0,373.0,514356.0,1067.0,918.0,10208.0,2196.0,714250.0,8863.0,3918.0,660885.0,0.0,1354.0,1415008.0,6581.0,6370.0,203540.0,38488.0,6223230.0,5384.0,1093.0,712700.0,147.0,0.0,569.0,570852.0,1351.0,1175.0,9164.0,1954.0,723085.0,0.0,0.09301,24455.0,0.1201483737840228,703865.0,2087835.0,0.3354905732232297,7207.0,0.18725316981916443,2093.0,0.32857142857142857,570852.0,0.40342669440738144,3911.0,2.2171201814058956,5804.0,0.9986235375086029,147.0,147.0,False,25152.0,87.34,39712.0,426.015,29760.0,171.057
bash,1_1,1,0.05,65.0,0.0,3887.0,1454432.0,10392.0,10211.0,127752.0,40852.0,7543.0,1458.0,4812.0,3286.0,0.0,20513.0,2453240.0,284970.0,284726.0,3395944.0,1019056.0,101177.0,1070926.0,327348.0,43812.0,180.0,0.0,11625.0,1928000.0,59877.0,59641.0,0.0,0.0,-110000.0,0.0,0.125094,1200136.0,0.3534027651810513,271355.0,384641.0,1.8214152109367971,373012.0,0.3660368026879779,69852.0,0.24533059854035108,1928000.0,0.7858994635665487,69449.0,0.35248647386639326,5952.0,1.0311850311850312,261.0,180.0,False,100752.0,5000.0,965104.0,546000.0,607328.0,166000.0
bash,1_1,5,0.05,65.0,0.0,3887.0,1454432.0,10392.0,10211.0,127752.0,40852.0,7543.0,1458.0,4812.0,3286.0,0.0,20513.0,2453240.0,284970.0,284726.0,3395944.0,1019056.0,101177.0,1165002.0,355480.0,47544.0,261.0,0.0,16748.0,1811720.0,129779.0,129543.0,0.0,0.0,-110000.0,0.0,0.11066500000000001,1294212.0,0.3811052243499893,275087.0,388373.0,1.8390875900311114,401144.0,0.39364274387276066,139754.0,0.49083680450678896,1811720.0,0.738500921230699,167478.0,0.8500299452864089,5952.0,1.0311850311850312,261.0,180.0,False,159296.0,5000.0,1042784.0,507000.0,925408.0,403000.0
bash,1_1,10,0.05,65.0,0.0,3887.0,1454432.0,10392.0,10211.0,127752.0,40852.0,7543.0,1458.0,4812.0,3286.0,0.0,20513.0,2453240.0,284970.0,284726.0,3395944.0,1019056.0,101177.0,1165002.0,355480.0,46850.0,261.0,0.0,16750.0,1923420.0,160880.0,160658.0,0.0,0.0,-110000.0,0.0,0.104993,1294212.0,0.3811052243499893,274393.0,387679.0,1.8358012472949232,401144.0,0.39364274387276066,170869.0,0.600117305760626,1923420.0,0.7840325447163751,169364.0,0.8596022859927116,5952.0,1.0311850311850312,261.0,180.0,False,365312.0,7000.0,1353536.0,497000.0,1224464.0,411000.0
bash,1_2,1,0.05,59.0,0.0,2833.0,1449332.0,8888.0,8609.0,128606.0,40880.0,7910.0,1458.0,4812.0,4921.0,0.0,8930.0,2619704.0,120854.0,120537.0,3395944.0,1019068.0,107720.0,1018944.0,311732.0,42003.0,203.0,0.0,7198.0,1724864.0,45566.0,45354.0,0.0,0.0,-110000.0,0.0,0.075491,1149008.0,0.33834715766808876,269913.0,384834.0,1.7675638434686753,357424.0,0.3507361628468365,53963.0,0.44768826169557896,1724864.0,0.6584194244845982,18173.0,1.0648658150709012,5824.0,1.0006872852233677,203.0,203.0,False,74512.0,2000.0,294528.0,32000.0,259424.0,27000.0
bash,1_2,5,0.05,59.0,0.0,2833.0,1449332.0,8888.0,8609.0,128606.0,40880.0,7910.0,1458.0,4812.0,4921.0,0.0,8930.0,2619704.0,120854.0,120537.0,3395944.0,1019068.0,107720.0,1018944.0,311732.0,39969.0,203.0,0.0,7198.0,1725172.0,44741.0,44554.0,0.0,0.0,-110000.0,0.0,0.063525,1149008.0,0.33834715766808876,267879.0,382800.0,1.7582215689876906,357424.0,0.3507361628468365,53163.0,0.4410512954528485,1725172.0,0.6585369950192846,17211.0,1.0084964256416267,5864.0,1.0075601374570446,203.0,203.0,False,84496.0,2000.0,304848.0,34000.0,275504.0,28000.0
bash,1_2,10,0.05,59.0,0.0,2833.0,1449332.0,8888.0,8609.0,128606.0,40880.0,7910.0,1458.0,4812.0,4921.0,0.0,8930.0,2619704.0,120854.0,120537.0,3395944.0,1019068.0,107720.0,1018944.0,311732.0,41214.0,203.0,0.0,7210.0,1836532.0,45165.0,44962.0,0.0,0.0,-110000.0,0.0,0.057257,1149008.0,0.33834715766808876,269124.0,384045.0,1.763939922836671,357424.0,0.3507361628468365,53571.0,0.444436148236641,1836532.0,0.7010456143136782,16501.0,0.96689323801711,5832.0,1.002061855670103,203.0,203.0,False,105040.0,3000.0,311840.0,33000.0,282688.0,28000.0
bash,1_3,1,0.05,40.0,0.0,3208.0,1451696.0,7823.0,7658.0,157862.0,49332.0,9107.0,1458.0,4812.0,4915.0,0.0,8066.0,2615132.0,111500.0,111224.0,3395938.0,1019052.0,114392.0,1024140.0,313260.0,43007.0,213.0,0.0,6755.0,1731904.0,52375.0,52155.0,0.0,0.0,-110000.0,0.0,0.075491,1183460.0,0.3484928170066709,272114.0,387029.0,1.7247896538201006,367404.0,0.3605350855500995,59813.0,0.5377706250449543,1731904.0,0.6622625550067835,22990.0,1.4426455823293172,5872.0,1.0138121546961325,213.0,213.0,False,122960.0,4000.0,317760.0,26000.0,297360.0,26000.0
bash,1_3,5,0.05,40.0,0.0,3208.0,1451696.0,7823.0,7658.0,157862.0,49332.0,9107.0,1458.0,4812.0,4915.0,0.0,8066.0,2615132.0,111500.0,111224.0,3395938.0,1019052.0,114392.0,1024140.0,313260.0,42874.0,213.0,0.0,6749.0,1729552.0,53360.0,53103.0,0.0,0.0,-110000.0,0.0,0.063525,1183460.0,0.3484928170066709,271981.0,386896.0,1.7241969410674178,367404.0,0.3605350855500995,60761.0,0.5462939653312234,1729552.0,0.6613631740195142,22910.0,1.4376255020080322,5872.0,1.0138121546961325,213.0,213.0,False,124816.0,5000.0,318704.0,27000.0,289248.0,25000.0
bash,1_3,10,0.05,40.0,0.0,3208.0,1451696.0,7823.0,7658.0,157862.0,49332.0,9107.0,1458.0,4812.0,4915.0,0.0,8066.0,2615132.0,111500.0,111224.0,3395938.0,1019052.0,114392.0,1024140.0,313260.0,44676.0,213.0,0.0,6755.0,1730692.0,54961.0,54719.0,0.0,0.0,-110000.0,0.0,0.057257,1183460.0,0.3484928170066709,273783.0,388698.0,1.7322275303932404,367404.0,0.3605350855500995,62377.0,0.5608232036251168,1730692.0,0.6617990984776294,23192.0,1.4553212851405624,5872.0,1.0138121546961325,213.0,213.0,False,122112.0,4000.0,319376.0,26000.0,289728.0,25000.0
bash,1_4,1,0.05,85.0,0.0,2700.0,1457504.0,9544.0,9332.0,132664.0,42332.0,7833.0,1458.0,4812.0,2918.0,0.0,11819.0,2628884.0,149086.0,148792.0,3395944.0,1019064.0,103224.0,1008940.0,308380.0,40027.0,177.0,0.0,6143.0,1880392.0,36951.0,36584.0,0.0,0.0,-110000.0,0.0,0.044709,1143062.0,0.33659624540334,267860.0,380778.0,1.7858121037031478,355524.0,0.34887308353547963,45916.0,0.3085918597774074,1880392.0,0.715281465443131,20571.0,0.6972274945770065,5856.0,0.9932157394843962,235.0,177.0,False,107360.0,3000.0,424176.0,73000.0,332032.0,44000.0
bash,1_4,5,0.05,85.0,0.0,2700.0,1457504.0,9544.0,9332.0,132664.0,42332.0,7833.0,1458.0,4812.0,2918.0,0.0,11819.0,2628884.0,149086.0,148792.0,3395944.0,1019064.0,103224.0,1091188.0,333020.0,43412.0,235.0,0.0,7813.0,1953840.0,56033.0,55736.0,0.0,0.0,-110000.0,0.0,0.035463999999999996,1225310.0,0.36081572605437545,271245.0,384163.0,1.8016874273064947,380164.0,0.3730521341152273,65068.0,0.4373084574439486,1953840.0,0.7432203170622972,27514.0,0.9325515184381779,5856.0,0.9932157394843962,235.0,177.0,False,108496.0,4000.0,426560.0,75000.0,392816.0,66000.0
bash,1_4,10,0.05,85.0,0.0,2700.0,1457504.0,9544.0,9332.0,132664.0,42332.0,7833.0,1458.0,4812.0,2918.0,0.0,11819.0,2628884.0,149086.0,148792.0,3395944.0,1019064.0,103224.0,1091188.0,333020.0,42304.0,235.0,0.0,7812.0,1753072.0,53858.0,53643.0,0.0,0.0,-110000.0,0.0,0.032456,1225310.0,0.36081572605437545,270137.0,383055.0,1.7964910141447492,380164.0,0.3730521341152273,62975.0,0.4232418409591914,1753072.0,0.6668502680224765,29021.0,0.9836293383947939,5856.0,0.9932157394843962,235.0,177.0,False,108816.0,4000.0,425616.0,75000.0,396000.0,64000.0
bash,1_5,1,0.05,70.0,0.0,3409.0,1464932.0,11912.0,11721.0,147986.0,46972.0,10620.0,1458.0,4812.0,6880.0,0.0,11198.0,2824024.0,158677.0,158283.0,3395554.0,1018920.0,119206.0,965366.0,295432.0,48497.0,180.0,0.0,6197.0,1707392.0,66793.0,66428.0,0.0,0.0,-110000.0,0.0,0.044709,1114810.0,0.3283146137566948,279117.0,395997.0,1.7276903745975236,347216.0,0.34076865700938247,78149.0,0.4937295856156378,1707392.0,0.6045954283674643,36617.0,1.117053081147041,5968.0,1.0310988251554942,184.0,180.0,False,174768.0,13000.0,423440.0,62000.0,333472.0,47000.0
bash,1_5,5,0.05,70.0,0.0,3409.0,1464932.0,11912.0,11721.0,147986.0,46972.0,10620.0,1458.0,4812.0,6880.0,0.0,11198.0,2824024.0,158677.0,158283.0,3395554.0,1018920.0,119206.0,979364.0,299600.0,49622.0,184.0,0.0,6674.0,1710812.0,47969.0,47670.0,0.0,0.0,-110000.0,0.0,0.041595,1128808.0,0.33243706328923056,280242.0,397122.0,1.7325986230726944,351384.0,0.34485926274879286,59391.0,0.37522033320065956,1710812.0,0.605806466233998,35169.0,1.0728798047589994,5832.0,1.0076019350380097,184.0,180.0,False,173712.0,14000.0,422896.0,61000.0,355616.0,51000.0
bash,1_5,10,0.05,70.0,0.0,3409.0,1464932.0,11912.0,11721.0,147986.0,46972.0,10620.0,1458.0,4812.0,6880.0,0.0,11198.0,2824024.0,158677.0,158283.0,3395554.0,1018920.0,119206.0,979364.0,299600.0,46479.0,184.0,0.0,6675.0,1712492.0,54451.0,54162.0,0.0,0.0,-110000.0,0.0,0.040264999999999995,1128808.0,0.33243706328923056,277099.0,393979.0,1.7188860675549507,351384.0,0.34485926274879286,65883.0,0.4162354769621501,1712492.0,0.6064013620280847,38000.0,1.1592434411226358,5832.0,1.0076019350380097,184.0,180.0,False,173376.0,14000.0,423776.0,62000.0,355088.0,54000.0
bash,1_6,1,0.05,69.0,0.0,3664.0,1470436.0,10208.0,10022.0,159920.0,50556.0,10087.0,1458.0,4812.0,3671.0,0.0,7487.0,2303636.0,82735.0,82491.0,3395944.0,1019068.0,95569.0,860076.0,264192.0,36199.0,175.0,0.0,5247.0,1717136.0,30315.0,30106.0,0.0,0.0,-110000.0,0.0,0.050025,1021454.0,0.30078646762137423,266286.0,379957.0,1.8483185694341073,319560.0,0.31358064427496496,40128.0,0.48645306760737533,1717136.0,0.745402485462113,23722.0,0.90625,5896.0,0.9748677248677249,184.0,175.0,False,205024.0,19000.0,391872.0,62000.0,319056.0,37000.0
bash,1_6,5,0.05,69.0,0.0,3664.0,1470436.0,10208.0,10022.0,159920.0,50556.0,10087.0,1458.0,4812.0,3671.0,0.0,7487.0,2303636.0,82735.0,82491.0,3395944.0,1019068.0,95569.0,965714.0,295544.0,39342.0,184.0,0.0,6502.0,1716036.0,35698.0,35493.0,0.0,0.0,-110000.0,0.0,0.042526,1127092.0,0.331893576572523,269429.0,383100.0,1.8636078397034572,350912.0,0.34434601027605616,45515.0,0.5517571613873029,1716036.0,0.7449249794672422,26976.0,1.0305623471882641,5832.0,0.9642857142857143,184.0,175.0,False,206240.0,21000.0,393296.0,61000.0,364208.0,54000.0
bash,1_6,10,0.05,69.0,0.0,3664.0,1470436.0,10208.0,10022.0,159920.0,50556.0,10087.0,1458.0,4812.0,3671.0,0.0,7487.0,2303636.0,82735.0,82491.0,3395944.0,1019068.0,95569.0,965714.0,295544.0,39433.0,184.0,0.0,6503.0,1709792.0,34475.0,34258.0,0.0,0.0,-110000.0,0.0,0.037673000000000005,1127092.0,0.331893576572523,269520.0,383191.0,1.864050513452904,350912.0,0.34434601027605616,44280.0,0.5367858311815834,1709792.0,0.7422144818018125,28687.0,1.0959275672371638,5832.0,0.9642857142857143,184.0,175.0,False,206320.0,18000.0,391936.0,62000.0,363392.0,51000.0
derby,5_61,1,0.05,30.0,0.0,121.0,161936.0,658.0,510.0,5836.0,2067.0,515506.0,28887.0,21876.0,581771.0,0.0,121.0,1754660.0,25528.0,25285.0,1390002.0,436658.0,1253201.0,0.0,0.0,0.0,0.0,0.0,118.0,160568.0,597.0,456.0,3442.0,1337.0,498530.0,0.0,0.048449,34723.0,0.024980539596345906,16976.0,1097277.0,0.8755794162309158,23943.0,0.05483238598628675,966.0,0.038204469052798104,161936.0,0.09228910444188618,4207.0,2.863852961198094,5860.0,1.004112405757368,0.0,0.0,False,21536.0,16.44,21664.0,15.75,21168.0,16.32
derby,5_61,5,0.05,30.0,0.0,121.0,161936.0,658.0,510.0,5836.0,2067.0,515506.0,28887.0,21876.0,581771.0,0.0,121.0,1754660.0,25528.0,25285.0,1390002.0,436658.0,1253201.0,0.0,0.0,0.0,0.0,0.0,121.0,160088.0,596.0,475.0,3582.0,1385.0,499764.0,0.0,0.033391000000000004,34723.0,0.024980539596345906,15742.0,1097277.0,0.8755794162309158,23943.0,0.05483238598628675,985.0,0.03895590270911608,161936.0,0.09228910444188618,4012.0,2.7311095983662357,5856.0,1.0034270047978067,0.0,0.0,False,21872.0,16.52,21280.0,17.2,21552.0,16.1
derby,5_61,10,0.05,30.0,0.0,121.0,161936.0,658.0,510.0,5836.0,2067.0,515506.0,28887.0,21876.0,581771.0,0.0,121.0,1754660.0,25528.0,25285.0,1390002.0,436658.0,1253201.0,0.0,0.0,0.0,0.0,0.0,121.0,161160.0,679.0,554.0,5836.0,2067.0,504845.0,0.0,0.025414,34723.0,0.024980539596345906,10661.0,1097277.0,0.8755794162309158,23943.0,0.05483238598628675,1064.0,0.0420802847538066,161936.0,0.09228910444188618,3786.0,2.5772634445200815,5856.0,1.0034270047978067,0.0,0.0,False,21360.0,17.35,21488.0,17.02,21152.0,18.44
derby,5_8,1,0.05,675.0,0.0,1265.0,1414656.0,6778.0,6545.0,70620.0,19046.0,1421296.0,28887.0,15281.0,1528314.0,0.0,1780.0,1980248.0,38027.0,37756.0,1389978.0,377622.0,5679701.0,3768.0,1232.0,1348813.0,20.0,0.0,312.0,848772.0,1465.0,1280.0,13358.0,4051.0,1383580.0,0.0,0.103723,103275.0,0.07429973711814143,1386529.0,4298423.0,0.7568044515019364,35559.0,0.09416559416559417,7825.0,0.20725182752410212,1414656.0,0.7143832489667961,3267.0,2.005524861878453,5832.0,0.9898167006109979,20.0,20.0,False,44368.0,41.17,50816.0,69.85,30528.0,56.28
derby,5_8,5,0.05,675.0,0.0,1265.0,1414656.0,6778.0,6545.0,70620.0,19046.0,1421296.0,28887.0,15281.0,1528314.0,0.0,1780.0,1980248.0,38027.0,37756.0,1389978.0,377622.0,5679701.0,3768.0,1232.0,1300685.0,20.0,0.0,302.0,751868.0,1596.0,1397.0,13288.0,4027.0,1342097.0,0.0,0.19253,103275.0,0.07429973711814143,1379884.0,4250295.0,0.7483307660033512,35559.0,0.09416559416559417,7942.0,0.21035067274075644,1414656.0,0.7143832489667961,3331.0,2.044812768569675,5832.0,0.9898167006109979,20.0,20.0,False,43392.0,37.74,51872.0,66.8,31568.0,52.1
derby,5_8,10,0.05,675.0,0.0,1265.0,1414656.0,6778.0,6545.0,70620.0,19046.0,1421296.0,28887.0,15281.0,1528314.0,0.0,1780.0,1980248.0,38027.0,37756.0,1389978.0,377622.0,5679701.0,3768.0,1232.0,1334953.0,20.0,0.0,308.0,799644.0,1579.0,1416.0,13358.0,4051.0,1359692.0,0.0,0.186987,103275.0,0.07429973711814143,1396557.0,4284563.0,0.7543641821990277,35559.0,0.09416559416559417,7961.0,0.21085390401525586,1414656.0,0.7143832489667961,3316.0,2.0356046654389197,5980.0,1.0149355057705363,20.0,20.0,False,43632.0,37.07,50720.0,73.96,33584.0,66.57
grep,1_3,1,0.05,4.0,0.0,3088.0,1169704.0,4395.0,4217.0,58328.0,49496.0,43708.0,123.0,393.0,15564.0,0.0,16782.0,2367536.0,200655.0,200404.0,1098644.0,890814.0,194916.0,456496.0,368721.0,59548.0,46.0,0.0,13671.0,1893492.0,95829.0,95634.0,559380.0,455222.0,99621.0,0.0,0.70934,514947.0,0.4687114297260987,3635.0,118820.0,0.6095959285025344,418610.0,0.46991852395674066,99851.0,0.4982485379533343,1893492.0,0.7997732663832778,227029.0,0.43358581228705445,5872.0,1.0103234686854783,46.0,46.0,False,176608.0,8000.0,2359616.0,1198000.0,1685552.0,564000.0
grep,1_3,5,0.05,4.0,0.0,3088.0,1169704.0,4395.0,4217.0,58328.0,49496.0,43708.0,123.0,393.0,15564.0,0.0,16782.0,2367536.0,200655.0,200404.0,1098644.0,890814.0,194916.0,456496.0,368721.0,60232.0,46.0,0.0,13668.0,1967184.0,107480.0,107167.0,559380.0,455221.0,103339.0,0.0,0.674643,514947.0,0.4687114297260987,601.0,119504.0,0.6131051324673192,418610.0,0.46991852395674066,111384.0,0.55579728947526,1967184.0,0.8308992978353866,230823.0,0.4408316908832562,5872.0,1.0103234686854783,46.0,46.0,False,176496.0,8000.0,2360256.0,1196000.0,1693968.0,561000.0
grep,1_3,10,0.05,4.0,0.0,3088.0,1169704.0,4395.0,4217.0,58328.0,49496.0,43708.0,123.0,393.0,15564.0,0.0,16782.0,2367536.0,200655.0,200404.0,1098644.0,890814.0,194916.0,456496.0,368721.0,60593.0,46.0,0.0,13666.0,1898900.0,117681.0,117446.0,559380.0,455219.0,103766.0,0.0,0.667572,514947.0,0.4687114297260987,535.0,119865.0,0.6149572123376223,418610.0,0.46991852395674066,121663.0,0.6070886808646534,1898900.0,0.8020574977529381,230794.0,0.4407763059387939,5872.0,1.0103234686854783,46.0,46.0,False,178896.0,7000.0,2359744.0,1189000.0,1679952.0,567000.0
grep,1_7,1,0.05,9.0,0.0,2817.0,1442492.0,5434.0,5252.0,65432.0,55458.0,34418.0,123.0,343.0,6194.0,0.0,10850.0,2397608.0,99249.0,99007.0,1098644.0,892528.0,178809.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.013722999999999999,65555.0,0.059669010161617415,34417.0,40612.0,0.227125032856288,55805.0,0.0625246490866393,5252.0,0.05304675426990011,1442492.0,0.6016379658392865,13073.0,0.026013590822712394,5824.0,1.0097087378640777,47.0,0.0,False,373904.0,29000.0,6283680.0,1087000.0,,
grep,1_7,5,0.05,9.0,0.0,2817.0,1442492.0,5434.0,5252.0,65432.0,55458.0,34418.0,123.0,343.0,6194.0,0.0,10850.0,2397608.0,99249.0,99007.0,1098644.0,892528.0,178809.0,453368.0,365883.0,52252.0,47.0,0.0,10551.0,1902764.0,80641.0,80388.0,570802.0,464589.0,114063.0,0.0,0.011251,518923.0,0.47233043642890693,-27393.0,92864.0,0.519347460139031,421684.0,0.472460247745729,85640.0,0.8649893441877847,1902764.0,0.7936092972662754,536532.0,1.0676297644987016,5824.0,1.0097087378640777,47.0,0.0,False,394992.0,30000.0,7306144.0,1088000.0,7044704.0,1043000.0
grep,1_7,10,0.05,9.0,0.0,2817.0,1442492.0,5434.0,5252.0,65432.0,55458.0,34418.0,123.0,343.0,6194.0,0.0,10850.0,2397608.0,99249.0,99007.0,1098644.0,892528.0,178809.0,453368.0,365883.0,49896.0,47.0,0.0,10557.0,1902976.0,74906.0,74706.0,570802.0,464589.0,103365.0,0.0,0.011251,518923.0,0.47233043642890693,-19051.0,90508.0,0.5061713895832983,421684.0,0.472460247745729,79958.0,0.8075994626642561,1902976.0,0.7936977187263305,508085.0,1.0110238884080032,5892.0,1.021497919556172,47.0,0.0,False,403760.0,31000.0,8241584.0,1103000.0,7897360.0,1062000.0
grep,1_8,1,0.05,8.0,0.0,1801.0,1165560.0,4518.0,4285.0,60970.0,51966.0,41472.0,123.0,339.0,7865.0,0.0,7288.0,2155780.0,90031.0,89755.0,1098642.0,892558.0,204743.0,461342.0,372644.0,53455.0,48.0,0.0,7065.0,1860228.0,62095.0,61881.0,574398.0,467996.0,104947.0,0.0,0.020027,522435.0,0.475527969984763,-10020.0,102792.0,0.5020537942689127,424949.0,0.4761023933458666,66166.0,0.7371845579633447,1860228.0,0.8629025225208509,286241.0,0.9275319583286078,5824.0,1.0055248618784531,48.0,48.0,False,236464.0,21000.0,1998112.0,715000.0,1934208.0,682000.0
grep,1_8,5,0.05,8.0,0.0,1801.0,1165560.0,4518.0,4285.0,60970.0,51966.0,41472.0,123.0,339.0,7865.0,0.0,7288.0,2155780.0,90031.0,89755.0,1098642.0,892558.0,204743.0,461342.0,372644.0,53073.0,48.0,0.0,7068.0,1857776.0,54040.0,53814.0,574398.0,467996.0,98785.0,0.0,0.018969999999999997,522435.0,0.475527969984763,-4240.0,102410.0,0.5001880406167732,424949.0,0.4761023933458666,58099.0,0.6473065567377861,1857776.0,0.8617651151787288,266232.0,0.8626950308646976,5880.0,1.0151933701657458,48.0,48.0,False,237600.0,19000.0,2002176.0,694000.0,1961776.0,674000.0
grep,1_8,10,0.05,8.0,0.0,1801.0,1165560.0,4518.0,4285.0,60970.0,51966.0,41472.0,123.0,339.0,7865.0,0.0,7288.0,2155780.0,90031.0,89755.0,1098642.0,892558.0,204743.0,461342.0,372644.0,55617.0,48.0,0.0,7066.0,1859892.0,61921.0,61641.0,574398.0,467996.0,112021.0,0.0,0.017503,522435.0,0.475527969984763,-14932.0,104954.0,0.5126133738393986,424949.0,0.4761023933458666,65926.0,0.7345106122221603,1859892.0,0.862746662460919,295014.0,0.9559598839941025,5804.0,1.00207182320442,48.0,48.0,False,237536.0,18000.0,2038752.0,690000.0,1975552.0,657000.0
grep,3_12,1,0.05,13.0,0.0,1622.0,1519564.0,6575.0,6389.0,137694.0,0.0,0.0,131.0,352.0,5525.0,0.0,3866.0,2166908.0,67394.0,67115.0,1246878.0,1006422.0,173781.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.6756770000000001,137825.0,0.11053607490067192,1.0,5526.0,0.0317986431197887,356.0,0.00035372835649459175,6389.0,0.09519481486999926,1519564.0,0.7012591212917207,3184.0,0.223611208652293,5836.0,1.0020604395604396,20.0,0.0,False,143920.0,4000.0,413744.0,35000.0,,
grep,3_12,5,0.05,13.0,0.0,1622.0,1519564.0,6575.0,6389.0,137694.0,0.0,0.0,131.0,352.0,5525.0,0.0,3866.0,2166908.0,67394.0,67115.0,1246878.0,1006422.0,173781.0,182192.0,145408.0,23025.0,20.0,0.0,3683.0,1652748.0,21057.0,20844.0,338930.0,269947.0,36034.0,0.0,0.662301,320017.0,0.25665462058036154,-13009.0,28550.0,0.16428723508323695,145760.0,0.14482990236699914,27233.0,0.4057662221560009,1652748.0,0.7627218137548987,18331.0,1.2873797317227333,5844.0,1.003434065934066,20.0,0.0,False,143536.0,4000.0,423568.0,34000.0,405728.0,31000.0
grep,3_12,10,0.05,13.0,0.0,1622.0,1519564.0,6575.0,6389.0,137694.0,0.0,0.0,131.0,352.0,5525.0,0.0,3866.0,2166908.0,67394.0,67115.0,1246878.0,1006422.0,173781.0,182192.0,145408.0,25163.0,20.0,0.0,3679.0,1653692.0,20764.0,20551.0,338930.0,269947.0,37004.0,0.0,0.651664,320017.0,0.25665462058036154,-11841.0,30688.0,0.17659007601521456,145760.0,0.14482990236699914,26940.0,0.40140058109215526,1653692.0,0.7631574575385757,18978.0,1.33281831589297,5836.0,1.0020604395604396,20.0,0.0,False,144768.0,4000.0,424192.0,35000.0,402960.0,31000.0
grep,4_10,1,0.05,8.0,0.0,1889.0,1591256.0,14512.0,14223.0,288798.0,230268.0,34133.0,131.0,356.0,7301.0,0.0,2925.0,2937452.0,122713.0,122316.0,2545716.0,2062050.0,440567.0,163536.0,129528.0,23111.0,11.0,0.0,2820.0,1698120.0,21696.0,21409.0,447640.0,355796.0,48244.0,0.0,0.376762,452465.0,0.17773585113186233,9000.0,64545.0,0.14650439093259368,360152.0,0.17465725855338135,35632.0,0.29131103044573076,1698120.0,0.5780928505384939,5812.0,2.3654863654863654,5860.0,1.0034246575342465,11.0,11.0,False,50128.0,0.0,116176.0,2000.0,110368.0,1000.0
grep,4_10,5,0.05,8.0,0.0,1889.0,1591256.0,14512.0,14223.0,288798.0,230268.0,34133.0,131.0,356.0,7301.0,0.0,2925.0,2937452.0,122713.0,122316.0,2545716.0,2062050.0,440567.0,163536.0,129528.0,22698.0,11.0,0.0,2799.0,1696120.0,19312.0,19147.0,447640.0,355796.0,47169.0,0.0,0.34547100000000003,452465.0,0.17773585113186233,9662.0,64132.0,0.14556696257322949,360152.0,0.17465725855338135,33370.0,0.272817946957062,1696120.0,0.5774119883490862,5639.0,2.295075295075295,5828.0,0.9979452054794521,11.0,11.0,False,50672.0,0.0,122032.0,2000.0,116400.0,2000.0
grep,4_10,10,0.05,8.0,0.0,1889.0,1591256.0,14512.0,14223.0,288798.0,230268.0,34133.0,131.0,356.0,7301.0,0.0,2925.0,2937452.0,122713.0,122316.0,2545716.0,2062050.0,440567.0,163536.0,129528.0,24409.0,11.0,0.0,2785.0,1693992.0,19423.0,19227.0,447640.0,355796.0,49672.0,0.0,0.341078,452465.0,0.17773585113186233,8870.0,65843.0,0.14945059434773825,360152.0,0.17465725855338135,33450.0,0.2734719905817718,1693992.0,0.5766875509795565,5045.0,2.0533170533170533,5820.0,0.9965753424657534,11.0,11.0,False,49984.0,0.0,122480.0,2000.0,116416.0,1000.0
