3,94,5,start
3,94,5,raw.profile.time,3128
3,94,5,coarse-grained.profile.time,21136
3,94,5,coarse-grained.profile.number,2486
3,94,5,coarse-grained.profile.size,4472
3,94,5,fine-grained.profile.time,2129876
3,94,5,fine-grained.profile.size,301592
3,94,5,fine-grained.profile.number,475216
3,94,5,fine-grained.preprocess.size,17949712
3,94,5,fine-grained.preprocess.time,24735
3,94,5,fine-grained.preprocess.number,366
3,94,5,fine-grained.preprocess.time_p,23867.0
3,94,5,fine-grained.mine.size,23088
3,94,5,fine-grained.mine.time,92
3,94,5,boost.includes,-sampler-include-method=-org.apache.commons.math.util.MathUtils--int-gcd-int,int--
3,94,5,boost.profile.number,946
3,94,5,boost.profile.time,9295
3,94,5,boost.profile.size,2288
3,94,5,boost.preprocess.size,911664
3,94,5,boost.preprocess.time,1625
3,94,5,boost.preprocess.number,366
3,94,5,boost.preprocess.time_p,1122.0
3,94,5,boost.mine.size,23168
3,94,5,boost.mine.time,115
3,94,5,prune.theta,0.012682
3,94,5,prune.includes,-sampler-include-method=-org.apache.commons.math.util.MathUtils--int-gcd-int,int--
3,94,5,prune.includes_diff,
3,94,5,end
