1,22,10,start
1,22,10,raw.profile.time,8742
1,22,10,coarse-grained.profile.time,33973
1,22,10,coarse-grained.profile.number,2259
1,22,10,coarse-grained.profile.size,14936
1,22,10,fine-grained.profile.time,258277
1,22,10,fine-grained.profile.size,190144
1,22,10,fine-grained.profile.number,81936
1,22,10,fine-grained.preprocess.size,17792736
1,22,10,fine-grained.preprocess.time,21960
1,22,10,fine-grained.preprocess.number,410
1,22,10,fine-grained.preprocess.time_p,21075.0
1,22,10,fine-grained.mine.size,28160
1,22,10,fine-grained.mine.time,73
1,22,10,boost.includes,-sampler-include-method=-org.apache.commons.lang3.math.Fraction--int-greatestCommonDivisor-int,int--
1,22,10,boost.profile.number,1038
1,22,10,boost.profile.time,70668
1,22,10,boost.profile.size,7632
1,22,10,boost.preprocess.size,2284864
1,22,10,boost.preprocess.time,2835
1,22,10,boost.preprocess.number,303
1,22,10,boost.preprocess.time_p,2199.0
1,22,10,boost.mine.size,23856
1,22,10,boost.mine.time,89
1,22,10,prune.theta,0.005631
1,22,10,prune.includes,-sampler-include-method=-org.apache.commons.lang3.math.Fraction--int-greatestCommonDivisor-int,int--
1,22,10,prune.includes_diff,
1,22,10,end
