3,91,5,start
3,91,5,raw.profile.time,543
3,91,5,coarse-grained.profile.time,5262
3,91,5,coarse-grained.profile.number,2994
3,91,5,coarse-grained.profile.size,760
3,91,5,fine-grained.profile.time,1058050
3,91,5,fine-grained.profile.size,38272
3,91,5,fine-grained.profile.number,530584
3,91,5,fine-grained.preprocess.size,3238560
3,91,5,fine-grained.preprocess.time,5841
3,91,5,fine-grained.preprocess.number,393
3,91,5,fine-grained.preprocess.time_p,5246.0
3,91,5,fine-grained.mine.size,22768
3,91,5,fine-grained.mine.time,97
3,91,5,boost.includes,-sampler-include-method=-org.apache.commons.math.fraction.Fraction--int-compareTo-org.apache.commons.math.fraction.Fraction--
3,91,5,boost.profile.number,52
3,91,5,boost.profile.time,2964
3,91,5,boost.profile.size,264
3,91,5,boost.preprocess.size,156048
3,91,5,boost.preprocess.time,676
3,91,5,boost.preprocess.number,12
3,91,5,boost.preprocess.time_p,198.0
3,91,5,boost.mine.size,18880
3,91,5,boost.mine.time,54
3,91,5,prune.theta,0.119116
3,91,5,prune.includes,-sampler-include-method=-org.apache.commons.math.fraction.Fraction--int-compareTo-org.apache.commons.math.fraction.Fraction-- -sampler-include-method=-org.apache.commons.math.fraction.Fraction--double-doubleValue--- -sampler-include-method=-org.apache.commons.math.fraction.Fraction--void--init--int,int-- -sampler-include-method=-org.apache.commons.math.util.MathUtils--int-gcd-int,int--
3,91,5,prune.includes_diff,-sampler-include-method=-org.apache.commons.math.fraction.Fraction--double-doubleValue--- -sampler-include-method=-org.apache.commons.math.fraction.Fraction--void--init--int,int-- -sampler-include-method=-org.apache.commons.math.util.MathUtils--int-gcd-int,int--
3,91,5,prune_s.profile.number,1210
3,91,5,prune_s.profile.time,5333
3,91,5,prune_s.profile.size,264
3,91,5,prune.profile.number,1262
3,91,5,prune.profile.time,5962
3,91,5,prune.profile.size,264
3,91,5,prune.preprocess.size,351632
3,91,5,prune.preprocess.time,1799
3,91,5,prune.preprocess.number,393
3,91,5,prune.preprocess.time_p,1207.0
3,91,5,prune.mine.size,21872
3,91,5,prune.mine.time,140
3,91,5,end
