3,96,10,start
3,96,10,raw.profile.time,57
3,96,10,coarse-grained.profile.time,1211
3,96,10,coarse-grained.profile.number,1980
3,96,10,coarse-grained.profile.size,1400
3,96,10,fine-grained.profile.time,7718
3,96,10,fine-grained.profile.size,65704
3,96,10,fine-grained.profile.number,329506
3,96,10,fine-grained.preprocess.size,4841648
3,96,10,fine-grained.preprocess.time,7878
3,96,10,fine-grained.preprocess.number,522
3,96,10,fine-grained.preprocess.time_p,7239.0
3,96,10,fine-grained.mine.size,47280
3,96,10,fine-grained.mine.time,804
3,96,10,boost.includes,-sampler-include-method=-org.apache.commons.math.util.MathUtils--int-hash-double--
3,96,10,boost.profile.number,24
3,96,10,boost.profile.time,476
3,96,10,boost.profile.size,716
3,96,10,boost.preprocess.size,174704
3,96,10,boost.preprocess.time,819
3,96,10,boost.preprocess.number,11
3,96,10,boost.preprocess.time_p,279.0
3,96,10,boost.mine.size,19200
3,96,10,boost.mine.time,51
3,96,10,prune.theta,0.040095
3,96,10,prune.includes,-sampler-include-method=-org.apache.commons.math.util.MathUtils--int-hash-double-- -sampler-include-method=-org.apache.commons.math.complex.Complex--int-hashCode--- -sampler-include-method=-org.apache.commons.math.complex.Complex--org.apache.commons.math.complex.Complex-multiply-org.apache.commons.math.complex.Complex-- -sampler-include-method=-org.apache.commons.math.complex.Complex--boolean-equals-java.lang.Object-- -sampler-include-method=-org.apache.commons.math.complex.Complex--boolean-isNaN---
3,96,10,prune.includes_diff,-sampler-include-method=-org.apache.commons.math.complex.Complex--int-hashCode--- -sampler-include-method=-org.apache.commons.math.complex.Complex--org.apache.commons.math.complex.Complex-multiply-org.apache.commons.math.complex.Complex-- -sampler-include-method=-org.apache.commons.math.complex.Complex--boolean-equals-java.lang.Object-- -sampler-include-method=-org.apache.commons.math.complex.Complex--boolean-isNaN---
3,96,10,prune_s.profile.number,1180
3,96,10,prune_s.profile.time,1189
3,96,10,prune_s.profile.size,716
3,96,10,prune.profile.number,1204
3,96,10,prune.profile.time,1373
3,96,10,prune.profile.size,716
3,96,10,prune.preprocess.size,693984
3,96,10,prune.preprocess.time,1490
3,96,10,prune.preprocess.number,522
3,96,10,prune.preprocess.time_p,1045.0
3,96,10,prune.mine.size,47440
3,96,10,prune.mine.time,887
3,96,10,end
