1,43,10,start
1,43,10,raw.profile.time,48003
1,43,10,coarse-grained.profile.time,370125
1,43,10,coarse-grained.profile.number,2235
1,43,10,coarse-grained.profile.size,14796
1,43,10,fine-grained.profile.time,6361700
1,43,10,fine-grained.profile.size,195600
1,43,10,fine-grained.profile.number,84824
1,43,10,fine-grained.preprocess.size,17793696
1,43,10,fine-grained.preprocess.time,20920
1,43,10,fine-grained.preprocess.number,21
1,43,10,fine-grained.preprocess.time_p,20116.0
1,43,10,fine-grained.mine.size,22560
1,43,10,fine-grained.mine.time,38
1,43,10,boost.includes,-sampler-include-method=-org.apache.commons.lang.text.ExtendedMessageFormat--java.lang.StringBuffer-appendQuotedString-java.lang.String,java.text.ParsePosition,java.lang.StringBuffer,boolean--
1,43,10,boost.profile.number,200
1,43,10,boost.profile.time,576437
1,43,10,boost.profile.size,7564
1,43,10,boost.preprocess.size,587168
1,43,10,boost.preprocess.time,1995
1,43,10,boost.preprocess.number,4
1,43,10,boost.preprocess.time_p,1409.0
1,43,10,boost.mine.size,21440
1,43,10,boost.mine.time,47
1,43,10,prune.theta,0.006782
1,43,10,prune.includes,-sampler-include-method=-org.apache.commons.lang.text.ExtendedMessageFormat--java.lang.StringBuffer-appendQuotedString-java.lang.String,java.text.ParsePosition,java.lang.StringBuffer,boolean-- -sampler-include-method=-org.apache.commons.lang.text.ExtendedMessageFormat--java.text.ParsePosition-next-java.text.ParsePosition-- -sampler-include-method=-org.apache.commons.lang.text.ExtendedMessageFormat--void-applyPattern-java.lang.String--
1,43,10,prune.includes_diff,-sampler-include-method=-org.apache.commons.lang.text.ExtendedMessageFormat--java.text.ParsePosition-next-java.text.ParsePosition-- -sampler-include-method=-org.apache.commons.lang.text.ExtendedMessageFormat--void-applyPattern-java.lang.String--
1,43,10,prune_s.profile.number,226
1,43,10,prune_s.profile.time,687807
1,43,10,prune_s.profile.size,7564
1,43,10,prune.profile.number,426
1,43,10,prune.profile.time,1418072
1,43,10,prune.profile.size,7564
1,43,10,prune.preprocess.size,911024
1,43,10,prune.preprocess.time,2061
1,43,10,prune.preprocess.number,21
1,43,10,prune.preprocess.time_p,1520.0
1,43,10,prune.mine.size,22976
1,43,10,prune.mine.time,54
1,43,10,end
