1,48,5,start
1,48,5,raw.profile.time,9450
1,48,5,coarse-grained.profile.time,77767
1,48,5,coarse-grained.profile.number,2193
1,48,5,coarse-grained.profile.size,13652
1,48,5,fine-grained.profile.time,4326308
1,48,5,fine-grained.profile.size,173968
1,48,5,fine-grained.profile.number,80432
1,48,5,fine-grained.preprocess.size,15247072
1,48,5,fine-grained.preprocess.time,18208
1,48,5,fine-grained.preprocess.number,10
1,48,5,fine-grained.preprocess.time_p,17287.0
1,48,5,fine-grained.mine.size,20688
1,48,5,fine-grained.mine.time,63
1,48,5,boost.includes,-sampler-include-method=-org.apache.commons.lang.builder.EqualsBuilder--org.apache.commons.lang.builder.EqualsBuilder-append-java.lang.Object,java.lang.Object--
1,48,5,boost.profile.number,304
1,48,5,boost.profile.time,15926
1,48,5,boost.profile.size,6968
1,48,5,boost.preprocess.size,624048
1,48,5,boost.preprocess.time,1899
1,48,5,boost.preprocess.number,10
1,48,5,boost.preprocess.time_p,1333.0
1,48,5,boost.mine.size,21200
1,48,5,boost.mine.time,58
1,48,5,prune.theta,0.003844
1,48,5,prune.includes,-sampler-include-method=-org.apache.commons.lang.builder.EqualsBuilder--org.apache.commons.lang.builder.EqualsBuilder-append-java.lang.Object,java.lang.Object--
1,48,5,prune.includes_diff,
1,48,5,end
