3,68,5,start
3,68,5,raw.profile.time,320
3,68,5,coarse-grained.profile.time,2282
3,68,5,coarse-grained.profile.number,4237
3,68,5,coarse-grained.profile.size,716
3,68,5,fine-grained.profile.time,165156
3,68,5,fine-grained.profile.size,33992
3,68,5,fine-grained.profile.number,663334
3,68,5,fine-grained.preprocess.size,4127024
3,68,5,fine-grained.preprocess.time,6564
3,68,5,fine-grained.preprocess.number,4987
3,68,5,fine-grained.preprocess.time_p,6074.0
3,68,5,fine-grained.mine.size,110720
3,68,5,fine-grained.mine.time,7887
3,68,5,boost.includes,-sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--void-determineLMDirection-double[],double[],double[],double[]--
3,68,5,boost.profile.number,3842
3,68,5,boost.profile.time,38209
3,68,5,boost.profile.size,364
3,68,5,boost.preprocess.size,664480
3,68,5,boost.preprocess.time,1269
3,68,5,boost.preprocess.number,1362
3,68,5,boost.preprocess.time_p,888.0
3,68,5,boost.mine.size,28096
3,68,5,boost.mine.time,149
3,68,5,prune.theta,0.102690
3,68,5,prune.includes,-sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--void-determineLMDirection-double[],double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--double-getRMS--- -sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--void-qTy-double[]-- -sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--void-determineLMParameter-double[],double,double[],double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--void-qrDecomposition--- -sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--org.apache.commons.math.optimization.VectorialPointValuePair-doOptimize--- -sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--void-incrementIterationsCounter--- -sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--org.apache.commons.math.optimization.VectorialPointValuePair-optimize-org.apache.commons.math.analysis.DifferentiableMultivariateVectorialFunction,double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--void-updateJacobian--- -sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--void-updateResidualsAndCost---
3,68,5,prune.includes_diff,-sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--double-getRMS--- -sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--void-qTy-double[]-- -sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--void-determineLMParameter-double[],double,double[],double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--void-qrDecomposition--- -sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--org.apache.commons.math.optimization.VectorialPointValuePair-doOptimize--- -sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--void-incrementIterationsCounter--- -sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--org.apache.commons.math.optimization.VectorialPointValuePair-optimize-org.apache.commons.math.analysis.DifferentiableMultivariateVectorialFunction,double[],double[],double[]-- -sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--void-updateJacobian--- -sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--void-updateResidualsAndCost---
3,68,5,prune_s.profile.number,12440
3,68,5,prune_s.profile.time,125586
3,68,5,prune_s.profile.size,856
3,68,5,prune.profile.number,16282
3,68,5,prune.profile.time,178651
3,68,5,prune.profile.size,1064
3,68,5,prune.preprocess.size,1957456
3,68,5,prune.preprocess.time,1746
3,68,5,prune.preprocess.number,4987
3,68,5,prune.preprocess.time_p,1272.0
3,68,5,prune.mine.size,111392
3,68,5,prune.mine.time,8035
3,68,5,end
