2,5,10,start
2,5,10,raw.profile.time,8993
2,5,10,coarse-grained.profile.time,249231
2,5,10,coarse-grained.profile.number,7831
2,5,10,coarse-grained.profile.size,49040
2,5,10,fine-grained.profile.time,2437180
2,5,10,fine-grained.profile.size,1403744
2,5,10,fine-grained.profile.number,579330
2,5,10,fine-grained.preprocess.size,45048080
2,5,10,fine-grained.preprocess.time,118104
2,5,10,fine-grained.preprocess.number,41
2,5,10,fine-grained.preprocess.time_p,116724.0
2,5,10,fine-grained.mine.size,26832
2,5,10,fine-grained.mine.time,64
2,5,10,boost.includes,-sampler-include-method=-org.jfree.data.xy.XYSeries--org.jfree.data.xy.XYDataItem-addOrUpdate-java.lang.Number,java.lang.Number--
2,5,10,boost.profile.number,52
2,5,10,boost.profile.time,51648
2,5,10,boost.profile.size,8480
2,5,10,boost.preprocess.size,645616
2,5,10,boost.preprocess.time,1967
2,5,10,boost.preprocess.number,18
2,5,10,boost.preprocess.time_p,1377.0
2,5,10,boost.mine.size,21376
2,5,10,boost.mine.time,38
2,5,10,prune.theta,0.004528
2,5,10,prune.includes,-sampler-include-method=-org.jfree.data.xy.XYSeries--org.jfree.data.xy.XYDataItem-addOrUpdate-java.lang.Number,java.lang.Number-- -sampler-include-method=-org.jfree.data.xy.XYSeries--int-indexOf-java.lang.Number-- -sampler-include-method=-org.jfree.data.xy.XYDataItem--int-compareTo-java.lang.Object-- -sampler-include-method=-org.jfree.data.xy.XYSeries--int-getItemCount--- -sampler-include-method=-org.jfree.data.xy.XYDataItem--void--init--java.lang.Number,java.lang.Number-- -sampler-include-method=-org.jfree.data.general.Series--void-fireSeriesChanged--- -sampler-include-method=-org.jfree.data.general.Series--void-notifyListeners-org.jfree.data.general.SeriesChangeEvent-- -sampler-include-method=-org.jfree.data.general.Series--void--init--java.lang.Comparable,java.lang.String--
2,5,10,prune.includes_diff,-sampler-include-method=-org.jfree.data.xy.XYSeries--int-indexOf-java.lang.Number-- -sampler-include-method=-org.jfree.data.xy.XYDataItem--int-compareTo-java.lang.Object-- -sampler-include-method=-org.jfree.data.xy.XYSeries--int-getItemCount--- -sampler-include-method=-org.jfree.data.xy.XYDataItem--void--init--java.lang.Number,java.lang.Number-- -sampler-include-method=-org.jfree.data.general.Series--void-fireSeriesChanged--- -sampler-include-method=-org.jfree.data.general.Series--void-notifyListeners-org.jfree.data.general.SeriesChangeEvent-- -sampler-include-method=-org.jfree.data.general.Series--void--init--java.lang.Comparable,java.lang.String--
2,5,10,prune_s.profile.number,138
2,5,10,prune_s.profile.time,51239
2,5,10,prune_s.profile.size,8480
2,5,10,prune.profile.number,190
2,5,10,prune.profile.time,37955
2,5,10,prune.profile.size,8480
2,5,10,prune.preprocess.size,907552
2,5,10,prune.preprocess.time,2318
2,5,10,prune.preprocess.number,41
2,5,10,prune.preprocess.time_p,1756.0
2,5,10,prune.mine.size,26928
2,5,10,prune.mine.time,68
2,5,10,end
