1,51,1,start
1,51,1,raw.profile.time,9361
1,51,1,coarse-grained.profile.time,63401
1,51,1,coarse-grained.profile.number,2069
1,51,1,coarse-grained.profile.size,13336
1,51,1,fine-grained.profile.time,4285543
1,51,1,fine-grained.profile.size,163388
1,51,1,fine-grained.profile.number,76846
1,51,1,fine-grained.preprocess.size,12039632
1,51,1,fine-grained.preprocess.time,23540
1,51,1,fine-grained.preprocess.number,76
1,51,1,fine-grained.preprocess.time_p,22739.0
1,51,1,fine-grained.mine.size,21392
1,51,1,fine-grained.mine.time,52
1,51,1,boost.includes,-sampler-include-method=-org.apache.commons.lang.BooleanUtils--boolean-toBoolean-java.lang.String--
1,51,1,boost.profile.number,210
1,51,1,boost.profile.time,15527
1,51,1,boost.profile.size,6808
1,51,1,boost.preprocess.size,1027280
1,51,1,boost.preprocess.time,2359
1,51,1,boost.preprocess.number,76
1,51,1,boost.preprocess.time_p,1922.0
1,51,1,boost.mine.size,21664
1,51,1,boost.mine.time,59
1,51,1,prune.theta,0.007427
1,51,1,prune.includes,-sampler-include-method=-org.apache.commons.lang.BooleanUtils--boolean-toBoolean-java.lang.String--
1,51,1,prune.includes_diff,
1,51,1,end
