1,18,5,start
1,18,5,raw.profile.time,8850
1,18,5,coarse-grained.profile.time,36481
1,18,5,coarse-grained.profile.number,2301
1,18,5,coarse-grained.profile.size,15572
1,18,5,fine-grained.profile.time,255814
1,18,5,fine-grained.profile.size,205776
1,18,5,fine-grained.profile.number,84606
1,18,5,fine-grained.preprocess.size,17817200
1,18,5,fine-grained.preprocess.time,23247
1,18,5,fine-grained.preprocess.number,500
1,18,5,fine-grained.preprocess.time_p,22326.0
1,18,5,fine-grained.mine.size,56944
1,18,5,fine-grained.mine.time,1373
1,18,5,boost.includes,-sampler-include-method=-org.apache.commons.lang3.time.FastDateFormat-TimeZoneNameRule--void-appendTo-java.lang.StringBuffer,java.util.Calendar--
1,18,5,boost.profile.number,16
1,18,5,boost.profile.time,20240
1,18,5,boost.profile.size,7960
1,18,5,boost.preprocess.size,456560
1,18,5,boost.preprocess.time,1779
1,18,5,boost.preprocess.number,4
1,18,5,boost.preprocess.time_p,1247.0
1,18,5,boost.mine.size,21376
1,18,5,boost.mine.time,50
1,18,5,prune.theta,0.006486
1,18,5,prune.includes,
1,18,5,prune.includes_diff,
1,18,5,end
