1,36,1,start
1,36,1,raw.profile.time,7255
1,36,1,coarse-grained.profile.time,31086
1,36,1,coarse-grained.profile.number,2048
1,36,1,coarse-grained.profile.size,13320
1,36,1,fine-grained.profile.time,282582
1,36,1,fine-grained.profile.size,156588
1,36,1,fine-grained.profile.number,75870
1,36,1,fine-grained.preprocess.size,15333648
1,36,1,fine-grained.preprocess.time,21091
1,36,1,fine-grained.preprocess.number,747
1,36,1,fine-grained.preprocess.time_p,19967.0
1,36,1,fine-grained.mine.size,38080
1,36,1,fine-grained.mine.time,149
1,36,1,boost.includes,-sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Integer-createInteger-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.math.NumberUtils--java.lang.Double-createDouble-java.lang.String--
1,36,1,boost.profile.number,4
1,36,1,boost.profile.time,25396
1,36,1,boost.profile.size,6808
1,36,1,boost.preprocess.size,362960
1,36,1,boost.preprocess.time,1927
1,36,1,boost.preprocess.number,2
1,36,1,boost.preprocess.time_p,1365.0
1,36,1,boost.mine.size,21888
1,36,1,boost.mine.time,52
1,36,1,prune.theta,0.013650
1,36,1,prune.includes,
1,36,1,prune.includes_diff,
1,36,1,end
