nanoxml,1_6,1,start
nanoxml,1_6,1,coarse-grained.profile.time,261575
nanoxml,1_6,1,coarse-grained.profile.size,383
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v1/subv6/coarse-grained/output.sites
nanoxml,1_6,1,coarse-grained.profile.number,494
nanoxml,1_6,1,fine-grained.profile.time,1192957
nanoxml,1_6,1,fine-grained.profile.size,1426
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v1/subv6/fine-grained/output.sites
nanoxml,1_6,1,fine-grained.profile.number,4230
nanoxml,1_6,1,fine-grained.preprocess.size,161520
nanoxml,1_6,1,fine-grained.preprocess.time,639
nanoxml,1_6,1,fine-grained.preprocess.number,78 
nanoxml,1_6,1,fine-grained.preprocess.time_p,509.0
nanoxml,1_6,1,fine-grained.mine.size,5888
nanoxml,1_6,1,fine-grained.mine.time,1684
nanoxml,1_6,1,boost,0.05
nanoxml,1_6,1,boost.functions.count,9
