space,5_-,10,start
space,5_-,10,fine-grained.preprocess.size,1849596
space,5_-,10,fine-grained.preprocess.time,79305
space,5_-,10,fine-grained.preprocess.number,1437 
space,5_-,10,fine-grained.preprocess.time_p,78995.0
space,5_-,10,fine-grained.mine.size,5864
space,5_-,10,fine-grained.mine.time,4705
space,5_-,10,boost,0.05
space,5_-,10,boost.functions.count,8
space,5_-,10,boost.includes,-sampler-include-method=GetReal -sampler-include-method=GetUReal -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=greldef -sampler-include-method=griddef1 -sampler-include-method=parserro -sampler-include-method=squgrdef
space,5_-,10,boost.preprocess.size,312316
space,5_-,10,boost.preprocess.time,1705
space,5_-,10,boost.preprocess.number,211 
space,5_-,10,boost.preprocess.time_p,1537.0
space,5_-,10,boost.mine.size,5836
space,5_-,10,boost.mine.time,5512
space,5_-,10,theta,0.600281
space,5_-,10,prune.functions.count,24
space,5_-,10,prune.includes,-sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=GetUReal -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=greldef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recgrdef -sampler-include-method=squgrdef -sampler-include-method=unaminit
space,5_-,10,prune.preprocess.size,1491100
space,5_-,10,prune.preprocess.time,12781
space,5_-,10,prune.preprocess.number,1294 
space,5_-,10,prune.preprocess.time_p,12543.0
space,5_-,10,prune.mine.size,5788
space,5_-,10,prune.mine.time,3553
space,5_-,10,boost.profile.time,9805
space,5_-,10,boost.profile.size,10024
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v5/v5_b.sites
space,5_-,10,boost.profile.number,7330
space,5_-,10,prune-minus-boost.profile.time,18581
space,5_-,10,prune-minus-boost.profile.size,58976
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v5/v5_pmb.sites
space,5_-,10,prune-minus-boost.profile.number,41432
space,5_-,10,end
