space,19_-,5,start
space,19_-,5,fine-grained.preprocess.size,1970516
space,19_-,5,fine-grained.preprocess.time,170715
space,19_-,5,fine-grained.preprocess.number,8600 
space,19_-,5,fine-grained.preprocess.time_p,170408.0
space,19_-,5,fine-grained.mine.size,5836
space,19_-,5,fine-grained.mine.time,82522
space,19_-,5,boost,0.05
space,19_-,5,boost.functions.count,9
space,19_-,5,boost.includes,-sampler-include-method=addscan -sampler-include-method=circpol -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=grwrite -sampler-include-method=linpol -sampler-include-method=simamp -sampler-include-method=simpha -sampler-include-method=simpol
space,19_-,5,boost.preprocess.size,462812
space,19_-,5,boost.preprocess.time,1811
space,19_-,5,boost.preprocess.number,279 
space,19_-,5,boost.preprocess.time_p,1676.0
space,19_-,5,boost.mine.size,5836
space,19_-,5,boost.mine.time,1998
space,19_-,5,theta,0.390317
space,19_-,5,prune.functions.count,57
space,19_-,5,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=circpol -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=linpol -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,19_-,5,prune.preprocess.size,1681076
space,19_-,5,prune.preprocess.time,43600
space,19_-,5,prune.preprocess.number,3457 
space,19_-,5,prune.preprocess.time_p,43405.0
space,19_-,5,prune.mine.size,5808
space,19_-,5,prune.mine.time,46645
space,19_-,5,boost.profile.time,9536
space,19_-,5,boost.profile.size,10032
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v19/v19_b.sites
space,19_-,5,boost.profile.number,7304
space,19_-,5,prune-minus-boost.profile.time,34863
space,19_-,5,prune-minus-boost.profile.size,195020
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v19/v19_pmb.sites
space,19_-,5,prune-minus-boost.profile.number,153008
space,19_-,5,end
