space,29_-,5,start
space,29_-,5,fine-grained.preprocess.size,1878016
space,29_-,5,fine-grained.preprocess.time,62196
space,29_-,5,fine-grained.preprocess.number,2980 
space,29_-,5,fine-grained.preprocess.time_p,61943.0
space,29_-,5,fine-grained.mine.size,5796
space,29_-,5,fine-grained.mine.time,18661
space,29_-,5,boost,0.05
space,29_-,5,boost.functions.count,3
space,29_-,5,boost.includes,-sampler-include-method=parserro -sampler-include-method=secoramp -sampler-include-method=unifamp
space,29_-,5,boost.preprocess.size,181040
space,29_-,5,boost.preprocess.time,1141
space,29_-,5,boost.preprocess.number,120 
space,29_-,5,boost.preprocess.time_p,1012.9999999999999
space,29_-,5,boost.mine.size,5784
space,29_-,5,boost.mine.time,2048
space,29_-,5,theta,0.358517
space,29_-,5,prune.functions.count,40
space,29_-,5,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=adremdef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp
space,29_-,5,prune.preprocess.size,1570616
space,29_-,5,prune.preprocess.time,24839
space,29_-,5,prune.preprocess.number,2303 
space,29_-,5,prune.preprocess.time_p,24628.0
space,29_-,5,prune.mine.size,5808
space,29_-,5,prune.mine.time,16942
space,29_-,5,boost.profile.time,8158
space,29_-,5,boost.profile.size,10024
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v29/v29_b.sites
space,29_-,5,boost.profile.number,4950
space,29_-,5,prune-minus-boost.profile.time,31022
space,29_-,5,prune-minus-boost.profile.size,164880
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v29/v29_pmb.sites
space,29_-,5,prune-minus-boost.profile.number,128198
space,29_-,5,end
