space,6_-,1,start
space,6_-,1,coarse-grained.profile.time,7722
space,6_-,1,coarse-grained.profile.size,5040
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v6/v6_c.sites
space,6_-,1,coarse-grained.profile.number,136
space,6_-,1,fine-grained.profile.time,70368
space,6_-,1,fine-grained.profile.size,569076
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v6/v6_f.sites
space,6_-,1,fine-grained.profile.number,459152
space,6_-,1,fine-grained.preprocess.size,1843968
space,6_-,1,fine-grained.preprocess.time,44829
space,6_-,1,fine-grained.preprocess.number,1869 
space,6_-,1,fine-grained.preprocess.time_p,44598.0
space,6_-,1,fine-grained.mine.size,5836
space,6_-,1,fine-grained.mine.time,4691
space,6_-,1,boost,0.05
space,6_-,1,boost.functions.count,8
space,6_-,1,boost.includes,-sampler-include-method=GetReal -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=greldef -sampler-include-method=griddef1 -sampler-include-method=lenunit -sampler-include-method=squgrdef
space,6_-,1,boost.preprocess.size,305260
space,6_-,1,boost.preprocess.time,1369
space,6_-,1,boost.preprocess.number,238 
space,6_-,1,boost.preprocess.time_p,1260.0
space,6_-,1,boost.mine.size,5788
space,6_-,1,boost.mine.time,2069
space,6_-,1,theta,0.350411
space,6_-,1,prune.functions.count,22
space,6_-,1,prune.includes,-sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=greldef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=squgrdef -sampler-include-method=unaminit
space,6_-,1,prune.preprocess.size,1487612
space,6_-,1,prune.preprocess.time,11229
space,6_-,1,prune.preprocess.number,1442 
space,6_-,1,prune.preprocess.time_p,10974.0
space,6_-,1,prune.mine.size,5820
space,6_-,1,prune.mine.time,3141
space,6_-,1,boost.profile.time,9706
space,6_-,1,boost.profile.size,10032
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v6/v6_b.sites
space,6_-,1,boost.profile.number,6738
space,6_-,1,prune-minus-boost.profile.time,17329
space,6_-,1,prune-minus-boost.profile.size,59140
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v6/v6_pmb.sites
space,6_-,1,prune-minus-boost.profile.number,41542
space,6_-,1,end
