name,return_iter,return_perd
v1_subv1,2.0,1.73
v1_subv2,2.0,0.82
v1_subv3,3.0,1.84
v1_subv4,2.0,0.14
v1_subv5,2.0,0.59
v1_subv6,5.0,0.64
v1_subv7,15.0,4.76
v1_subv8,21.0,3.19
v1_subv9,13.0,2.0
v1_subv10,21.0,2.69
v1_subv11, , 
v1_subv12,1.0,0.3
v1_subv13, , 
v1_subv15,29.0,7.5
v1_subv16,5.0,2.2
v1_subv17,4.0,0.54
