nanoxml,2_3,5,start
nanoxml,2_3,5,fine-grained.preprocess.size,157956
nanoxml,2_3,5,fine-grained.preprocess.time,624
nanoxml,2_3,5,fine-grained.preprocess.number,87 
nanoxml,2_3,5,fine-grained.preprocess.time_p,513.0
nanoxml,2_3,5,fine-grained.mine.size,5824
nanoxml,2_3,5,fine-grained.mine.time,1329
nanoxml,2_3,5,boost,0.05
nanoxml,2_3,5,boost.functions.count,12
nanoxml,2_3,5,boost.includes,-sampler-include-method=-Parser1_vw_v0--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processConditionalSection-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processElement-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processEntity-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processIgnoreSection-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processDocType--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--java.io.Reader-openStream-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLEntityResolver--void-addInternalEntity-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLException--void--init--java.lang.String,int,java.lang.Exception,java.lang.String,boolean-- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace--- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace-java.io.PrintStream-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.lang.String-scanSystemID-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver--
nanoxml,2_3,5,boost.preprocess.size,62580
nanoxml,2_3,5,boost.preprocess.time,322
nanoxml,2_3,5,boost.preprocess.number,17 
nanoxml,2_3,5,boost.preprocess.time_p,222.0
nanoxml,2_3,5,boost.mine.size,5872
nanoxml,2_3,5,boost.mine.time,1384
nanoxml,2_3,5,theta,0.075077
nanoxml,2_3,5,prune.functions.count,26
