nanoxml,4_7,1,start
nanoxml,4_7,1,coarse-grained.profile.time,272579
nanoxml,4_7,1,coarse-grained.profile.size,456
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v4/subv7/coarse-grained/output.sites
nanoxml,4_7,1,coarse-grained.profile.number,594
nanoxml,4_7,1,fine-grained.profile.time,831521
nanoxml,4_7,1,fine-grained.profile.size,1709
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v4/subv7/fine-grained/output.sites
nanoxml,4_7,1,fine-grained.profile.number,5012
nanoxml,4_7,1,fine-grained.preprocess.size,197872
nanoxml,4_7,1,fine-grained.preprocess.time,736
nanoxml,4_7,1,fine-grained.preprocess.number,171 
nanoxml,4_7,1,fine-grained.preprocess.time_p,625.0
nanoxml,4_7,1,fine-grained.mine.size,5832
nanoxml,4_7,1,fine-grained.mine.time,2738
nanoxml,4_7,1,boost,0.05
nanoxml,4_7,1,boost.functions.count,4
nanoxml,4_7,1,boost.includes,-sampler-include-method=-net.n3.nanoxml.CDATAReader--int-read-char[],int,int-- -sampler-include-method=-net.n3.nanoxml.CDATAReader--void-close--- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processCDATA--- -sampler-include-method=-net.n3.nanoxml.XMLUtil--char-processCharLiteral-java.lang.String--
nanoxml,4_7,1,boost.preprocess.size,45748
nanoxml,4_7,1,boost.preprocess.time,345
nanoxml,4_7,1,boost.preprocess.number,8 
nanoxml,4_7,1,boost.preprocess.time_p,251.0
nanoxml,4_7,1,boost.mine.size,5784
nanoxml,4_7,1,boost.mine.time,1757
nanoxml,4_7,1,theta,0.234614
nanoxml,4_7,1,prune.functions.count,46
