space,37_-,1,start
space,37_-,1,coarse-grained.profile.time,9594
space,37_-,1,coarse-grained.profile.size,528
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v37/v37_c.sites
space,37_-,1,coarse-grained.profile.number,136
space,37_-,1,fine-grained.profile.time,80558
space,37_-,1,fine-grained.profile.size,567250
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v37/v37_f.sites
space,37_-,1,fine-grained.profile.number,459128
space,37_-,1,fine-grained.preprocess.size,1923748
space,37_-,1,fine-grained.preprocess.time,105162
space,37_-,1,fine-grained.preprocess.number,4953 
space,37_-,1,fine-grained.preprocess.time_p,104811.0
space,37_-,1,fine-grained.mine.size,5808
space,37_-,1,fine-grained.mine.time,82908
space,37_-,1,boost,0.05
space,37_-,1,boost.functions.count,6
space,37_-,1,boost.includes,-sampler-include-method=addscan -sampler-include-method=fixnodor -sampler-include-method=hexdef -sampler-include-method=mksnode -sampler-include-method=nodorien -sampler-include-method=polydef
space,37_-,1,boost.preprocess.size,461288
space,37_-,1,boost.preprocess.time,1575
space,37_-,1,boost.preprocess.number,274 
space,37_-,1,boost.preprocess.time_p,1419.0
space,37_-,1,boost.mine.size,5908
space,37_-,1,boost.mine.time,2164
space,37_-,1,theta,0.314978
space,37_-,1,prune.functions.count,0
space,37_-,1,prune.includes,
space,37_-,1,boost.profile.time,8471
space,37_-,1,boost.profile.size,11971
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v37/v37_b.sites
space,37_-,1,boost.profile.number,9452
space,37_-,1,prune.profile.time,1
space,37_-,1,prune.profile.size,4
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v37/v37_p.sites
space,37_-,1,prune.profile.number,0
space,37_-,1,prune-minus-boost.profile.time,1
space,37_-,1,prune-minus-boost.profile.size,4
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v37/v37_pmb.sites
space,37_-,1,prune-minus-boost.profile.number,0
space,37_-,1,end
