nanoxml,4_3,10,start
nanoxml,4_3,10,fine-grained.preprocess.size,161104
nanoxml,4_3,10,fine-grained.preprocess.time,647
nanoxml,4_3,10,fine-grained.preprocess.number,75 
nanoxml,4_3,10,fine-grained.preprocess.time_p,521.0
nanoxml,4_3,10,fine-grained.mine.size,5788
nanoxml,4_3,10,fine-grained.mine.time,1349
nanoxml,4_3,10,boost,0.05
nanoxml,4_3,10,boost.functions.count,13
nanoxml,4_3,10,boost.includes,-sampler-include-method=-net.n3.nanoxml.NonValidator--void-parseDTD-java.lang.String,net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver,boolean-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processElement-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processEntity-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--boolean-atEOFOfCurrentStream--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--java.io.Reader-openStream-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLEntityResolver--void-addExternalEntity-java.lang.String,java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLEntityResolver--void-addInternalEntity-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLException--java.lang.String-buildMessage-java.lang.String,int,java.lang.Exception,java.lang.String,boolean-- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace--- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace-java.io.PrintStream-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--char-readChar-net.n3.nanoxml.IXMLReader,char-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.lang.String-scanSystemID-net.n3.nanoxml.IXMLReader-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipTag-net.n3.nanoxml.IXMLReader--
nanoxml,4_3,10,boost.preprocess.size,73956
nanoxml,4_3,10,boost.preprocess.time,394
nanoxml,4_3,10,boost.preprocess.number,23 
nanoxml,4_3,10,boost.preprocess.time_p,260.0
nanoxml,4_3,10,boost.mine.size,5864
nanoxml,4_3,10,boost.mine.time,1382
nanoxml,4_3,10,theta,0.534488
nanoxml,4_3,10,prune.functions.count,35
