space,14_-,1,start
space,14_-,1,coarse-grained.profile.time,7645
space,14_-,1,coarse-grained.profile.size,535
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v14/v14_c.sites
space,14_-,1,coarse-grained.profile.number,136
space,14_-,1,fine-grained.profile.time,77377
space,14_-,1,fine-grained.profile.size,566132
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v14/v14_f.sites
space,14_-,1,fine-grained.profile.number,458282
space,14_-,1,fine-grained.preprocess.size,1888320
space,14_-,1,fine-grained.preprocess.time,65786
space,14_-,1,fine-grained.preprocess.number,2832 
space,14_-,1,fine-grained.preprocess.time_p,65488.0
space,14_-,1,fine-grained.mine.size,5920
space,14_-,1,fine-grained.mine.time,16604
space,14_-,1,boost,0.05
space,14_-,1,boost.functions.count,6
space,14_-,1,boost.includes,-sampler-include-method=grampexc -sampler-include-method=grexcdef -sampler-include-method=grphaexc -sampler-include-method=parserro -sampler-include-method=remdef -sampler-include-method=unifamp
space,14_-,1,boost.preprocess.size,302944
space,14_-,1,boost.preprocess.time,1338
space,14_-,1,boost.preprocess.number,99 
space,14_-,1,boost.preprocess.time_p,1197.0
space,14_-,1,boost.mine.size,5792
space,14_-,1,boost.mine.time,2099
space,14_-,1,theta,0.695737
space,14_-,1,prune.functions.count,42
space,14_-,1,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=adremdef -sampler-include-method=ampval -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp
space,14_-,1,prune.preprocess.size,1598840
space,14_-,1,prune.preprocess.time,21644
space,14_-,1,prune.preprocess.number,2207 
space,14_-,1,prune.preprocess.time_p,21397.0
space,14_-,1,prune.mine.size,5868
space,14_-,1,prune.mine.time,14407
space,14_-,1,boost.profile.time,9717
space,14_-,1,boost.profile.size,9610
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v14/v14_b.sites
space,14_-,1,boost.profile.number,7466
space,14_-,1,prune.profile.time,37312
space,14_-,1,prune.profile.size,181131
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v14/v14_p.sites
space,14_-,1,prune.profile.number,143400
space,14_-,1,prune-minus-boost.profile.time,32508
space,14_-,1,prune-minus-boost.profile.size,151059
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v14/v14_pmb.sites
space,14_-,1,prune-minus-boost.profile.number,118894
space,14_-,1,end
