space,15_-,10,start
space,15_-,10,fine-grained.preprocess.size,1893140
space,15_-,10,fine-grained.preprocess.time,59257
space,15_-,10,fine-grained.preprocess.number,3109 
space,15_-,10,fine-grained.preprocess.time_p,59040.0
space,15_-,10,fine-grained.mine.size,5856
space,15_-,10,fine-grained.mine.time,15084
space,15_-,10,boost,0.05
space,15_-,10,boost.functions.count,7
space,15_-,10,boost.includes,-sampler-include-method=angval -sampler-include-method=grampexc -sampler-include-method=grexcdef -sampler-include-method=grphaexc -sampler-include-method=parserro -sampler-include-method=unifamp -sampler-include-method=unifpha
space,15_-,10,boost.preprocess.size,302312
space,15_-,10,boost.preprocess.time,1244
space,15_-,10,boost.preprocess.number,140 
space,15_-,10,boost.preprocess.time_p,1103.0
space,15_-,10,boost.mine.size,5860
space,15_-,10,boost.mine.time,1706
space,15_-,10,theta,0.889070
space,15_-,10,prune.functions.count,45
space,15_-,10,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=angval -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,15_-,10,prune.preprocess.size,1611912
space,15_-,10,prune.preprocess.time,21207
space,15_-,10,prune.preprocess.number,2355 
space,15_-,10,prune.preprocess.time_p,21004.0
space,15_-,10,prune.mine.size,5864
space,15_-,10,prune.mine.time,13191
space,15_-,10,boost.profile.time,9542
space,15_-,10,boost.profile.size,8464
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v15/v15_b.sites
space,15_-,10,boost.profile.number,6554
space,15_-,10,prune.profile.time,37533
space,15_-,10,prune.profile.size,187248
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v15/v15_p.sites
space,15_-,10,prune.profile.number,148394
space,15_-,10,prune-minus-boost.profile.time,32947
space,15_-,10,prune-minus-boost.profile.size,157275
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v15/v15_pmb.sites
space,15_-,10,prune-minus-boost.profile.number,123954
space,15_-,10,end
