space,3_-,10,start
space,3_-,10,boost,0.05
space,3_-,10,boost.preprocess.size,309720
space,3_-,10,boost.preprocess.time,1091
space,3_-,10,boost.preprocess.number,228
space,3_-,10,boost.preprocess.time_p,956.0
space,3_-,10,boost.mine.size,5856
space,3_-,10,boost.mine.time,1184
space,3_-,10,theta,0.380220
space,3_-,10,prune.preprocess.size,1523176
space,3_-,10,prune.preprocess.time,12476
space,3_-,10,prune.preprocess.number,1595
space,3_-,10,prune.preprocess.time_p,12323.0
space,3_-,10,prune.mine.size,5808
space,3_-,10,prune.mine.time,2766
space,3_-,10,coarse-grained.profile.time,9276
space,3_-,10,coarse-grained.profile.size,5036
space,3_-,10,coarse-grained.profile.number,0
space,3_-,10,fine-grained.profile.time,69564
space,3_-,10,fine-grained.profile.size,569412
space,3_-,10,fine-grained.profile.number,459152
space,3_-,10,boost.profile.time,9625
space,3_-,10,boost.profile.size,10020
space,3_-,10,boost.profile.number,4648
space,3_-,10,prune-minus-boost.profile.time,23627
space,3_-,10,prune-minus-boost.profile.size,94736
space,3_-,10,prune-minus-boost.profile.number,70732
space,3_-,10,end
