2,6,1,start
2,6,1,raw.profile.time,49147
2,6,1,coarse-grained.profile.time,231156
2,6,1,coarse-grained.profile.number,7402
2,6,1,coarse-grained.profile.size,45496
2,6,1,fine-grained.profile.time,2449579
2,6,1,fine-grained.profile.size,1234948
2,6,1,fine-grained.profile.number,98591
2,6,1,fine-grained.preprocess.size,44608512
2,6,1,fine-grained.preprocess.time,243421
2,6,1,fine-grained.preprocess.number,212
2,6,1,fine-grained.preprocess.time_p,239916.0
2,6,1,fine-grained.mine.size,33328
2,6,1,fine-grained.mine.time,93
2,6,1,boost.includes,-sampler-include-method=-org.jfree.chart.util.ShapeList--int-hashCode--- -sampler-include-method=-org.jfree.chart.util.ShapeList--boolean-equals-java.lang.Object-- -sampler-include-method=-org.jfree.chart.util.AbstractObjectList--java.lang.Object-get-int-- -sampler-include-method=-org.jfree.chart.util.AbstractObjectList--void-set-int,java.lang.Object--
2,6,1,boost.profile.number,17
2,6,1,boost.profile.time,50223
2,6,1,boost.profile.size,7856
2,6,1,boost.preprocess.size,1046800
2,6,1,boost.preprocess.time,3449
2,6,1,boost.preprocess.number,24
2,6,1,boost.preprocess.time_p,2752.0
2,6,1,boost.mine.size,23616
2,6,1,boost.mine.time,60
2,6,1,prune.theta,0.009450
2,6,1,prune.includes,-sampler-include-method=-org.jfree.chart.util.ShapeList--boolean-equals-java.lang.Object-- -sampler-include-method=-org.jfree.chart.util.AbstractObjectList--java.lang.Object-get-int-- -sampler-include-method=-org.jfree.chart.util.AbstractObjectList--void-set-int,java.lang.Object-- -sampler-include-method=-org.jfree.chart.util.AbstractObjectList--boolean-equals-java.lang.Object-- -sampler-include-method=-org.jfree.chart.util.ObjectUtilities--boolean-equal-java.lang.Object,java.lang.Object--
2,6,1,prune.includes_diff,-sampler-include-method=-org.jfree.chart.util.AbstractObjectList--boolean-equals-java.lang.Object-- -sampler-include-method=-org.jfree.chart.util.ObjectUtilities--boolean-equal-java.lang.Object,java.lang.Object--
2,6,1,prune_s.profile.number,4
2,6,1,prune_s.profile.time,47800
2,6,1,prune_s.profile.size,7856
2,6,1,prune.profile.number,28
2,6,1,prune.profile.time,40379
2,6,1,prune.profile.size,7856
2,6,1,prune.preprocess.size,1786496
2,6,1,prune.preprocess.time,3879
2,6,1,prune.preprocess.number,42
2,6,1,prune.preprocess.time_p,3001.0
2,6,1,prune.mine.size,24704
2,6,1,prune.mine.time,62
2,6,1,end
