1,35,1,start
1,35,1,raw.profile.time,21469
1,35,1,coarse-grained.profile.time,31472
1,35,1,coarse-grained.profile.number,2056
1,35,1,coarse-grained.profile.size,13448
1,35,1,fine-grained.profile.time,251443
1,35,1,fine-grained.profile.size,158132
1,35,1,fine-grained.profile.number,14782
1,35,1,fine-grained.preprocess.size,11626384
1,35,1,fine-grained.preprocess.time,37681
1,35,1,fine-grained.preprocess.number,4
1,35,1,fine-grained.preprocess.time_p,36419.0
1,35,1,fine-grained.mine.size,21840
1,35,1,fine-grained.mine.time,80
1,35,1,boost.includes,-sampler-include-method=-org.apache.commons.lang3.ArrayUtils--java.lang.Object[]-add-java.lang.Object[],java.lang.Object--
1,35,1,boost.profile.number,-5
1,35,1,boost.profile.time,27571
1,35,1,boost.profile.size,6868
1,35,1,boost.preprocess.size,381728
1,35,1,boost.preprocess.time,1763
1,35,1,boost.preprocess.number,3
1,35,1,boost.preprocess.time_p,1252.0
1,35,1,boost.mine.size,21040
1,35,1,boost.mine.time,59
1,35,1,prune.theta,0.007375
1,35,1,prune.includes,-sampler-include-method=-org.apache.commons.lang3.ArrayUtils--java.lang.Object[]-add-java.lang.Object[],java.lang.Object-- -sampler-include-method=-org.apache.commons.lang3.ArrayUtils--java.lang.Object-copyArrayGrow1-java.lang.Object,java.lang.Class--
1,35,1,prune.includes_diff,-sampler-include-method=-org.apache.commons.lang3.ArrayUtils--java.lang.Object-copyArrayGrow1-java.lang.Object,java.lang.Class--
1,35,1,prune_s.profile.number,-5
1,35,1,prune_s.profile.time,27091
1,35,1,prune_s.profile.size,6868
1,35,1,prune.profile.number,-2
1,35,1,prune.profile.time,24126
1,35,1,prune.profile.size,6868
1,35,1,prune.preprocess.size,448976
1,35,1,prune.preprocess.time,2645
1,35,1,prune.preprocess.number,4
1,35,1,prune.preprocess.time_p,1720.0
1,35,1,prune.mine.size,21360
1,35,1,prune.mine.time,66
1,35,1,end
