3,104,5,start
3,104,5,raw.profile.time,837
3,104,5,coarse-grained.profile.time,1368
3,104,5,coarse-grained.profile.number,1515
3,104,5,coarse-grained.profile.size,1092
3,104,5,fine-grained.profile.time,56859
3,104,5,fine-grained.profile.size,43864
3,104,5,fine-grained.profile.number,48383
3,104,5,fine-grained.preprocess.size,4616352
3,104,5,fine-grained.preprocess.time,13865
3,104,5,fine-grained.preprocess.number,1099
3,104,5,fine-grained.preprocess.time_p,13014.0
3,104,5,fine-grained.mine.size,52528
3,104,5,fine-grained.mine.time,2299
3,104,5,boost.includes,-sampler-include-method=-org.apache.commons.math.special.Gamma--double-regularizedGammaQ-double,double-- -sampler-include-method=-org.apache.commons.math.special.Gamma-1--double-getB-int,double--
3,104,5,boost.profile.number,8
3,104,5,boost.profile.time,1192
3,104,5,boost.profile.size,560
3,104,5,boost.preprocess.size,190912
3,104,5,boost.preprocess.time,1323
3,104,5,boost.preprocess.number,29
3,104,5,boost.preprocess.time_p,716.0
3,104,5,boost.mine.size,19936
3,104,5,boost.mine.time,61
3,104,5,prune.theta,0.029799
3,104,5,prune.includes,-sampler-include-method=-org.apache.commons.math.special.Gamma--double-regularizedGammaQ-double,double-- -sampler-include-method=-org.apache.commons.math.special.Gamma-1--double-getB-int,double-- -sampler-include-method=-org.apache.commons.math.special.Gamma-1--double-getA-int,double-- -sampler-include-method=-org.apache.commons.math.special.Gamma--double-regularizedGammaP-double,double-- -sampler-include-method=-org.apache.commons.math.special.Gamma--double-regularizedGammaQ-double,double,double,int-- -sampler-include-method=-org.apache.commons.math.special.Gamma--double-regularizedGammaP-double,double,double,int-- -sampler-include-method=-org.apache.commons.math.util.ContinuedFraction--double-evaluate-double,double,int-- -sampler-include-method=-org.apache.commons.math.special.Gamma--double-logGamma-double--
3,104,5,prune.includes_diff,-sampler-include-method=-org.apache.commons.math.special.Gamma-1--double-getA-int,double-- -sampler-include-method=-org.apache.commons.math.special.Gamma--double-regularizedGammaP-double,double-- -sampler-include-method=-org.apache.commons.math.special.Gamma--double-regularizedGammaQ-double,double,double,int-- -sampler-include-method=-org.apache.commons.math.special.Gamma--double-regularizedGammaP-double,double,double,int-- -sampler-include-method=-org.apache.commons.math.util.ContinuedFraction--double-evaluate-double,double,int-- -sampler-include-method=-org.apache.commons.math.special.Gamma--double-logGamma-double--
3,104,5,prune_s.profile.number,871
3,104,5,prune_s.profile.time,41840
3,104,5,prune_s.profile.size,1100
3,104,5,prune.profile.number,887
3,104,5,prune.profile.time,38897
3,104,5,prune.profile.size,1096
3,104,5,prune.preprocess.size,2278928
3,104,5,prune.preprocess.time,4539
3,104,5,prune.preprocess.number,1099
3,104,5,prune.preprocess.time_p,3643.0
3,104,5,prune.mine.size,52256
3,104,5,prune.mine.time,916
3,104,5,end
