3,11,10,start
3,11,10,raw.profile.time,1147
3,11,10,coarse-grained.profile.time,5549
3,11,10,coarse-grained.profile.number,6885
3,11,10,coarse-grained.profile.size,244
3,11,10,fine-grained.profile.time,1216431
3,11,10,fine-grained.profile.size,14496
3,11,10,fine-grained.profile.number,213672
3,11,10,fine-grained.preprocess.size,2765920
3,11,10,fine-grained.preprocess.time,11179
3,11,10,fine-grained.preprocess.number,1674
3,11,10,fine-grained.preprocess.time_p,10282.0
3,11,10,fine-grained.mine.size,42176
3,11,10,fine-grained.mine.time,1385
3,11,10,boost.includes,-sampler-include-method=-org.apache.commons.math3.distribution.NormalDistribution--void--init--org.apache.commons.math3.random.RandomGenerator,double,double,double-- -sampler-include-method=-org.apache.commons.math3.distribution.NormalDistribution--void--clinit---- -sampler-include-method=-org.apache.commons.math3.distribution.NormalDistribution--double-density-double--
3,11,10,boost.profile.number,55
3,11,10,boost.profile.time,1567
3,11,10,boost.profile.size,44
3,11,10,boost.preprocess.size,158880
3,11,10,boost.preprocess.time,878
3,11,10,boost.preprocess.number,63
3,11,10,boost.preprocess.time_p,244.0
3,11,10,boost.mine.size,19728
3,11,10,boost.mine.time,73
3,11,10,prune.theta,0.468996
3,11,10,prune.includes,
3,11,10,prune.includes_diff,
3,11,10,end
