3,65,10,start
3,65,10,raw.profile.time,2993
3,65,10,coarse-grained.profile.time,3738
3,65,10,coarse-grained.profile.number,4451
3,65,10,coarse-grained.profile.size,1252
3,65,10,fine-grained.profile.time,155788
3,65,10,fine-grained.profile.size,60692
3,65,10,fine-grained.profile.number,115932
3,65,10,fine-grained.preprocess.size,17385792
3,65,10,fine-grained.preprocess.time,33615
3,65,10,fine-grained.preprocess.number,3975
3,65,10,fine-grained.preprocess.time_p,32177.999999999996
3,65,10,fine-grained.mine.size,875216
3,65,10,fine-grained.mine.time,82772
3,65,10,boost.includes,-sampler-include-method=-org.apache.commons.math.linear.Array2DRowRealMatrix--double-getEntry-int,int-- -sampler-include-method=-org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer--double-getChiSquare---
3,65,10,boost.profile.number,11
3,65,10,boost.profile.time,2442
3,65,10,boost.profile.size,328
3,65,10,boost.preprocess.size,176352
3,65,10,boost.preprocess.time,1471
3,65,10,boost.preprocess.number,34
3,65,10,boost.preprocess.time_p,700.0
3,65,10,boost.mine.size,19520
3,65,10,boost.mine.time,72
3,65,10,prune.theta,0.100001
3,65,10,prune.includes,
3,65,10,prune.includes_diff,
3,65,10,end
