3,90,10,start
3,90,10,raw.profile.time,50
3,90,10,coarse-grained.profile.time,241
3,90,10,coarse-grained.profile.number,3023
3,90,10,coarse-grained.profile.size,88
3,90,10,fine-grained.profile.time,902
3,90,10,fine-grained.profile.size,4372
3,90,10,fine-grained.profile.number,91872
3,90,10,fine-grained.preprocess.size,2137008
3,90,10,fine-grained.preprocess.time,7199
3,90,10,fine-grained.preprocess.number,1
3,90,10,fine-grained.preprocess.time_p,6298.0
3,90,10,fine-grained.mine.size,19648
3,90,10,fine-grained.mine.time,71
3,90,10,boost.includes,-sampler-include-method=-org.apache.commons.math.stat.Frequency--void-addValue-java.lang.Object--
3,90,10,boost.profile.number,-3
3,90,10,boost.profile.time,247
3,90,10,boost.profile.size,32
3,90,10,boost.preprocess.size,141904
3,90,10,boost.preprocess.time,795
3,90,10,boost.preprocess.number,1
3,90,10,boost.preprocess.time_p,151.0
3,90,10,boost.mine.size,19440
3,90,10,boost.mine.time,93
3,90,10,prune.theta,0.034511
3,90,10,prune.includes,-sampler-include-method=-org.apache.commons.math.stat.Frequency--void-addValue-java.lang.Object--
3,90,10,prune.includes_diff,
3,90,10,end
