1,2,5,start
1,2,5,raw.profile.time,52388
1,2,5,coarse-grained.profile.time,50137
1,2,5,coarse-grained.profile.number,2544
1,2,5,coarse-grained.profile.size,18700
1,2,5,fine-grained.profile.time,284820
1,2,5,fine-grained.profile.size,329732
1,2,5,fine-grained.profile.number,21716
1,2,5,fine-grained.preprocess.size,20744976
1,2,5,fine-grained.preprocess.time,77610
1,2,5,fine-grained.preprocess.number,28
1,2,5,fine-grained.preprocess.time_p,75838.0
1,2,5,fine-grained.mine.size,23488
1,2,5,fine-grained.mine.time,78
1,2,5,boost.includes,-sampler-include-method=-org.apache.commons.lang3.LocaleUtils--java.util.Locale-toLocale-java.lang.String--
1,2,5,boost.profile.number,28
1,2,5,boost.profile.time,61923
1,2,5,boost.profile.size,9548
1,2,5,boost.preprocess.size,907488
1,2,5,boost.preprocess.time,4926
1,2,5,boost.preprocess.number,27
1,2,5,boost.preprocess.time_p,3979.0
1,2,5,boost.mine.size,21520
1,2,5,boost.mine.time,86
1,2,5,prune.theta,0.004306
1,2,5,prune.includes,-sampler-include-method=-org.apache.commons.lang3.LocaleUtils--java.util.Locale-toLocale-java.lang.String-- -sampler-include-method=-org.apache.commons.lang3.LocaleUtils--boolean-isAvailableLocale-java.util.Locale--
1,2,5,prune.includes_diff,-sampler-include-method=-org.apache.commons.lang3.LocaleUtils--boolean-isAvailableLocale-java.util.Locale--
1,2,5,prune_s.profile.number,-7
1,2,5,prune_s.profile.time,43315
1,2,5,prune_s.profile.size,9548
1,2,5,prune.profile.number,29
1,2,5,prune.profile.time,52024
1,2,5,prune.profile.size,9548
1,2,5,prune.preprocess.size,1135056
1,2,5,prune.preprocess.time,4566
1,2,5,prune.preprocess.number,28
1,2,5,prune.preprocess.time_p,3670.0
1,2,5,prune.mine.size,22528
1,2,5,prune.mine.time,99
1,2,5,end
