3,103,5,start
3,103,5,raw.profile.time,305
3,103,5,coarse-grained.profile.time,428
3,103,5,coarse-grained.profile.number,1522
3,103,5,coarse-grained.profile.size,164
3,103,5,fine-grained.profile.time,45422
3,103,5,fine-grained.profile.size,6644
3,103,5,fine-grained.profile.number,48594
3,103,5,fine-grained.preprocess.size,2305616
3,103,5,fine-grained.preprocess.time,6793
3,103,5,fine-grained.preprocess.number,493
3,103,5,fine-grained.preprocess.time_p,5806.0
3,103,5,fine-grained.mine.size,21056
3,103,5,fine-grained.mine.time,79
3,103,5,boost.includes,-sampler-include-method=-org.apache.commons.math.MathException--void--clinit---- -sampler-include-method=-org.apache.commons.math.MathException--void-printStackTrace-java.io.PrintWriter-- -sampler-include-method=-org.apache.commons.math.MathException--java.lang.String-translate-java.lang.String,java.util.Locale--
3,103,5,boost.profile.number,0
3,103,5,boost.profile.time,265
3,103,5,boost.profile.size,84
3,103,5,boost.preprocess.size,144448
3,103,5,boost.preprocess.time,965
3,103,5,boost.preprocess.number,3
3,103,5,boost.preprocess.time_p,358.0
3,103,5,boost.mine.size,19792
3,103,5,boost.mine.time,72
3,103,5,prune.theta,0.286397
3,103,5,prune.includes,
3,103,5,prune.includes_diff,
3,103,5,end
