3,58,1,start
3,58,1,raw.profile.time,596
3,58,1,coarse-grained.profile.time,1212
3,58,1,coarse-grained.profile.number,4566
3,58,1,coarse-grained.profile.size,132
3,58,1,fine-grained.profile.time,26146
3,58,1,fine-grained.profile.size,7716
3,58,1,fine-grained.profile.number,141777
3,58,1,fine-grained.preprocess.size,4598624
3,58,1,fine-grained.preprocess.time,12406
3,58,1,fine-grained.preprocess.number,5483
3,58,1,fine-grained.preprocess.time_p,11452.0
3,58,1,fine-grained.mine.size,53024
3,58,1,fine-grained.mine.time,2839
3,58,1,boost.includes,-sampler-include-method=-org.apache.commons.math.exception.util.LocalizedFormats--java.lang.String-getLocalizedString-java.util.Locale-- -sampler-include-method=-org.apache.commons.math.exception.util.MessageFactory--java.lang.String-buildMessage-java.util.Locale,org.apache.commons.math.exception.util.Localizable,org.apache.commons.math.exception.util.Localizable,java.lang.Object[]-- -sampler-include-method=-org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer--void-determineLMDirection-double[],double[],double[],double[]--
3,58,1,boost.profile.number,648
3,58,1,boost.profile.time,489
3,58,1,boost.profile.size,68
3,58,1,boost.preprocess.size,296064
3,58,1,boost.preprocess.time,1926
3,58,1,boost.preprocess.number,1194
3,58,1,boost.preprocess.time_p,1225.0
3,58,1,boost.mine.size,23488
3,58,1,boost.mine.time,52
3,58,1,prune.theta,0.543564
