3,104,1,start
3,104,1,raw.profile.time,837
3,104,1,coarse-grained.profile.time,1368
3,104,1,coarse-grained.profile.number,1515
3,104,1,coarse-grained.profile.size,1092
3,104,1,fine-grained.profile.time,56859
3,104,1,fine-grained.profile.size,43864
3,104,1,fine-grained.profile.number,48383
3,104,1,fine-grained.preprocess.size,4612656
3,104,1,fine-grained.preprocess.time,13431
3,104,1,fine-grained.preprocess.number,1099
3,104,1,fine-grained.preprocess.time_p,12380.0
3,104,1,fine-grained.mine.size,36016
3,104,1,fine-grained.mine.time,607
3,104,1,boost.includes,-sampler-include-method=-org.apache.commons.math.special.Gamma--double-regularizedGammaQ-double,double-- -sampler-include-method=-org.apache.commons.math.special.Gamma-1--double-getB-int,double--
3,104,1,boost.profile.number,8
3,104,1,boost.profile.time,1192
3,104,1,boost.profile.size,560
3,104,1,boost.preprocess.size,189696
3,104,1,boost.preprocess.time,1364
3,104,1,boost.preprocess.number,29
3,104,1,boost.preprocess.time_p,530.0
3,104,1,boost.mine.size,19184
3,104,1,boost.mine.time,83
3,104,1,prune.theta,0.063854
3,104,1,prune.includes,
3,104,1,prune.includes_diff,
3,104,1,end
