3,73,5,start
3,73,5,raw.profile.time,12418
3,73,5,coarse-grained.profile.time,25248
3,73,5,coarse-grained.profile.number,4050
3,73,5,coarse-grained.profile.size,3080
3,73,5,fine-grained.profile.time,932949
3,73,5,fine-grained.profile.size,156988
3,73,5,fine-grained.profile.number,107796
3,73,5,fine-grained.preprocess.size,10420688
3,73,5,fine-grained.preprocess.time,40015
3,73,5,fine-grained.preprocess.number,641
3,73,5,fine-grained.preprocess.time_p,38495.0
3,73,5,fine-grained.mine.size,47488
3,73,5,fine-grained.mine.time,1205
3,73,5,boost.includes,-sampler-include-method=-org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl--void-verifySequence-double,double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl--boolean-isSequence-double,double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.BrentSolver--double-solve-org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double--
3,73,5,boost.profile.number,96
3,73,5,boost.profile.time,14459
3,73,5,boost.profile.size,908
3,73,5,boost.preprocess.size,551104
3,73,5,boost.preprocess.time,3108
3,73,5,boost.preprocess.number,93
3,73,5,boost.preprocess.time_p,2148.0
3,73,5,boost.mine.size,19744
3,73,5,boost.mine.time,31
3,73,5,prune.theta,0.033555
3,73,5,prune.includes,-sampler-include-method=-org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl--void-verifySequence-double,double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl--boolean-isSequence-double,double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.BrentSolver--double-solve-org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.BrentSolver--double-solve-org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double,double,double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl--void-verifyInterval-double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.BrentSolver--double-solve-org.apache.commons.math.analysis.UnivariateRealFunction,double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl--void--init--int,double-- -sampler-include-method=-org.apache.commons.math.ConvergingAlgorithmImpl--void--init--int,double--
3,73,5,prune.includes_diff,-sampler-include-method=-org.apache.commons.math.analysis.solvers.BrentSolver--double-solve-org.apache.commons.math.analysis.UnivariateRealFunction,double,double,double,double,double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl--void-verifyInterval-double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.BrentSolver--double-solve-org.apache.commons.math.analysis.UnivariateRealFunction,double,double-- -sampler-include-method=-org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl--void--init--int,double-- -sampler-include-method=-org.apache.commons.math.ConvergingAlgorithmImpl--void--init--int,double--
3,73,5,prune_s.profile.number,758
3,73,5,prune_s.profile.time,19469
3,73,5,prune_s.profile.size,1760
3,73,5,prune.profile.number,862
3,73,5,prune.profile.time,19413
3,73,5,prune.profile.size,1764
3,73,5,prune.preprocess.size,2290784
3,73,5,prune.preprocess.time,5900
3,73,5,prune.preprocess.number,641
3,73,5,prune.preprocess.time_p,4846.0
3,73,5,prune.mine.size,47472
3,73,5,prune.mine.time,2092
3,73,5,end
