3,30,5,start
3,30,5,raw.profile.time,207
3,30,5,coarse-grained.profile.time,459
3,30,5,coarse-grained.profile.number,5766
3,30,5,coarse-grained.profile.size,64
3,30,5,fine-grained.profile.time,975
3,30,5,fine-grained.profile.size,3664
3,30,5,fine-grained.profile.number,180014
3,30,5,fine-grained.preprocess.size,2496320
3,30,5,fine-grained.preprocess.time,8261
3,30,5,fine-grained.preprocess.number,1704
3,30,5,fine-grained.preprocess.time_p,7493.0
3,30,5,fine-grained.mine.size,25488
3,30,5,fine-grained.mine.time,118
3,30,5,boost.includes,-sampler-include-method=-org.apache.commons.math3.util.ResizableDoubleArray--void-setInitialCapacity-int-- -sampler-include-method=-org.apache.commons.math3.util.ResizableDoubleArray--void--init--int-- -sampler-include-method=-org.apache.commons.math3.util.ArithmeticUtils--long-factorial-int-- -sampler-include-method=-org.apache.commons.math3.distribution.NormalDistribution--void--clinit---- -sampler-include-method=-org.apache.commons.math3.special.Gamma--void--clinit---- -sampler-include-method=-org.apache.commons.math3.util.ResizableDoubleArray--double[]-getElements---
3,30,5,boost.profile.number,3
3,30,5,boost.profile.time,241
3,30,5,boost.profile.size,16
3,30,5,boost.preprocess.size,142640
3,30,5,boost.preprocess.time,986
3,30,5,boost.preprocess.number,11
3,30,5,boost.preprocess.time_p,222.0
3,30,5,boost.mine.size,19840
3,30,5,boost.mine.time,97
3,30,5,prune.theta,0.918296
3,30,5,prune.includes,
3,30,5,prune.includes_diff,
3,30,5,end
