space,8_-,10,start
space,8_-,10,fine-grained.preprocess.size,1932280
space,8_-,10,fine-grained.preprocess.time,92526
space,8_-,10,fine-grained.preprocess.number,5014 
space,8_-,10,fine-grained.preprocess.time_p,92238.0
space,8_-,10,fine-grained.mine.size,5832
space,8_-,10,fine-grained.mine.time,99056
space,8_-,10,boost,0.05
space,8_-,10,boost.functions.count,4
space,8_-,10,boost.includes,-sampler-include-method=extremes -sampler-include-method=pqlimits -sampler-include-method=secorpha -sampler-include-method=sgrpha2n
space,8_-,10,boost.preprocess.size,314148
space,8_-,10,boost.preprocess.time,1506
space,8_-,10,boost.preprocess.number,366 
space,8_-,10,boost.preprocess.time_p,1383.0
space,8_-,10,boost.mine.size,5796
space,8_-,10,boost.mine.time,1618
space,8_-,10,theta,0.281667
space,8_-,10,prune.functions.count,61
space,8_-,10,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=angunit -sampler-include-method=angval -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=extremes -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=pqlimits -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=secorpha -sampler-include-method=sgrpha2n -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,8_-,10,prune.preprocess.size,1767576
space,8_-,10,prune.preprocess.time,44491
space,8_-,10,prune.preprocess.number,3857 
space,8_-,10,prune.preprocess.time_p,44246.0
space,8_-,10,prune.mine.size,5828
space,8_-,10,prune.mine.time,74038
space,8_-,10,boost.profile.time,10020
space,8_-,10,boost.profile.size,10108
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v8/v8_b.sites
space,8_-,10,boost.profile.number,7940
space,8_-,10,prune.profile.time,48986
space,8_-,10,prune.profile.size,269621
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v8/v8_p.sites
space,8_-,10,prune.profile.number,215682
space,8_-,10,prune-minus-boost.profile.time,46354
space,8_-,10,prune-minus-boost.profile.size,227765
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v8/v8_pmb.sites
space,8_-,10,prune-minus-boost.profile.number,181456
space,8_-,10,end
