space,27_-,1,start
space,27_-,1,coarse-grained.profile.time,7783
space,27_-,1,coarse-grained.profile.size,524
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v27/v27_c.sites
space,27_-,1,coarse-grained.profile.number,136
space,27_-,1,fine-grained.profile.time,60950
space,27_-,1,fine-grained.profile.size,567274
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v27/v27_f.sites
space,27_-,1,fine-grained.profile.number,459134
space,27_-,1,fine-grained.preprocess.size,2017272
space,27_-,1,fine-grained.preprocess.time,138479
space,27_-,1,fine-grained.preprocess.number,8267 
space,27_-,1,fine-grained.preprocess.time_p,138242.0
space,27_-,1,fine-grained.mine.size,5828
space,27_-,1,fine-grained.mine.time,92027
space,27_-,1,boost,0.05
space,27_-,1,boost.functions.count,8
space,27_-,1,boost.includes,-sampler-include-method=GetNatur -sampler-include-method=polorbis -sampler-include-method=portamp -sampler-include-method=portdef -sampler-include-method=ppadef1 -sampler-include-method=pscdef1 -sampler-include-method=pshdef1 -sampler-include-method=sgrphasr
space,27_-,1,boost.preprocess.size,369828
space,27_-,1,boost.preprocess.time,1240
space,27_-,1,boost.preprocess.number,218 
space,27_-,1,boost.preprocess.time_p,1115.0
space,27_-,1,boost.mine.size,6000
space,27_-,1,boost.mine.time,1391
space,27_-,1,theta,0.103945
space,27_-,1,prune.functions.count,0
space,27_-,1,prune.includes,
space,27_-,1,boost.profile.time,7149
space,27_-,1,boost.profile.size,9116
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v27/v27_b.sites
space,27_-,1,boost.profile.number,7100
space,27_-,1,prune.profile.time,1
space,27_-,1,prune.profile.size,4
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v27/v27_p.sites
space,27_-,1,prune.profile.number,0
space,27_-,1,prune-minus-boost.profile.time,0
space,27_-,1,prune-minus-boost.profile.size,4
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v27/v27_pmb.sites
space,27_-,1,prune-minus-boost.profile.number,0
space,27_-,1,end
