nanoxml,2_3,1,start
nanoxml,2_3,1,coarse-grained.profile.time,251017
nanoxml,2_3,1,coarse-grained.profile.size,408
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v2/subv3/coarse-grained/output.sites
nanoxml,2_3,1,coarse-grained.profile.number,531
nanoxml,2_3,1,fine-grained.profile.time,1061471
nanoxml,2_3,1,fine-grained.profile.size,1653
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v2/subv3/fine-grained/output.sites
nanoxml,2_3,1,fine-grained.profile.number,5058
nanoxml,2_3,1,fine-grained.preprocess.size,157832
nanoxml,2_3,1,fine-grained.preprocess.time,603
nanoxml,2_3,1,fine-grained.preprocess.number,87 
nanoxml,2_3,1,fine-grained.preprocess.time_p,464.0
nanoxml,2_3,1,fine-grained.mine.size,5792
nanoxml,2_3,1,fine-grained.mine.time,1465
nanoxml,2_3,1,boost,0.05
nanoxml,2_3,1,boost.functions.count,12
nanoxml,2_3,1,boost.includes,-sampler-include-method=-Parser1_vw_v0--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processConditionalSection-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processElement-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processEntity-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processIgnoreSection-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processDocType--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--java.io.Reader-openStream-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLEntityResolver--void-addInternalEntity-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLException--void--init--java.lang.String,int,java.lang.Exception,java.lang.String,boolean-- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace--- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace-java.io.PrintStream-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.lang.String-scanSystemID-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver--
nanoxml,2_3,1,boost.preprocess.size,65692
nanoxml,2_3,1,boost.preprocess.time,361
nanoxml,2_3,1,boost.preprocess.number,17 
nanoxml,2_3,1,boost.preprocess.time_p,245.0
nanoxml,2_3,1,boost.mine.size,5824
nanoxml,2_3,1,boost.mine.time,1427
nanoxml,2_3,1,theta,0.156342
nanoxml,2_3,1,prune.functions.count,18
nanoxml,2_3,1,prune.includes,-sampler-include-method=-net.n3.nanoxml.StdXMLParser--java.lang.Object-parse--- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processDocType--- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processSpecialTag-boolean-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-scanData--- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-scanSomeTag-boolean-- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--boolean-atEOF--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--char-read--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--int-getLineNr--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--java.io.Reader-stream2reader-java.io.InputStream,java.lang.StringBuffer-- -sampler-include-method=-net.n3.nanoxml.XMLException--void--init--java.lang.String,int,java.lang.Exception,java.lang.String,boolean-- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace--- -sampler-include-method=-net.n3.nanoxml.XMLException--void-printStackTrace-java.io.PrintStream-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--boolean-checkLiteral-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--char-read-net.n3.nanoxml.IXMLReader,boolean[],char,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.lang.String-scanIdentifier-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.lang.String-scanString-net.n3.nanoxml.IXMLReader,char,boolean,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.lang.String-scanSystemID-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipWhitespace-net.n3.nanoxml.IXMLReader,char,java.lang.StringBuffer,boolean[]--
nanoxml,2_3,1,prune.preprocess.size,78232
nanoxml,2_3,1,prune.preprocess.time,381
nanoxml,2_3,1,prune.preprocess.number,23 
nanoxml,2_3,1,prune.preprocess.time_p,273.0
nanoxml,2_3,1,prune.mine.size,5892
nanoxml,2_3,1,prune.mine.time,1658
nanoxml,2_3,1,boost.profile.time,73877
nanoxml,2_3,1,boost.profile.size,165
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v2/subv3/boost/output.sites
nanoxml,2_3,1,boost.profile.number,268
nanoxml,2_3,1,prune.profile.time,664771
nanoxml,2_3,1,prune.profile.size,230
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v2/subv3/prune/output.sites
nanoxml,2_3,1,prune.profile.number,390
nanoxml,2_3,1,prune-minus-boost.profile.time,661174
nanoxml,2_3,1,prune-minus-boost.profile.size,203
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v2/subv3/prune-minus-boost/output.sites
nanoxml,2_3,1,prune-minus-boost.profile.number,322
nanoxml,2_3,1,end
