,pid,bid,top-k,boost,boost.functions.count,boost.includes,boost.mine.size,boost.mine.time,boost.preprocess.number,boost.preprocess.size,boost.preprocess.time,boost.preprocess.time_p,boost.profile.number,boost.profile.size,boost.profile.time,coarse-grained.profile.number,coarse-grained.profile.size,coarse-grained.profile.time,end,fine-grained.mine.size,fine-grained.mine.time,fine-grained.preprocess.number,fine-grained.preprocess.size,fine-grained.preprocess.time,fine-grained.preprocess.time_p,fine-grained.profile.number,fine-grained.profile.size,fine-grained.profile.time,prune-minus-boost.profile.number,prune-minus-boost.profile.size,prune-minus-boost.profile.time,prune.functions.count,prune.includes,prune.mine.size,prune.mine.time,prune.preprocess.number,prune.preprocess.size,prune.preprocess.time,prune.preprocess.time_p,prune.profile.number,prune.profile.size,prune.profile.time,start,theta
66,gzip,1_5,1,0.05,12.0,0.0,5852.0,2023.0,835.0,688216.0,2350.0,2211.0,184180.0,38425.0,16448.0,81.0,73.0,13519.0,0.0,5808.0,3200.0,1419.0,2319960.0,43832.0,43587.0,3434614.0,755493.0,608452.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.384737
67,gzip,1_5,5,0.05,12.0,0.0,5836.0,3812.0,835.0,686956.0,2782.0,2644.0,184180.0,38425.0,18236.0,0.0,0.0,0.0,0.0,5792.0,3356.0,1419.0,2307196.0,49785.0,49590.0,0.0,0.0,0.0,246832.0,51460.0,20011.0,15.0,0.0,5876.0,1894.0,1135.0,1446792.0,5657.0,5499.0,403996.0,84191.0,23903.0,0.0,0.34216199999999997
68,gzip,1_5,10,0.05,12.0,0.0,5860.0,1523.0,835.0,685792.0,2868.0,2728.0,184180.0,38425.0,18402.0,0.0,0.0,0.0,0.0,5808.0,1719.0,1419.0,2412172.0,47869.0,47643.0,0.0,0.0,0.0,246832.0,51460.0,19818.0,16.0,0.0,6000.0,2340.0,1144.0,1450888.0,5871.0,5680.0,414376.0,86351.0,22702.0,0.0,0.30052399999999996
69,gzip,2_1,1,0.05,5.0,0.0,5836.0,2093.0,5331.0,1116244.0,4777.0,4633.0,233158.0,59196.0,212784.0,98.0,864.0,13279.0,0.0,5816.0,162392.0,27437.0,2852388.0,88488.0,88142.0,4032690.0,882196.0,460729.0,1254434.0,286628.0,163744.0,31.0,0.0,5828.0,123615.0,21926.0,1749340.0,43933.0,43732.0,0.0,0.0,0.0,0.0,0.7199479999999999
70,gzip,2_1,5,0.05,5.0,0.0,5784.0,1549.0,5331.0,1112004.0,4500.0,4332.0,233158.0,59196.0,204490.0,0.0,0.0,0.0,0.0,5824.0,155287.0,27437.0,2722088.0,87563.0,87285.0,0.0,0.0,0.0,1254434.0,286628.0,164652.0,33.0,0.0,5836.0,115606.0,22255.0,1772908.0,45222.0,44991.0,0.0,0.0,0.0,0.0,0.6583180000000001
71,gzip,2_1,10,0.05,5.0,0.0,5832.0,3551.0,5331.0,1110488.0,4692.0,4545.0,233158.0,59196.0,204634.0,0.0,0.0,0.0,0.0,5824.0,160341.0,27437.0,2562492.0,99908.0,99564.0,0.0,0.0,0.0,1254434.0,286628.0,166831.0,33.0,0.0,5792.0,117636.0,22255.0,1760976.0,45651.0,45430.0,0.0,0.0,0.0,0.0,0.603835
72,gzip,2_3,1,0.05,14.0,0.0,5792.0,2671.0,913.0,748688.0,4177.0,4033.0000000000014,248164.0,54440.0,24274.0,98.0,864.0,13210.0,0.0,5744.0,470761.0,42282.0,2679928.0,174102.0,173749.0,4032690.0,883728.0,737210.0,1403940.0,330400.0,595947.0,36.0,0.0,5776.0,428427.0,41336.0,1879944.0,87818.0,87586.0,0.0,0.0,0.0,0.0,0.349774
73,gzip,2_3,5,0.05,14.0,0.0,5836.0,2145.0,913.0,748832.0,4224.0,4080.0,248164.0,54440.0,20475.0,0.0,0.0,0.0,0.0,5768.0,465651.0,42282.0,2982928.0,153708.0,153360.0,0.0,0.0,0.0,1403940.0,330400.0,580792.0,36.0,0.0,5768.0,413868.0,41336.0,1877788.0,105087.0,104835.0,0.0,0.0,0.0,0.0,0.30894299999999997
74,gzip,2_3,10,0.05,14.0,0.0,5800.0,2857.0,913.0,751420.0,4054.0,3887.0,248164.0,54440.0,20741.0,0.0,0.0,0.0,0.0,5248.0,561498.0,42282.0,2741332.0,139930.0,139579.0,0.0,0.0,0.0,1403940.0,330400.0,603765.0,45.0,0.0,5684.0,555086.0,41822.0,1893848.0,150540.0,150285.0,0.0,0.0,0.0,0.0,0.307131
75,gzip,5_1,1,0.05,4.0,0.0,5792.0,1632.0,5440.0,956176.0,4093.0,3935.0,206652.0,56356.0,233175.0,97.0,864.0,13380.0,0.0,5748.0,182513.0,27110.0,2929980.0,127472.0,127141.0,4005694.0,876348.0,464482.0,1164658.0,264492.0,135583.0,32.0,0.0,5912.0,125811.0,21946.0,1893532.0,43151.0,42908.0,0.0,0.0,0.0,0.0,0.6786770000000001
76,gzip,5_1,5,0.05,4.0,0.0,5856.0,1511.0,5440.0,969588.0,4154.0,4000.0,206652.0,56356.0,226265.0,0.0,0.0,0.0,0.0,5872.0,159416.0,27110.0,2656812.0,86019.0,85745.0,0.0,0.0,0.0,1192930.0,270448.0,142117.0,33.0,0.0,5804.0,114907.0,21987.0,1759640.0,42741.0,42504.0,0.0,0.0,0.0,0.0,0.541992
77,gzip,5_1,10,0.05,4.0,0.0,5868.0,1600.0,5440.0,970780.0,3988.0,3834.0,206652.0,56356.0,226598.0,0.0,0.0,0.0,0.0,5896.0,143651.0,27110.0,2674860.0,89428.0,89117.0,0.0,0.0,0.0,1192930.0,270448.0,136741.0,33.0,0.0,5824.0,108609.0,21984.0,1779092.0,40352.0,40141.0,0.0,0.0,0.0,0.0,0.523818
78,gzip,5_13,1,0.05,16.0,0.0,5856.0,2195.0,1237.0,738892.0,4075.0,3926.0,261598.0,57128.0,20794.0,97.0,864.0,13397.0,0.0,5748.0,823137.0,32277.0,2979716.0,129550.0,129124.0,4005694.0,878136.0,668998.0,1291204.0,306640.0,538158.0,46.0,0.0,5772.0,756800.0,31949.0,1866392.0,60421.0,60184.0,0.0,0.0,0.0,0.0,0.10679200000000001
79,gzip,5_13,5,0.05,16.0,0.0,5840.0,2184.0,1237.0,738520.0,4284.0,4114.0,261598.0,57128.0,21159.0,0.0,0.0,0.0,0.0,5852.0,795670.0,32277.0,2655784.0,110518.0,110175.0,0.0,0.0,0.0,1291204.0,306640.0,548867.0,46.0,0.0,5772.0,679022.0,31949.0,1865596.0,63578.0,63363.0,0.0,0.0,0.0,0.0,0.091557
80,gzip,5_13,10,0.05,16.0,0.0,5832.0,2099.0,1237.0,742272.0,3930.0,3792.0,261598.0,57128.0,19920.0,0.0,0.0,0.0,0.0,5820.0,769922.0,32277.0,2790320.0,124289.0,123974.0,0.0,0.0,0.0,1291204.0,306640.0,553170.0,46.0,0.0,5788.0,754181.0,31949.0,1867964.0,64763.0,64525.00000000001,0.0,0.0,0.0,0.0,0.084
81,gzip,5_6,1,0.05,2.0,0.0,5840.0,1623.0,384.0,1164144.0,5483.0,5274.0,435098.0,90714.0,23785.0,97.0,93.0,14134.0,0.0,5836.0,1803.0,2609.0,2468416.0,47857.0,47551.0,4005710.0,876238.0,593626.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.252531
82,gzip,5_6,5,0.05,2.0,0.0,5840.0,2329.0,384.0,1162528.0,5844.0,5626.0,435098.0,90714.0,22927.0,0.0,0.0,0.0,0.0,5824.0,3890.0,2609.0,2233864.0,54513.0,54175.0,0.0,0.0,0.0,654592.0,137426.0,70813.0,13.0,0.0,5816.0,3611.0,1861.0,1591220.0,14798.0,14507.0,1093116.0,228774.0,76792.0,0.0,0.175893
83,gzip,5_6,10,0.05,2.0,0.0,5828.0,2067.0,384.0,1160884.0,5494.0,5334.0,435098.0,90714.0,24419.0,0.0,0.0,0.0,0.0,6024.0,2221.0,2609.0,2221388.0,53552.0,53283.0,0.0,0.0,0.0,654592.0,137426.0,68472.0,13.0,0.0,5836.0,2359.0,1861.0,1594532.0,12149.0,11921.0,1093116.0,228774.0,76571.0,0.0,0.092654
84,gzip,5_7,1,0.05,4.0,0.0,5788.0,2399.0,1288.0,1190912.0,5268.0,5097.0,387118.0,81793.0,30158.0,97.0,80.0,14033.0,0.0,5836.0,6124.0,5585.0,2552752.0,59091.0,58839.0,4005694.0,877598.0,684912.0,900202.0,188768.0,74324.0,18.0,0.0,5960.0,6311.0,4687.0,1670648.0,18335.0,18110.0,1290056.0,271069.0,92049.0,0.0,0.050852
85,gzip,5_7,5,0.05,4.0,0.0,5888.0,5607.0,1288.0,1192556.0,5044.0,4813.0,387118.0,81793.0,26720.0,0.0,0.0,0.0,0.0,5900.0,8656.0,5585.0,2566704.0,52725.0,52437.0,0.0,0.0,0.0,900202.0,188768.0,73388.0,18.0,0.0,5896.0,7987.0,4687.0,1662568.0,15368.0,15167.0,1290056.0,271069.0,85895.0,0.0,0.046249
86,gzip,5_7,10,0.05,4.0,0.0,5868.0,9324.0,1288.0,1193792.0,5839.0,5608.0,387118.0,81793.0,28681.0,0.0,0.0,0.0,0.0,5848.0,52154.0,5585.0,2353160.0,65703.0,65434.0,0.0,0.0,0.0,900202.0,188768.0,77971.0,18.0,0.0,5824.0,41222.0,4687.0,1664980.0,18287.0,18046.0,1290056.0,271069.0,86723.0,0.0,0.042825999999999996
87,nanoxml,1_1,1,0.05,10.0,0.0,5792.0,1540.0,15.0,62096.0,312.0,210.0,232.0,150.0,85997.0,494.0,383.0,252628.0,0.0,5812.0,1677.0,74.0,162820.0,665.0,505.0,4234.0,1424.0,1128861.0,390.0,231.0,717687.0,24.0,0.0,5840.0,1690.0,49.0,133676.0,432.0,306.0,608.0,302.0,740910.0,0.0,0.713335
88,nanoxml,1_1,5,0.05,10.0,0.0,5828.0,1403.0,15.0,64748.0,359.0,228.0,232.0,150.0,85428.0,0.0,0.0,0.0,0.0,5888.0,1458.0,74.0,164624.0,575.0,461.0,0.0,0.0,0.0,828.0,364.0,744557.0,29.0,0.0,5868.0,1664.0,71.0,159400.0,549.0,425.0,1060.0,439.0,765328.0,0.0,0.62429
89,nanoxml,1_1,10,0.05,10.0,0.0,5828.0,1501.0,15.0,64556.0,365.0,262.0,232.0,150.0,85737.0,0.0,0.0,0.0,0.0,5792.0,1599.0,74.0,162256.0,648.0,508.0,0.0,0.0,0.0,828.0,364.0,744183.0,29.0,0.0,5828.0,1652.0,71.0,157820.0,498.0,368.0,1060.0,439.0,764914.0,0.0,0.552022
90,nanoxml,1_2,1,0.05,9.0,0.0,5876.0,1618.0,24.0,66992.0,369.0,264.0,232.0,138.0,84848.0,494.0,383.0,212501.0,0.0,5800.0,1436.0,123.0,161472.0,618.0,502.0,4236.0,1427.0,906008.0,2676.0,900.0,907244.0,46.0,0.0,5848.0,1603.0,119.0,160888.0,652.0,511.0,2908.0,982.0,904839.0,0.0,0.451996
91,nanoxml,1_2,5,0.05,9.0,0.0,5788.0,1553.0,24.0,67184.0,351.0,258.0,232.0,138.0,95256.0,0.0,0.0,0.0,0.0,5852.0,1388.0,123.0,162332.0,600.0,490.0,0.0,0.0,0.0,2692.0,906.0,1109916.0,47.0,0.0,5796.0,1683.0,121.0,161112.0,623.0,498.0,2924.0,988.0,1142844.0,0.0,0.393737
92,nanoxml,1_2,10,0.05,9.0,0.0,5848.0,1491.0,24.0,66972.0,329.0,227.0,232.0,138.0,94535.0,0.0,0.0,0.0,0.0,5840.0,1523.0,123.0,160236.0,675.0,558.0,0.0,0.0,0.0,2692.0,906.0,1108085.0,47.0,0.0,5796.0,1364.0,121.0,160828.0,612.0,469.0,2924.0,988.0,1139866.0,0.0,0.32059299999999996
93,nanoxml,1_4,1,0.05,9.0,0.0,5816.0,1222.0,17.0,64772.0,369.0,238.0,226.0,148.0,83018.0,494.0,383.0,259982.0,0.0,5800.0,1411.0,129.0,164276.0,702.0,563.0,4236.0,1427.0,1195318.0,2680.0,909.0,1166495.0,45.0,0.0,5860.0,1397.0,125.0,160576.0,661.0,532.0,2906.0,982.0,1183577.0,0.0,0.359272
94,nanoxml,1_4,5,0.05,9.0,0.0,5800.0,1306.0,17.0,67056.0,333.0,219.0,226.0,148.0,78779.0,0.0,0.0,0.0,0.0,5828.0,1285.0,129.0,162356.0,690.0,579.0,0.0,0.0,0.0,2680.0,909.0,1165059.0,45.0,0.0,5836.0,1408.0,125.0,160180.0,644.0,523.0,2906.0,982.0,1183787.0,0.0,0.310191
95,nanoxml,1_4,10,0.05,9.0,0.0,5980.0,1217.0,17.0,67748.0,362.0,248.0,226.0,148.0,82605.0,0.0,0.0,0.0,0.0,5896.0,1236.0,129.0,162876.0,685.0,554.0,0.0,0.0,0.0,2698.0,915.0,1164772.0,47.0,0.0,5788.0,1402.0,127.0,160532.0,648.0,529.0,2924.0,989.0,1188220.0,0.0,0.26479
96,nanoxml,1_6,1,0.05,9.0,0.0,5832.0,1504.0,17.0,62792.0,330.0,235.0,232.0,138.0,85803.0,494.0,383.0,261575.0,0.0,5888.0,1684.0,78.0,161520.0,639.0,509.0,4230.0,1426.0,1192957.0,870.0,378.0,782745.0,35.0,0.0,5796.0,1571.0,78.0,159140.0,518.0,379.0,1102.0,460.0,801427.0,0.0,0.188896
97,nanoxml,1_6,5,0.05,9.0,0.0,5852.0,1568.0,17.0,62804.0,361.0,231.0,232.0,138.0,85640.0,0.0,0.0,0.0,0.0,5900.0,1467.0,78.0,160776.0,608.0,489.0,0.0,0.0,0.0,870.0,378.0,784451.0,35.0,0.0,5844.0,1720.0,78.0,158920.0,546.0,403.0,1102.0,460.0,800712.0,0.0,0.177966
98,nanoxml,1_6,10,0.05,9.0,0.0,5836.0,1563.0,17.0,63964.0,326.0,227.0,232.0,138.0,85845.0,0.0,0.0,0.0,0.0,5832.0,1534.0,78.0,161320.0,583.0,473.0,0.0,0.0,0.0,2384.0,807.0,1108482.0,39.0,0.0,5840.0,1627.0,78.0,158456.0,538.0,414.0,2616.0,889.0,1128508.0,0.0,0.129607
99,nanoxml,1_7,1,0.05,6.0,0.0,5784.0,1209.0,31.0,62464.0,314.0,212.0,252.0,156.0,102581.0,494.0,382.0,254671.0,0.0,5820.0,1402.0,154.0,160044.0,667.0,546.0,4236.0,1426.0,1369209.0,1922.0,660.0,1215325.0,27.0,0.0,5864.0,1361.0,132.0,159648.0,526.0,401.0,2134.0,730.0,1259481.0,0.0,0.512152
100,nanoxml,1_7,5,0.05,6.0,0.0,5792.0,1190.0,31.0,62856.0,310.0,222.0,252.0,156.0,102578.0,0.0,0.0,0.0,0.0,5796.0,1239.0,154.0,160408.0,636.0,504.0,0.0,0.0,0.0,2390.0,808.0,1294985.0,36.0,0.0,5824.0,1611.0,147.0,160728.0,573.0,443.0,2642.0,889.0,1335809.0,0.0,0.437449
101,nanoxml,1_7,10,0.05,6.0,0.0,5892.0,1467.0,31.0,62108.0,363.0,257.0,252.0,156.0,102342.0,0.0,0.0,0.0,0.0,5840.0,1598.0,154.0,160264.0,636.0,507.0,0.0,0.0,0.0,2390.0,808.0,1296912.0,36.0,0.0,5840.0,1606.0,147.0,160340.0,619.0,479.0,2642.0,889.0,1340692.0,0.0,0.410131
102,nanoxml,2_2,1,0.05,12.0,0.0,5836.0,1291.0,22.0,69064.0,366.0,250.0,294.0,179.0,133760.0,531.0,408.0,270535.0,0.0,5824.0,1351.0,61.0,160508.0,674.0,543.0,5058.0,1653.0,1189116.0,604.0,283.0,690793.0,19.0,0.0,5848.0,1318.0,33.0,101124.0,436.0,287.0,724.0,329.0,742704.0,0.0,0.414396
103,nanoxml,2_2,5,0.05,12.0,0.0,5828.0,1281.0,22.0,69632.0,364.0,253.0,294.0,179.0,134974.0,0.0,0.0,0.0,0.0,5908.0,1199.0,61.0,160656.0,573.0,468.0,0.0,0.0,0.0,604.0,283.0,690362.0,22.0,0.0,5812.0,1418.0,38.0,119508.0,436.0,311.0,820.0,364.0,751291.0,0.0,0.293469
104,nanoxml,2_2,10,0.05,12.0,0.0,5864.0,1293.0,22.0,71536.0,356.0,262.0,294.0,179.0,134304.0,0.0,0.0,0.0,0.0,5868.0,1221.0,61.0,160952.0,586.0,458.0,0.0,0.0,0.0,604.0,283.0,690291.0,22.0,0.0,5804.0,1330.0,38.0,119328.0,453.0,326.0,820.0,364.0,750270.0,0.0,0.261384
105,nanoxml,2_3,1,0.05,12.0,0.0,5824.0,1427.0,17.0,65692.0,361.0,245.0,268.0,165.0,73877.0,531.0,408.0,251017.0,0.0,5792.0,1465.0,87.0,157832.0,603.0,464.0,5058.0,1653.0,1061471.0,322.0,203.0,661174.0,18.0,0.0,5892.0,1658.0,23.0,78232.0,381.0,273.0,390.0,230.0,664771.0,0.0,0.156342
106,nanoxml,2_3,5,0.05,12.0,0.0,5872.0,1384.0,17.0,62580.0,322.0,222.0,268.0,165.0,73365.0,0.0,0.0,0.0,0.0,5824.0,1329.0,87.0,157956.0,624.0,513.0,0.0,0.0,0.0,712.0,325.0,674391.0,26.0,0.0,5860.0,1484.0,43.0,121204.0,429.0,325.0,908.0,391.0,686858.0,0.0,0.075077
107,nanoxml,2_3,10,0.05,12.0,0.0,5836.0,1542.0,17.0,62984.0,365.0,262.0,268.0,165.0,74479.0,0.0,0.0,0.0,0.0,5860.0,1407.0,87.0,159004.0,567.0,441.0,0.0,0.0,0.0,816.0,358.0,694904.0,28.0,0.0,5820.0,1555.0,45.0,136612.0,473.0,326.0,1012.0,424.0,706494.0,0.0,0.052916
108,nanoxml,2_5,1,0.05,13.0,0.0,5788.0,1189.0,19.0,70832.0,281.0,209.0,340.0,190.0,88797.0,531.0,408.0,218282.0,0.0,5872.0,1256.0,42.0,157708.0,530.0,425.0,5058.0,1653.0,930704.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5058.0,4.0,1.0,0.0,0.342464
109,nanoxml,2_5,5,0.05,13.0,0.0,5828.0,4689.0,19.0,68596.0,332.0,252.0,340.0,190.0,110701.0,0.0,0.0,0.0,0.0,5816.0,1848.0,42.0,157904.0,593.0,497.0,0.0,0.0,0.0,662.0,305.0,653299.0,27.0,0.0,6048.0,1868.0,42.0,134200.0,498.0,365.0,1002.0,420.0,722020.0,0.0,0.319499
110,nanoxml,2_5,10,0.05,13.0,0.0,5884.0,2879.0,19.0,69980.0,353.0,251.0,340.0,190.0,104810.0,0.0,0.0,0.0,0.0,5896.0,1615.0,42.0,158416.0,649.0,489.0,0.0,0.0,0.0,662.0,305.0,676844.0,27.0,0.0,5860.0,1457.0,42.0,133624.0,533.0,404.0,1002.0,420.0,744648.0,0.0,0.273419
111,nanoxml,2_6,1,0.05,12.0,0.0,5808.0,1877.0,17.0,63072.0,382.0,268.0,258.0,173.0,200142.0,531.0,408.0,284141.0,0.0,5796.0,1137.0,101.0,161144.0,589.0,502.0,5058.0,1653.0,1090934.0,160.0,138.0,444760.0,12.0,0.0,5848.0,1156.0,10.0,58936.0,339.0,231.0,200.0,162.0,573037.0,0.0,0.677276
112,nanoxml,2_6,5,0.05,12.0,0.0,5824.0,2239.0,17.0,65404.0,358.0,255.0,258.0,173.0,191549.0,0.0,0.0,0.0,0.0,5888.0,1119.0,101.0,160304.0,611.0,501.0,0.0,0.0,0.0,738.0,321.0,541377.0,25.0,0.0,5852.0,1276.0,42.0,124576.0,516.0,381.0,988.0,416.0,688033.0,0.0,0.22928800000000002
113,nanoxml,2_6,10,0.05,12.0,0.0,5868.0,3191.0,17.0,64760.0,374.0,257.0,258.0,173.0,197639.0,0.0,0.0,0.0,0.0,5832.0,1264.0,101.0,160420.0,599.0,498.0,0.0,0.0,0.0,3416.0,1087.0,872773.0,48.0,0.0,5828.0,1373.0,101.0,160384.0,724.0,574.0,3674.0,1185.0,1012891.0,0.0,0.016215
114,nanoxml,2_7,1,0.05,14.0,0.0,5788.0,1502.0,3.0,51124.0,288.0,178.0,480.0,224.0,86024.0,531.0,408.0,225791.0,0.0,5864.0,1526.0,17.0,158332.0,433.0,327.0,5058.0,1653.0,1061410.0,5058.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5058.0,4.0,1.0,0.0,0.171464
115,nanoxml,2_7,5,0.05,14.0,0.0,5892.0,1176.0,3.0,51288.0,336.0,225.0,480.0,224.0,83373.0,0.0,0.0,0.0,0.0,5812.0,1285.0,17.0,158260.0,550.0,420.0,0.0,0.0,0.0,5058.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5058.0,4.0,0.0,0.0,0.171464
116,nanoxml,2_7,10,0.05,14.0,0.0,5900.0,1297.0,3.0,51076.0,282.0,174.0,480.0,224.0,83396.0,0.0,0.0,0.0,0.0,5876.0,1268.0,17.0,158736.0,508.0,389.0,0.0,0.0,0.0,5058.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5058.0,4.0,0.0,0.0,0.171464
117,nanoxml,3_1,1,0.05,9.0,0.0,5836.0,1393.0,20.0,69496.0,341.0,236.0,330.0,187.0,75516.0,577.0,444.0,245990.0,0.0,5852.0,1414.0,169.0,225040.0,796.0,668.0,6048.0,1981.0,1024853.0,958.0,420.0,704774.0,36.0,0.0,5792.0,1745.0,151.0,159764.0,627.0,507.0,1118.0,478.0,737580.0,0.0,0.23186500000000002
118,nanoxml,3_1,5,0.05,9.0,0.0,5864.0,1617.0,20.0,66836.0,337.0,231.0,330.0,187.0,74884.0,0.0,0.0,0.0,0.0,5788.0,1302.0,169.0,223508.0,785.0,676.0,0.0,0.0,0.0,1348.0,541.0,746543.0,44.0,0.0,5836.0,1881.0,164.0,161408.0,687.0,565.0,1678.0,652.0,745407.0,0.0,0.182499
119,nanoxml,3_1,10,0.05,9.0,0.0,5868.0,2377.0,20.0,67212.0,345.0,269.0,330.0,187.0,72667.0,0.0,0.0,0.0,0.0,5820.0,1411.0,169.0,224284.0,763.0,650.0,0.0,0.0,0.0,3626.0,1180.0,1894221.0,47.0,0.0,5868.0,1869.0,169.0,163060.0,664.0,545.0,3956.0,1291.0,2150143.0,0.0,0.10909300000000001
120,nanoxml,3_10,1,0.05,15.0,0.0,5812.0,1676.0,20.0,74088.0,312.0,226.0,336.0,192.0,73610.0,577.0,444.0,275736.0,0.0,5868.0,1385.0,94.0,161424.0,567.0,443.0,6050.0,1982.0,1013653.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.0,4.0,1.0,0.0,0.559633
121,nanoxml,3_10,5,0.05,15.0,0.0,5976.0,1506.0,20.0,74704.0,364.0,265.0,336.0,192.0,86152.0,0.0,0.0,0.0,0.0,5824.0,1686.0,94.0,161072.0,669.0,540.0,0.0,0.0,0.0,788.0,348.0,793946.0,26.0,0.0,5864.0,1352.0,45.0,140400.0,463.0,333.0,1028.0,433.0,812765.0,0.0,0.20967
122,nanoxml,3_10,10,0.05,15.0,0.0,5836.0,1313.0,20.0,72640.0,356.0,249.0,336.0,192.0,85632.0,0.0,0.0,0.0,0.0,5872.0,1260.0,94.0,160740.0,646.0,521.0,0.0,0.0,0.0,1184.0,472.0,865431.0,34.0,0.0,5832.0,1356.0,50.0,159048.0,500.0,372.0,1440.0,563.0,883173.0,0.0,0.083095
123,nanoxml,3_2,1,0.05,10.0,0.0,5952.0,2614.0,17.0,66712.0,334.0,238.0,338.0,190.0,85962.0,577.0,444.0,267402.0,0.0,5828.0,1438.0,162.0,178160.0,777.0,664.0,6050.0,1982.0,1090813.0,1340.0,538.0,805986.0,43.0,0.0,5828.0,1564.0,159.0,161804.0,603.0,482.0,1678.0,652.0,791936.0,0.0,0.21047
124,nanoxml,3_2,5,0.05,10.0,0.0,5820.0,2234.0,17.0,65560.0,353.0,231.0,338.0,190.0,83519.0,0.0,0.0,0.0,0.0,5836.0,1429.0,162.0,179740.0,726.0,626.0,0.0,0.0,0.0,1340.0,538.0,821057.0,43.0,0.0,5828.0,1873.0,159.0,161812.0,617.0,494.0,1678.0,652.0,789031.0,0.0,0.197741
125,nanoxml,3_2,10,0.05,10.0,0.0,5800.0,2597.0,17.0,65168.0,347.0,247.0,338.0,190.0,81785.0,0.0,0.0,0.0,0.0,5788.0,1581.0,162.0,179848.0,747.0,645.0,0.0,0.0,0.0,3618.0,1177.0,1048158.0,46.0,0.0,5812.0,1418.0,162.0,162164.0,876.0,764.0,3956.0,1291.0,1062108.0,0.0,0.143098
126,nanoxml,3_3,1,0.05,10.0,0.0,5820.0,1294.0,16.0,64728.0,387.0,253.0,338.0,190.0,78104.0,577.0,444.0,245942.0,0.0,5832.0,1221.0,214.0,260904.0,755.0,652.0,6048.0,1981.0,1031888.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6048.0,4.0,1.0,0.0,0.372347
127,nanoxml,3_3,5,0.05,10.0,0.0,5880.0,1407.0,16.0,67020.0,394.0,278.0,338.0,190.0,85869.0,0.0,0.0,0.0,0.0,5792.0,1485.0,214.0,261624.0,807.0,663.0,0.0,0.0,0.0,1320.0,532.0,915424.0,40.0,0.0,5828.0,1752.0,155.0,160716.0,579.0,446.0,1556.0,615.0,930447.0,0.0,0.310103
128,nanoxml,3_3,10,0.05,10.0,0.0,5848.0,1649.0,16.0,65020.0,344.0,243.0,338.0,190.0,85525.0,0.0,0.0,0.0,0.0,5844.0,1523.0,214.0,261120.0,741.0,625.0,0.0,0.0,0.0,3618.0,1177.0,1242450.0,47.0,0.0,5856.0,1619.0,214.0,194848.0,678.0,559.0,3956.0,1291.0,1258733.0,0.0,0.174739
129,nanoxml,3_5,1,0.05,6.0,0.0,5832.0,3639.0,3.0,49120.0,322.0,220.0,650.0,261.0,79768.0,577.0,444.0,273854.0,0.0,5840.0,2361.0,183.0,164356.0,797.0,682.0,6050.0,1982.0,1167285.0,2990.0,989.0,1057769.0,37.0,0.0,5880.0,3455.0,183.0,160696.0,670.0,566.0,3640.0,1175.0,1063309.0,0.0,0.013861000000000002
130,nanoxml,3_5,5,0.05,6.0,0.0,5880.0,1552.0,3.0,49020.0,284.0,201.0,650.0,261.0,75754.0,0.0,0.0,0.0,0.0,5884.0,2184.0,183.0,165016.0,672.0,599.0,0.0,0.0,0.0,2990.0,989.0,1035381.0,37.0,0.0,5948.0,2748.0,183.0,160212.0,670.0,537.0,3640.0,1175.0,1027534.0,0.0,0.010291
131,nanoxml,3_5,10,0.05,6.0,0.0,5828.0,2295.0,3.0,48932.0,353.0,236.0,650.0,261.0,77550.0,0.0,0.0,0.0,0.0,5864.0,3150.0,183.0,164196.0,760.0,629.0,0.0,0.0,0.0,2990.0,989.0,1021102.0,37.0,0.0,5800.0,2485.0,183.0,160676.0,635.0,511.0,3640.0,1175.0,1024060.0,0.0,0.010291
132,nanoxml,3_7,1,0.05,10.0,0.0,5824.0,1444.0,22.0,77724.0,381.0,269.0,338.0,190.0,76157.0,577.0,444.0,251824.0,0.0,5880.0,1350.0,166.0,199136.0,750.0,620.0,6050.0,1982.0,1035170.0,1340.0,538.0,731899.0,43.0,0.0,5816.0,1771.0,165.0,161704.0,659.0,545.0,1678.0,652.0,735311.0,0.0,0.252263
133,nanoxml,3_7,5,0.05,10.0,0.0,5836.0,1467.0,22.0,73984.0,362.0,262.0,338.0,190.0,78999.0,0.0,0.0,0.0,0.0,5868.0,1422.0,166.0,198696.0,744.0,606.0,0.0,0.0,0.0,1340.0,538.0,736766.0,43.0,0.0,5972.0,2148.0,165.0,161636.0,619.0,482.0,1678.0,652.0,729315.0,0.0,0.176992
