,pid,bid,top-k,boost,boost.functions.count,boost.includes,boost.mine.size,boost.mine.time,boost.preprocess.number,boost.preprocess.size,boost.preprocess.time,boost.preprocess.time_p,boost.profile.number,boost.profile.size,boost.profile.time,coarse-grained.profile.number,coarse-grained.profile.size,coarse-grained.profile.time,end,fine-grained.mine.size,fine-grained.mine.time,fine-grained.preprocess.number,fine-grained.preprocess.size,fine-grained.preprocess.time,fine-grained.preprocess.time_p,fine-grained.profile.number,fine-grained.profile.size,fine-grained.profile.time,prune-minus-boost.profile.number,prune-minus-boost.profile.size,prune-minus-boost.profile.time,prune.functions.count,prune.includes,prune.mine.size,prune.mine.time,prune.preprocess.number,prune.preprocess.size,prune.preprocess.time,prune.preprocess.time_p,prune.profile.number,prune.profile.size,prune.profile.time,start,theta
53,grep,4_12,10,0.05,13.0,0.0,5860.0,4038.0,2467.0,1636776.0,16185.0,15977.0,352780.0,280217.0,39683.0,0.0,0.0,0.0,0.0,5860.0,22234.0,4863.0,3036136.0,132859.0,132471.0,0.0,0.0,0.0,432972.0,344191.0,46416.0,20.0,0.0,5788.0,19447.0,4759.0,1908876.0,43221.0,42980.0,788236.0,626120.0,71679.0,0.0,0.651664
54,gzip,1_13,1,0.05,11.0,0.0,5820.0,1638.0,440.0,622792.0,2899.0,2786.0,215050.0,44842.0,18879.0,81.0,74.0,14070.0,0.0,5968.0,2713.0,590.0,2170040.0,48895.0,48701.0,3434614.0,758755.0,739165.0,124388.0,25977.0,17707.0,11.0,0.0,5924.0,1312.0,579.0,1123136.0,4424.0,4219.0,329706.0,68725.0,22081.0,0.0,0.07671900000000001
55,gzip,1_13,5,0.05,11.0,0.0,5884.0,2208.0,440.0,623236.0,3143.0,2991.0,215050.0,44842.0,19759.0,0.0,0.0,0.0,0.0,5840.0,1876.0,590.0,2245932.0,46221.0,45945.0,0.0,0.0,0.0,124388.0,25977.0,17835.0,11.0,0.0,5856.0,1380.0,579.0,1123608.0,4208.0,4042.0,329706.0,68725.0,22292.0,0.0,0.05794
56,gzip,1_13,10,0.05,11.0,0.0,5828.0,1640.0,440.0,623052.0,3230.0,3105.0,215050.0,44842.0,19803.0,0.0,0.0,0.0,0.0,5828.0,1314.0,590.0,1973580.0,42794.0,42616.0,0.0,0.0,0.0,124388.0,25977.0,16980.0,11.0,0.0,5820.0,1816.0,579.0,1122516.0,4521.0,4387.0,329706.0,68725.0,21161.0,0.0,0.05794
57,gzip,1_15,1,0.05,5.0,0.0,5856.0,1277.0,4290.0,725172.0,3581.0,3400.0,169470.0,45148.0,389124.0,81.0,864.0,14049.0,0.0,5908.0,61544.0,27604.0,2550756.0,112272.0,111619.0,3434614.0,759780.0,680085.0,270362.0,57096.0,20361.0,9.0,0.0,5824.0,1552.0,1280.0,741464.0,4726.0,4553.0,0.0,0.0,0.0,0.0,0.291636
58,gzip,1_15,5,0.05,5.0,0.0,5792.0,1206.0,4290.0,724448.0,3537.0,3354.0,169470.0,45148.0,396961.0,0.0,0.0,0.0,0.0,5824.0,70392.0,27604.0,2731008.0,105422.0,105128.0,0.0,0.0,0.0,1319654.0,308108.0,225934.0,34.0,0.0,5828.0,65301.0,26767.0,1781772.0,53819.0,53567.0,0.0,0.0,0.0,0.0,0.185128
59,gzip,1_15,10,0.05,5.0,0.0,5824.0,1276.0,4290.0,725104.0,3572.0,3422.0,169470.0,45148.0,391975.0,0.0,0.0,0.0,0.0,5832.0,64772.0,27604.0,2517668.0,104166.0,103887.0,0.0,0.0,0.0,1319654.0,308108.0,223680.0,34.0,0.0,5856.0,60690.0,26767.0,1770576.0,44128.0,43930.0,0.0,0.0,0.0,0.0,0.173492
60,gzip,1_16,1,0.05,2.0,0.0,5800.0,2557.0,53.0,585988.0,2736.0,2576.0,193886.0,40908.0,18855.0,81.0,864.0,13735.0,0.0,5864.0,1479.0,1044.0,2372824.0,59271.0,58927.0,3441456.0,759636.0,782654.0,263572.0,55392.0,19888.0,9.0,0.0,5792.0,3209.0,604.0,1127652.0,6182.0,6024.0,0.0,0.0,0.0,0.0,0.312733
61,gzip,1_16,5,0.05,2.0,0.0,5824.0,1644.0,53.0,587740.0,2856.0,2684.0,193886.0,40908.0,18297.0,0.0,0.0,0.0,0.0,5788.0,2462.0,1044.0,2447140.0,59479.0,59170.0,0.0,0.0,0.0,287758.0,60504.0,20699.0,10.0,0.0,5840.0,1971.0,712.0,1165016.0,8273.0,8042.0,0.0,0.0,0.0,0.0,0.171701
62,gzip,1_16,10,0.05,2.0,0.0,5908.0,1758.0,53.0,588108.0,2994.0,2820.0,193886.0,40908.0,18013.0,0.0,0.0,0.0,0.0,5900.0,1655.0,1044.0,2299800.0,53600.0,53305.0,0.0,0.0,0.0,287758.0,60504.0,20955.0,10.0,0.0,5796.0,3233.0,712.0,1166512.0,8884.0,8676.0,0.0,0.0,0.0,0.0,0.171701
63,gzip,1_4,1,0.05,5.0,0.0,5844.0,3057.0,3466.0,1124716.0,3201.0,3016.0,168932.0,42700.0,323800.0,81.0,74.0,14281.0,0.0,5752.0,567603.0,30769.0,2453604.0,79182.0,78915.0,3434614.0,759213.0,654456.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.230985
64,gzip,1_4,5,0.05,5.0,0.0,5784.0,3159.0,3466.0,1124272.0,3291.0,3150.0,168932.0,42700.0,342544.0,0.0,0.0,0.0,0.0,5788.0,542503.0,30766.0,2448284.0,83055.0,82809.0,0.0,0.0,0.0,1336614.0,313038.0,302281.0,35.0,0.0,5772.0,582868.0,30542.0,2088808.0,62725.0,62512.0,1512134.0,357237.0,650338.0,0.0,0.155867
65,gzip,1_4,10,0.05,5.0,0.0,5856.0,3292.0,3466.0,1123896.0,3385.0,3220.0,168932.0,42700.0,355412.0,0.0,0.0,0.0,0.0,5772.0,706036.0,30769.0,2460716.0,105408.0,105125.0,0.0,0.0,0.0,1336614.0,313038.0,320286.0,35.0,0.0,5800.0,679684.0,30539.0,2018280.0,62060.0,61779.0,1512134.0,357237.0,686965.0,0.0,0.147232
