nanoxml,3_5,10,start
nanoxml,3_5,10,prune.includes,-sampler-include-method=-RVecChildNamed2_wy_v2--void-main-java.lang.String[]-- -sampler-include-method=-RVecChildNamed3_wy_v2--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.ContentReader--int-read-char[],int,int-- -sampler-include-method=-net.n3.nanoxml.ContentReader--void-close--- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-attributeAdded-java.lang.String,java.lang.String,java.lang.String,int-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-elementAttributesProcessed-java.lang.String,java.util.Properties,java.lang.String,int-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-elementStarted-java.lang.String,java.lang.String,int-- -sampler-include-method=-net.n3.nanoxml.StdXMLBuilder--void-addAttribute-java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.StdXMLBuilder--void-addPCData-java.io.Reader,java.lang.String,int-- -sampler-include-method=-net.n3.nanoxml.StdXMLBuilder--void-endElement-java.lang.String,java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.StdXMLBuilder--void-startElement-java.lang.String,java.lang.String,java.lang.String,java.lang.String,int-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--java.lang.Object-parse--- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processAttribute-java.util.Vector,java.util.Vector,java.util.Vector-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processCDATA--- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processElement-java.lang.String,java.util.Properties-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processSpecialTag-boolean-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-scanData--- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-scanSomeTag-boolean,java.lang.String,java.util.Properties-- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--boolean-atEOF--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--char-read--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--int-getLineNr--- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--java.io.Reader-stream2reader-java.io.InputStream,java.lang.StringBuffer-- -sampler-include-method=-net.n3.nanoxml.StdXMLReader--java.lang.String-getEncoding-java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLElement--boolean-hasAttribute-java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLElement--int-getChildrenCount--- -sampler-include-method=-net.n3.nanoxml.XMLElement--java.util.Vector-getChildrenNamed-java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLElement--net.n3.nanoxml.XMLAttribute-findAttribute-java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLElement--void--init--java.lang.String,java.lang.String,java.lang.String,int-- -sampler-include-method=-net.n3.nanoxml.XMLElement--void-addChild-net.n3.nanoxml.IXMLElement-- -sampler-include-method=-net.n3.nanoxml.XMLElement--void-setAttribute-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLEntityResolver--java.io.Reader-getEntity-net.n3.nanoxml.IXMLReader,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--boolean-checkLiteral-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--char-read-net.n3.nanoxml.IXMLReader,boolean[],char,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.io.Reader-scanEntity-boolean[],net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.lang.String-scanIdentifier-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.lang.String-scanString-net.n3.nanoxml.IXMLReader,char,boolean,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipWhitespace-net.n3.nanoxml.IXMLReader,char,java.lang.StringBuffer,boolean[]--
nanoxml,3_5,10,prune.functions.count,31
nanoxml,3_5,10,prune.preprocess.size,160712
nanoxml,3_5,10,prune.preprocess.time,4225
nanoxml,3_5,10,prune.preprocess.number,183 
nanoxml,3_5,10,prune.preprocess.time_p,4027.9999999999995
nanoxml,3_5,10,prune.mine.size,5832
nanoxml,3_5,10,prune.mine.time,59802
nanoxml,3_5,10,boost.profile.time,24538
nanoxml,3_5,10,boost.profile.size,261
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v3/subv5/boost/output.sites
nanoxml,3_5,10,boost.profile.number,650
nanoxml,3_5,10,prune.profile.time,66880
nanoxml,3_5,10,prune.profile.size,1175
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v3/subv5/prune/output.sites
nanoxml,3_5,10,prune.profile.number,3640
nanoxml,3_5,10,prune-minus-boost.profile.time,46768
nanoxml,3_5,10,prune-minus-boost.profile.size,989
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v3/subv5/prune-minus-boost/output.sites
nanoxml,3_5,10,prune-minus-boost.profile.number,2990
nanoxml,3_5,10,end
