nanoxml,3_5,10,start
nanoxml,3_5,10,fine-grained.preprocess.size,291692
nanoxml,3_5,10,fine-grained.preprocess.time,5512
nanoxml,3_5,10,fine-grained.preprocess.number,183 
nanoxml,3_5,10,fine-grained.preprocess.time_p,5389.0
nanoxml,3_5,10,fine-grained.mine.size,5852
nanoxml,3_5,10,fine-grained.mine.time,11799
nanoxml,3_5,10,boost,0.05
nanoxml,3_5,10,boost.functions.count,6
nanoxml,3_5,10,boost.includes,-sampler-include-method=-RVecChildNamed2_wy_v2--void-main-java.lang.String[]-- -sampler-include-method=-RVecChildNamed3_wy_v2--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.ContentReader--void-close--- -sampler-include-method=-net.n3.nanoxml.StdXMLBuilder--void-addPCData-java.io.Reader,java.lang.String,int-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processCDATA--- -sampler-include-method=-net.n3.nanoxml.XMLElement--java.util.Vector-getChildrenNamed-java.lang.String--
nanoxml,3_5,10,boost.preprocess.size,79708
nanoxml,3_5,10,boost.preprocess.time,765
nanoxml,3_5,10,boost.preprocess.number,3 
nanoxml,3_5,10,boost.preprocess.time_p,651.0
nanoxml,3_5,10,boost.mine.size,5792
nanoxml,3_5,10,boost.mine.time,48126
nanoxml,3_5,10,theta,0.010291
nanoxml,3_5,10,prune.functions.count,37
