,pid,bid,top-k,boost,boost.functions.count,boost.includes,boost.mine.size,boost.mine.time,boost.preprocess.number,boost.preprocess.size,boost.preprocess.time,boost.preprocess.time_p,boost.profile.number,boost.profile.size,boost.profile.time,coarse-grained.profile.number,coarse-grained.profile.size,coarse-grained.profile.time,end,fine-grained.mine.size,fine-grained.mine.time,fine-grained.preprocess.number,fine-grained.preprocess.size,fine-grained.preprocess.time,fine-grained.preprocess.time_p,fine-grained.profile.number,fine-grained.profile.size,fine-grained.profile.time,prune-minus-boost.profile.number,prune-minus-boost.profile.size,prune-minus-boost.profile.time,prune.functions.count,prune.includes,prune.mine.size,prune.mine.time,prune.preprocess.number,prune.preprocess.size,prune.preprocess.time,prune.preprocess.time_p,start,theta
63,nanoxml,2_3,1,0.05,12.0,0.0,5848.0,1349.0,17.0,57936.0,405.0,283.0,268.0,952.0,62882.0,531.0,952.0,64044.0,0.0,5836.0,1346.0,87.0,96744.0,609.0,513.0,5058.0,1892.0,76860.0,322.0,952.0,65298.0,18.0,0.0,5848.0,2216.0,23.0,58604.0,372.0,277.0,0.0,0.156342
64,nanoxml,2_3,5,0.05,12.0,0.0,5864.0,1481.0,17.0,58228.0,352.0,247.0,268.0,952.0,62409.0,0.0,0.0,0.0,0.0,5864.0,1974.0,87.0,97148.0,576.0,458.0,0.0,0.0,0.0,712.0,952.0,68400.0,26.0,0.0,6120.0,1746.0,43.0,61640.0,488.0,392.0,0.0,0.075077
65,nanoxml,2_3,10,0.05,12.0,0.0,5844.0,7008.0,17.0,58200.0,343.0,243.0,268.0,952.0,61719.0,0.0,0.0,0.0,0.0,5788.0,1436.0,87.0,96776.0,739.0,570.0,0.0,0.0,0.0,816.0,952.0,69381.0,28.0,0.0,5932.0,3777.0,45.0,62400.0,435.0,0.0,0.0,0.052916
66,nanoxml,2_6,1,0.05,12.0,0.0,5824.0,2927.0,17.0,58008.0,453.0,339.0,258.0,952.0,78455.0,531.0,952.0,71958.0,0.0,5688.0,34210.0,101.0,94632.0,6785.0,5758.0,5058.0,1892.0,101272.0,160.0,952.0,70343.0,12.0,0.0,5808.0,1561.0,10.0,57720.0,441.0,294.0,0.0,0.677276
67,nanoxml,2_6,5,0.05,12.0,0.0,5832.0,2524.0,17.0,59056.0,343.0,258.0,258.0,952.0,66907.0,0.0,0.0,0.0,0.0,5860.0,1782.0,101.0,102244.0,835.0,715.0,0.0,0.0,0.0,738.0,952.0,64875.0,25.0,0.0,5812.0,2064.0,42.0,62024.0,523.0,390.0,0.0,0.229288
68,nanoxml,2_6,10,0.05,12.0,0.0,5892.0,4500.0,17.0,59020.0,404.0,308.0,258.0,952.0,68961.0,0.0,0.0,0.0,0.0,5852.0,1753.0,101.0,99728.0,759.0,649.0,0.0,0.0,0.0,3416.0,1892.0,73730.0,48.0,0.0,5908.0,2926.0,101.0,96788.0,575.0,502.0,0.0,0.016215
69,nanoxml,3_1,1,0.05,9.0,0.0,5840.0,6786.0,20.0,57740.0,401.0,298.0,330.0,960.0,100135.0,577.0,960.0,81217.0,0.0,6096.0,2175.0,169.0,166056.0,860.0,743.0,6048.0,2856.0,97434.0,958.0,960.0,77650.0,36.0,0.0,5832.0,5958.0,151.0,128292.0,617.0,521.0,0.0,0.231865
70,nanoxml,3_1,5,0.05,9.0,0.0,5820.0,4593.0,20.0,58468.0,378.0,291.0,330.0,960.0,78257.0,0.0,0.0,0.0,0.0,5796.0,2129.0,169.0,166504.0,790.0,684.0,0.0,0.0,0.0,1348.0,960.0,96331.0,44.0,0.0,5876.0,2774.0,164.0,161388.0,762.0,619.0,0.0,0.182499
71,nanoxml,3_1,10,0.05,9.0,0.0,5796.0,5108.0,20.0,58168.0,365.0,267.0,330.0,960.0,75700.0,0.0,0.0,0.0,0.0,5868.0,3645.0,169.0,166396.0,949.0,805.0,0.0,0.0,0.0,3626.0,1908.0,132462.0,47.0,0.0,5864.0,4671.0,169.0,165440.0,1107.0,974.0,0.0,0.109093
72,nanoxml,3_2,1,0.05,10.0,0.0,5840.0,4998.0,17.0,58264.0,382.0,284.0,338.0,960.0,79084.0,577.0,960.0,89330.0,0.0,5820.0,4107.0,162.0,166020.0,1062.0,950.0,6050.0,2856.0,110061.0,1340.0,960.0,91675.0,43.0,0.0,5824.0,2081.0,159.0,160964.0,759.0,647.0,0.0,0.21047
73,nanoxml,3_2,5,0.05,10.0,0.0,5860.0,3626.0,17.0,58600.0,374.0,274.0,338.0,960.0,71667.0,0.0,0.0,0.0,0.0,5932.0,1731.0,162.0,165904.0,894.0,773.0,0.0,0.0,0.0,1340.0,960.0,107883.0,43.0,0.0,5840.0,6438.0,159.0,160972.0,1254.0,0.0,0.0,0.197741
74,nanoxml,3_2,10,0.05,10.0,0.0,5852.0,3571.0,17.0,58264.0,435.0,328.0,338.0,960.0,75982.0,0.0,0.0,0.0,0.0,5828.0,1880.0,162.0,166048.0,1350.0,1216.0,0.0,0.0,0.0,3618.0,1908.0,83750.0,46.0,0.0,5832.0,5253.0,162.0,161064.0,784.0,672.0,0.0,0.143098
75,nanoxml,3_5,1,0.05,6.0,0.0,5860.0,12016.0,3.0,48368.0,402.0,291.0,650.0,960.0,89579.0,577.0,960.0,87906.0,0.0,5792.0,2447.0,183.0,162828.0,755.0,644.0,6050.0,2856.0,108342.0,2990.0,1908.0,89996.0,37.0,0.0,6064.0,2086.0,183.0,147004.0,736.0,619.0,0.0,0.013861
76,nanoxml,3_5,5,0.05,6.0,0.0,5860.0,6952.0,3.0,47916.0,354.0,261.0,650.0,960.0,88187.0,0.0,0.0,0.0,0.0,5872.0,1926.0,183.0,162576.0,918.0,782.0,0.0,0.0,0.0,2990.0,1908.0,89955.0,37.0,0.0,5880.0,2160.0,183.0,146040.0,714.0,0.0,0.0,0.010291
77,nanoxml,3_5,10,0.05,6.0,0.0,5844.0,2879.0,3.0,47732.0,394.0,256.0,650.0,960.0,86011.0,0.0,0.0,0.0,0.0,5836.0,1511.0,183.0,162868.0,767.0,661.0,0.0,0.0,0.0,2990.0,1908.0,80578.0,37.0,0.0,5796.0,1933.0,183.0,147288.0,796.0,0.0,0.0,0.010291
78,nanoxml,3_7,1,0.05,10.0,0.0,5836.0,1849.0,22.0,58320.0,357.0,256.0,338.0,960.0,84916.0,577.0,960.0,93684.0,0.0,5848.0,6107.0,166.0,165632.0,826.0,685.0,6050.0,2856.0,163872.0,1340.0,960.0,90048.0,43.0,0.0,6020.0,1829.0,165.0,160740.0,818.0,709.0,0.0,0.252263
79,nanoxml,3_7,5,0.05,10.0,0.0,5912.0,12437.0,22.0,58168.0,348.0,276.0,338.0,960.0,83052.0,0.0,0.0,0.0,0.0,5792.0,1396.0,166.0,166264.0,806.0,703.0,0.0,0.0,0.0,1340.0,960.0,110748.0,43.0,0.0,5844.0,2643.0,165.0,161068.0,1700.0,0.0,0.0,0.176992
80,nanoxml,3_7,10,0.05,10.0,0.0,6020.0,2765.0,22.0,58460.0,596.0,451.0,338.0,960.0,92869.0,0.0,0.0,0.0,0.0,5864.0,2350.0,166.0,166004.0,949.0,813.0,0.0,0.0,0.0,1340.0,960.0,148776.0,43.0,0.0,6016.0,2075.0,165.0,161148.0,1135.0,0.0,0.0,0.131279
81,nanoxml,4_1,1,0.05,3.0,0.0,5852.0,1877.0,15.0,54552.0,407.0,290.0,650.0,960.0,63687.0,594.0,960.0,75605.0,0.0,5828.0,1797.0,162.0,166096.0,763.0,628.0,5012.0,1908.0,82202.0,1794.0,960.0,75593.0,49.0,0.0,5964.0,1724.0,147.0,160116.0,717.0,608.0,0.0,0.181888
82,nanoxml,4_1,5,0.05,3.0,0.0,5832.0,1708.0,15.0,55156.0,358.0,259.0,650.0,960.0,69707.0,0.0,0.0,0.0,0.0,5896.0,1939.0,162.0,165820.0,770.0,654.0,0.0,0.0,0.0,2086.0,960.0,73581.0,58.0,0.0,5856.0,1387.0,152.0,160880.0,773.0,646.0,0.0,0.058394
83,nanoxml,4_1,10,0.05,3.0,0.0,5852.0,1730.0,15.0,54036.0,339.0,250.0,650.0,960.0,67422.0,0.0,0.0,0.0,0.0,5792.0,1271.0,162.0,165168.0,840.0,722.0,0.0,0.0,0.0,2088.0,960.0,74807.0,59.0,0.0,5880.0,1280.0,152.0,159852.0,698.0,586.0,0.0,0.030236
84,nanoxml,4_2,1,0.05,4.0,0.0,5828.0,5722.0,6.0,43968.0,309.0,203.0,306.0,960.0,68599.0,594.0,960.0,72210.0,0.0,5916.0,4418.0,164.0,166372.0,827.0,701.0,5012.0,1908.0,83005.0,2126.0,960.0,80525.0,46.0,0.0,5792.0,3996.0,154.0,159864.0,731.0,615.0,0.0,0.234513
85,nanoxml,4_2,5,0.05,4.0,0.0,5860.0,1708.0,6.0,44132.0,327.0,226.0,306.0,960.0,63119.0,0.0,0.0,0.0,0.0,5812.0,3576.0,164.0,166656.0,791.0,677.0,0.0,0.0,0.0,2126.0,960.0,76951.0,46.0,0.0,5864.0,2135.0,154.0,160828.0,657.0,0.0,0.0,0.158267
86,nanoxml,4_2,10,0.05,4.0,0.0,5848.0,1494.0,6.0,43864.0,310.0,203.0,306.0,960.0,62156.0,0.0,0.0,0.0,0.0,5860.0,1979.0,164.0,167068.0,775.0,666.0,0.0,0.0,0.0,2126.0,960.0,74731.0,46.0,0.0,5804.0,2443.0,154.0,159720.0,729.0,0.0,0.0,0.158267
87,nanoxml,4_4,1,0.05,3.0,0.0,5872.0,4426.0,4.0,41244.0,316.0,214.0,250.0,960.0,63711.0,594.0,960.0,67386.0,0.0,5800.0,1400.0,173.0,166852.0,827.0,730.0,5012.0,1908.0,94123.0,2182.0,960.0,88646.0,46.0,0.0,5908.0,2018.0,161.0,160760.0,833.0,693.0,0.0,0.25473
88,nanoxml,4_4,5,0.05,3.0,0.0,5844.0,1734.0,4.0,41276.0,338.0,235.0,250.0,960.0,67811.0,0.0,0.0,0.0,0.0,5792.0,1842.0,173.0,165784.0,1073.0,945.0,0.0,0.0,0.0,2182.0,960.0,83186.0,46.0,0.0,5892.0,1874.0,161.0,160112.0,682.0,0.0,0.0,0.25473
89,nanoxml,4_4,10,0.05,3.0,0.0,5844.0,2392.0,4.0,41156.0,302.0,197.0,250.0,960.0,65118.0,0.0,0.0,0.0,0.0,5964.0,3890.0,173.0,165828.0,849.0,727.0,0.0,0.0,0.0,2182.0,960.0,76701.0,46.0,0.0,5820.0,2202.0,161.0,160680.0,728.0,0.0,0.0,0.25473
90,nanoxml,4_6,1,0.05,4.0,0.0,5792.0,2354.0,8.0,44600.0,343.0,238.0,306.0,960.0,64575.0,594.0,960.0,73246.0,0.0,5792.0,1644.0,169.0,166568.0,828.0,709.0,5006.0,1908.0,84699.0,2120.0,960.0,78195.0,46.0,0.0,5908.0,2748.0,159.0,160720.0,772.0,666.0,0.0,0.234614
91,nanoxml,4_6,5,0.05,4.0,0.0,5788.0,2745.0,8.0,44496.0,345.0,218.0,306.0,960.0,63269.0,0.0,0.0,0.0,0.0,5844.0,2673.0,169.0,166548.0,814.0,685.0,0.0,0.0,0.0,2120.0,960.0,74344.0,46.0,0.0,5796.0,1522.0,159.0,161304.0,730.0,0.0,0.0,0.182771
92,nanoxml,4_6,10,0.05,4.0,0.0,5832.0,1844.0,8.0,44436.0,306.0,216.0,306.0,960.0,61446.0,0.0,0.0,0.0,0.0,6080.0,1350.0,169.0,166316.0,860.0,740.0,0.0,0.0,0.0,2120.0,960.0,81751.0,46.0,0.0,5788.0,2208.0,159.0,160664.0,652.0,0.0,0.0,0.182771
93,nanoxml,4_7,1,0.05,4.0,0.0,5900.0,2346.0,8.0,44488.0,387.0,271.0,306.0,960.0,74964.0,594.0,960.0,90622.0,0.0,5792.0,3053.0,171.0,166208.0,808.0,694.0,5012.0,1908.0,110101.0,2126.0,960.0,94998.0,46.0,0.0,5836.0,6458.0,161.0,160240.0,807.0,689.0,0.0,0.234614
94,nanoxml,4_7,5,0.05,4.0,0.0,5860.0,5124.0,8.0,44484.0,953.0,760.0,306.0,960.0,97051.0,0.0,0.0,0.0,0.0,5788.0,3433.0,171.0,166744.0,830.0,732.0,0.0,0.0,0.0,2126.0,960.0,103610.0,46.0,0.0,5884.0,3102.0,161.0,161396.0,1791.0,0.0,0.0,0.182771
95,nanoxml,4_7,10,0.05,4.0,0.0,5824.0,2408.0,8.0,44848.0,440.0,261.0,306.0,960.0,89366.0,0.0,0.0,0.0,0.0,5828.0,3707.0,171.0,166008.0,1056.0,954.0,0.0,0.0,0.0,2126.0,960.0,80063.0,46.0,0.0,5856.0,2499.0,161.0,160788.0,653.0,0.0,0.0,0.182771
96,sed,2_1,1,0.05,7.0,0.0,5812.0,1693.0,1552.0,727724.0,4026.0,3880.0,107964.0,39736.0,8216.0,155.0,1468.0,2999.0,0.0,5828.0,2812.0,2346.0,1674280.0,31492.0,31230.0,1099856.0,409068.0,61894.0,34902.0,13084.0,4897.0,9.0,0.0,5812.0,2780.0,2060.0,1115736.0,4978.0,4814.0,0.0,0.449187
97,sed,2_1,5,0.05,7.0,0.0,5856.0,2108.0,1552.0,725888.0,4259.0,4079.0,107964.0,39736.0,11424.0,0.0,0.0,0.0,0.0,5820.0,5579.0,2346.0,1690364.0,29253.0,29036.0,0.0,0.0,0.0,34902.0,13084.0,5278.0,9.0,0.0,5856.0,1848.0,2059.0,1114944.0,5231.0,0.0,0.0,0.431171
98,sed,2_1,10,0.05,7.0,0.0,5852.0,4007.0,1553.0,727644.0,3780.0,3623.0,107964.0,39736.0,8196.0,0.0,0.0,0.0,0.0,5872.0,2748.0,2346.0,1728372.0,33480.0,33160.0,0.0,0.0,0.0,34902.0,13084.0,5296.0,9.0,0.0,5836.0,1484.0,2061.0,1116632.0,4740.0,0.0,0.0,0.412737
99,sed,3_1,1,0.05,11.0,0.0,5828.0,10867.0,23.0,178304.0,1150.0,1020.0,26376.0,10180.0,4787.0,97.0,1468.0,4019.0,0.0,5932.0,2698.0,29.0,1545768.0,14513.0,14249.0,490644.0,180104.0,37839.0,0.0,4.0,0.0,11.0,0.0,5820.0,4138.0,23.0,178936.0,1258.0,1097.0,0.0,0.08824
100,sed,3_1,5,0.05,11.0,0.0,5888.0,1674.0,23.0,178188.0,1340.0,1149.0,26376.0,10180.0,6809.0,0.0,0.0,0.0,0.0,5832.0,2777.0,29.0,1244608.0,36710.0,36371.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,5840.0,1868.0,23.0,178172.0,1215.0,0.0,0.0,0.000155
101,sed,3_1,10,0.05,11.0,0.0,5780.0,1275.0,23.0,178072.0,1166.0,1045.0,26376.0,10180.0,4968.0,0.0,0.0,0.0,0.0,5856.0,1959.0,29.0,1544984.0,13739.0,13458.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,5804.0,2700.0,23.0,179112.0,1069.0,0.0,0.0,0.000155
102,sed,3_2,1,0.05,8.0,0.0,5896.0,1444.0,241.0,167380.0,973.0,855.0,17804.0,7276.0,4340.0,97.0,1468.0,3916.0,0.0,5792.0,6175.0,2189.0,1574536.0,16793.0,16485.0,490644.0,180064.0,37276.0,180008.0,65356.0,11459.0,30.0,0.0,5848.0,1446.0,1075.0,1137796.0,5718.0,5512.0,0.0,0.05568
103,sed,3_2,5,0.05,8.0,0.0,5832.0,2432.0,241.0,168560.0,1039.0,936.0,17804.0,7276.0,4979.0,0.0,0.0,0.0,0.0,5840.0,4495.0,2189.0,1573056.0,17165.0,16946.0,0.0,0.0,0.0,375226.0,138756.0,33879.0,54.0,0.0,5852.0,1920.0,2158.0,1538336.0,15911.0,15665.0,0.0,0.016781
104,sed,3_2,10,0.05,8.0,0.0,5832.0,1928.0,241.0,167780.0,955.0,862.0,17804.0,7276.0,4074.0,0.0,0.0,0.0,0.0,5848.0,3206.0,2189.0,1574360.0,17793.0,17535.0,0.0,0.0,0.0,375226.0,138756.0,33267.0,54.0,0.0,5852.0,2777.0,2159.0,1545968.0,26310.0,0.0,0.0,0.00825
105,space,10_-,1,0.05,9.0,0.0,5856.0,1505.0,300.0,459856.0,1663.0,1506.0,5800.0,10028.0,8926.0,136.0,5040.0,7399.0,0.0,5824.0,60567.0,4302.0,1983024.0,82008.0,81764.0,459134.0,569408.0,72559.0,175456.0,223936.0,37111.0,60.0,0.0,5864.0,49617.0,3488.0,1674204.0,42665.0,42438.0,0.0,0.494798
106,space,10_-,5,0.05,9.0,0.0,5916.0,2450.0,300.0,460108.0,1546.0,1412.0,5800.0,10028.0,8744.0,0.0,0.0,0.0,0.0,5844.0,63085.0,4302.0,1953000.0,103767.0,103473.0,0.0,0.0,0.0,175456.0,223936.0,37531.0,60.0,0.0,5868.0,50563.0,3484.0,1703164.0,43602.0,0.0,0.0,0.487138
107,space,10_-,10,0.05,9.0,0.0,5788.0,1861.0,300.0,459904.0,1573.0,1437.0,5800.0,10028.0,8680.0,0.0,0.0,0.0,0.0,5792.0,57389.0,4302.0,1926788.0,96229.0,95965.0,0.0,0.0,0.0,175456.0,223936.0,36854.0,60.0,0.0,5828.0,46483.0,3484.0,1707668.0,43005.0,0.0,0.0,0.480081
108,space,11_-,1,0.05,10.0,0.0,5832.0,1317.0,510.0,714880.0,2634.0,2446.0,9550.0,15012.0,13508.0,136.0,5032.0,8550.0,0.0,5852.0,46747.0,6988.0,1973580.0,189716.0,189330.0,459134.0,569400.0,76113.0,153008.0,195008.0,41633.0,58.0,0.0,5812.0,46339.0,4426.0,1675760.0,60940.0,60699.0,0.0,0.475177
109,space,11_-,5,0.05,10.0,0.0,5824.0,1954.0,510.0,712680.0,2642.0,2450.0,9550.0,15012.0,10506.0,0.0,0.0,0.0,0.0,5796.0,43975.0,6988.0,2010600.0,183599.0,183317.0,0.0,0.0,0.0,153008.0,195012.0,39394.0,58.0,0.0,5840.0,47840.0,4433.0,1687092.0,70189.0,0.0,0.0,0.469235
110,space,11_-,10,0.05,10.0,0.0,5824.0,4212.0,510.0,714080.0,2638.0,2437.0,9550.0,15016.0,10304.0,0.0,0.0,0.0,0.0,5784.0,43100.0,6988.0,1959296.0,167951.0,167637.0,0.0,0.0,0.0,153008.0,195012.0,39063.0,58.0,0.0,5788.0,50639.0,4425.0,1686056.0,60381.0,0.0,0.0,0.458259
111,space,12_-,1,0.05,10.0,0.0,5804.0,1745.0,303.0,460892.0,1552.0,1426.0,5372.0,10028.0,9190.0,136.0,5036.0,8540.0,0.0,5884.0,116692.0,5186.0,1962212.0,98821.0,98565.0,459134.0,569404.0,73838.0,192652.0,244516.0,39998.0,69.0,0.0,5784.0,78325.0,4278.0,1758968.0,64727.0,64257.00000000001,0.0,0.098959
112,space,12_-,5,0.05,10.0,0.0,5880.0,1582.0,303.0,460752.0,1835.0,1607.0,5372.0,10028.0,9065.0,0.0,0.0,0.0,0.0,5824.0,113148.0,5186.0,1934192.0,102555.0,102302.0,0.0,0.0,0.0,192652.0,244516.0,40343.0,69.0,0.0,5824.0,83216.0,4278.0,1728816.0,65748.0,0.0,0.0,0.091701
113,space,12_-,10,0.05,10.0,0.0,5880.0,1498.0,303.0,460772.0,1686.0,1522.0,5372.0,10024.0,9733.0,0.0,0.0,0.0,0.0,5824.0,121039.0,5186.0,1934540.0,105564.0,105282.0,0.0,0.0,0.0,196188.0,249020.0,41732.0,70.0,0.0,5832.0,85170.0,4345.0,1707200.0,65061.0,64813.0,0.0,0.085253
114,space,13_-,1,0.05,6.0,0.0,5840.0,3370.0,104.0,194208.0,1092.0,987.0,5358.0,10036.0,9131.0,136.0,5044.0,8334.0,0.0,5868.0,53299.0,5323.0,1934284.0,124672.0,124333.0,459134.0,569412.0,72476.0,179342.0,228904.0,38996.0,59.0,0.0,5788.0,38642.0,3490.0,1671284.0,49381.0,49170.0,0.0,0.259147
115,space,13_-,5,0.05,6.0,0.0,5792.0,1421.0,104.0,194300.0,1226.0,1104.0,5358.0,10036.0,9295.0,0.0,0.0,0.0,0.0,5856.0,51178.0,5323.0,1935872.0,117671.0,117401.0,0.0,0.0,0.0,208436.0,263972.0,43329.0,68.0,0.0,5812.0,46240.0,4190.0,1718912.0,66977.0,66692.0,0.0,0.161008
116,space,13_-,10,0.05,6.0,0.0,5864.0,2039.0,104.0,195120.0,1169.0,1068.0,5358.0,10036.0,9616.0,0.0,0.0,0.0,0.0,5828.0,54602.0,5323.0,1934976.0,117855.0,117602.0,0.0,0.0,0.0,208436.0,263972.0,41990.0,68.0,0.0,5828.0,46042.0,4195.0,1718644.0,61381.0,0.0,0.0,0.14898
117,space,14_-,1,0.05,6.0,0.0,5824.0,5072.0,99.0,306488.0,1490.0,1364.0,7466.0,10040.0,10858.0,136.0,5048.0,7724.0,0.0,5840.0,16271.0,2836.0,1935584.0,68043.0,67755.0,458282.0,569052.0,76709.0,118894.0,154508.0,28822.0,42.0,0.0,5844.0,13578.0,2200.0,1577204.0,26581.0,26274.0,0.0,0.695737
118,space,14_-,5,0.05,6.0,0.0,5868.0,2258.0,99.0,306472.0,1485.0,1350.0,7466.0,10036.0,9208.0,0.0,0.0,0.0,0.0,5860.0,21064.0,2836.0,1882416.0,66809.0,66537.0,0.0,0.0,0.0,118894.0,154508.0,30474.0,42.0,0.0,5860.0,15054.0,2204.0,1574844.0,28859.0,0.0,0.0,0.665725
119,space,14_-,10,0.05,6.0,0.0,5840.0,1581.0,99.0,305756.0,1521.0,1386.0,7466.0,10040.0,10901.0,0.0,0.0,0.0,0.0,5864.0,16809.0,2836.0,1927248.0,71802.0,71471.0,0.0,0.0,0.0,118894.0,154508.0,30430.0,42.0,0.0,5820.0,15077.0,2201.0,1578016.0,26485.0,0.0,0.0,0.592541
120,space,15_-,1,0.05,7.0,0.0,5852.0,1520.0,140.0,303688.0,1366.0,1217.0,6554.0,10028.0,8972.0,136.0,5036.0,7716.0,0.0,5804.0,18417.0,3109.0,1891232.0,71936.0,71664.0,458282.0,569040.0,75514.0,123954.0,159788.0,30326.0,45.0,0.0,5864.0,14659.0,2365.0,1593196.0,28266.0,28065.0,0.0,0.966977
121,space,15_-,5,0.05,7.0,0.0,5792.0,1494.0,140.0,304984.0,1348.0,1217.0,6554.0,10028.0,9058.0,0.0,0.0,0.0,0.0,5848.0,16887.0,3109.0,1887336.0,67531.0,67312.0,0.0,0.0,0.0,123954.0,159788.0,29831.0,45.0,0.0,5800.0,14740.0,2355.0,1599788.0,28064.0,0.0,0.0,0.92646
122,space,15_-,10,0.05,7.0,0.0,5788.0,1701.0,140.0,304392.0,1410.0,1250.0,6554.0,10028.0,9700.0,0.0,0.0,0.0,0.0,5788.0,17598.0,3109.0,1887852.0,66696.0,66468.0,0.0,0.0,0.0,123954.0,159788.0,30601.0,45.0,0.0,5812.0,14998.0,2362.0,1599936.0,29062.0,0.0,0.0,0.88907
123,space,16_-,1,0.05,6.0,0.0,5816.0,1851.0,156.0,306540.0,1673.0,1523.0,9126.0,15024.0,11045.0,136.0,5040.0,7682.0,0.0,5872.0,53427.0,5782.0,1930936.0,134356.0,134064.0,459134.0,569408.0,80346.0,178958.0,226780.0,39876.0,61.0,0.0,5784.0,51002.0,3430.0,1679832.0,52147.0,51912.0,0.0,0.496112
124,space,16_-,5,0.05,6.0,0.0,5832.0,2949.0,156.0,306588.0,1945.0,1750.0,9126.0,15020.0,12711.0,0.0,0.0,0.0,0.0,5880.0,53831.0,5782.0,1931404.0,150614.0,150284.0,0.0,0.0,0.0,184984.0,234632.0,42487.0,63.0,0.0,5820.0,49093.0,3487.0,1684436.0,55378.0,55135.0,0.0,0.424054
125,space,16_-,10,0.05,6.0,0.0,5828.0,1760.0,156.0,307284.0,2483.0,2252.0,9126.0,15020.0,10375.0,0.0,0.0,0.0,0.0,5868.0,55599.0,5782.0,1924780.0,156079.0,155082.0,0.0,0.0,0.0,185298.0,234812.0,43665.0,64.0,0.0,5820.0,47149.0,3497.0,1686588.0,54263.0,54031.0,0.0,0.355973
126,space,17_-,1,0.05,13.0,0.0,5824.0,2877.0,617.0,728004.0,2759.0,2562.0,6596.0,10032.0,9561.0,136.0,5040.0,7679.0,0.0,5868.0,67231.0,8175.0,1974452.0,162722.0,162475.0,459134.0,569408.0,78670.0,174488.0,221128.0,37529.0,61.0,0.0,5816.0,51098.0,3841.0,1664296.0,50082.0,49853.0,0.0,0.293518
127,space,17_-,5,0.05,13.0,0.0,5808.0,2171.0,619.0,724276.0,2570.0,2419.0,6596.0,10028.0,9232.0,0.0,0.0,0.0,0.0,5832.0,68556.0,8175.0,2004028.0,166800.0,166504.0,0.0,0.0,0.0,174488.0,221128.0,38294.0,61.0,0.0,5956.0,52968.0,3847.0,1663460.0,55106.0,0.0,0.0,0.287557
128,space,17_-,10,0.05,13.0,0.0,5788.0,3699.0,618.0,724804.0,2564.0,2393.0,6596.0,10032.0,9373.0,0.0,0.0,0.0,0.0,5796.0,66989.0,8175.0,1952912.0,157378.0,157067.0,0.0,0.0,0.0,174488.0,221128.0,37327.0,64.0,0.0,5848.0,61802.0,4349.0,1688440.0,57109.0,56896.0,0.0,0.279011
129,space,18_-,1,0.05,10.0,0.0,5788.0,1410.0,303.0,460804.0,1602.0,1448.0,5372.0,10024.0,8208.0,136.0,5036.0,7835.0,0.0,5852.0,98705.0,5194.0,1977940.0,89566.0,89311.0,459134.0,569404.0,72962.0,192652.0,244512.0,39831.0,69.0,0.0,5840.0,70701.0,4273.0,1702660.0,53549.0,53321.0,0.0,0.098959
130,space,18_-,5,0.05,10.0,0.0,5836.0,1893.0,303.0,461160.0,1552.0,1417.0,5372.0,10024.0,8914.0,0.0,0.0,0.0,0.0,5836.0,98128.0,5194.0,1935340.0,86869.0,86649.0,0.0,0.0,0.0,192652.0,244512.0,40649.0,69.0,0.0,5824.0,66451.0,4272.0,1759572.0,55443.0,0.0,0.0,0.091701
131,space,18_-,10,0.05,10.0,0.0,5860.0,1632.0,303.0,461012.0,1498.0,1375.0,5372.0,10024.0,8466.0,0.0,0.0,0.0,0.0,5916.0,103555.0,5194.0,1937668.0,89772.0,89542.0,0.0,0.0,0.0,196188.0,249020.0,41721.0,70.0,0.0,5788.0,79701.0,4346.0,1704704.0,57917.0,57707.0,0.0,0.085253
132,space,19_-,1,0.05,9.0,0.0,5792.0,4411.0,279.0,462456.0,1760.0,1628.0,7304.0,10032.0,9845.0,136.0,5040.0,8656.0,0.0,5796.0,84709.0,8600.0,1989056.0,177690.0,177462.0,459136.0,569400.0,72278.0,153008.0,195020.0,36937.0,57.0,0.0,5844.0,47344.0,3457.0,1682376.0,45629.0,45421.0,0.0,0.399591
133,space,19_-,5,0.05,9.0,0.0,5836.0,1998.0,279.0,462812.0,1811.0,1676.0,7304.0,10032.0,9536.0,0.0,0.0,0.0,0.0,5836.0,82522.0,8600.0,1970516.0,170715.0,170408.0,0.0,0.0,0.0,153008.0,195020.0,34863.0,57.0,0.0,5808.0,46645.0,3457.0,1681076.0,43600.0,0.0,0.0,0.390317
134,space,19_-,10,0.05,9.0,0.0,5868.0,1733.0,279.0,462804.0,1776.0,1644.0,7304.0,10032.0,9671.0,0.0,0.0,0.0,0.0,5816.0,79638.0,8600.0,1967808.0,166513.0,166264.0,0.0,0.0,0.0,153008.0,195020.0,34110.0,57.0,0.0,5820.0,51023.0,3463.0,1679584.0,46309.0,0.0,0.0,0.375577
135,space,22_-,1,0.05,1.0,0.0,5816.0,2570.0,587.0,292208.0,1370.0,1238.0,7272.0,10032.0,9092.0,136.0,5040.0,16163.0,0.0,5832.0,59084.0,4791.0,1940588.0,109572.0,109266.0,457266.0,568468.0,76003.0,224784.0,284040.0,47027.0,62.0,0.0,5828.0,56691.0,4175.0,1746540.0,67719.0,67475.0,0.0,0.18449
