nanoxml,4_6,1,start
nanoxml,4_6,1,coarse-grained.profile.time,73246
nanoxml,4_6,1,coarse-grained.profile.size,960
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v4/subv6/coarse-grained/output.sites
nanoxml,4_6,1,coarse-grained.profile.number,594
nanoxml,4_6,1,fine-grained.profile.time,84699
nanoxml,4_6,1,fine-grained.profile.size,1908
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v4/subv6/fine-grained/output.sites
nanoxml,4_6,1,fine-grained.profile.number,5006
nanoxml,4_6,1,fine-grained.preprocess.size,166568
nanoxml,4_6,1,fine-grained.preprocess.time,828
nanoxml,4_6,1,fine-grained.preprocess.number,169 
nanoxml,4_6,1,fine-grained.preprocess.time_p,709.0
nanoxml,4_6,1,fine-grained.mine.size,5792
nanoxml,4_6,1,fine-grained.mine.time,1644
nanoxml,4_6,1,boost,0.05
nanoxml,4_6,1,boost.functions.count,4
nanoxml,4_6,1,boost.includes,-sampler-include-method=-net.n3.nanoxml.CDATAReader--int-read-char[],int,int-- -sampler-include-method=-net.n3.nanoxml.CDATAReader--void-close--- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processCDATA--- -sampler-include-method=-net.n3.nanoxml.XMLUtil--char-processCharLiteral-java.lang.String--
nanoxml,4_6,1,boost.preprocess.size,44600
nanoxml,4_6,1,boost.preprocess.time,343
nanoxml,4_6,1,boost.preprocess.number,8 
nanoxml,4_6,1,boost.preprocess.time_p,238.0
nanoxml,4_6,1,boost.mine.size,5792
nanoxml,4_6,1,boost.mine.time,2354
nanoxml,4_6,1,theta,0.234614
nanoxml,4_6,1,prune.functions.count,46
