nanoxml,4_4,10,start
nanoxml,4_4,10,fine-grained.preprocess.size,165828
nanoxml,4_4,10,fine-grained.preprocess.time,849
nanoxml,4_4,10,fine-grained.preprocess.number,173 
nanoxml,4_4,10,fine-grained.preprocess.time_p,727.0
nanoxml,4_4,10,fine-grained.mine.size,5964
nanoxml,4_4,10,fine-grained.mine.time,3890
nanoxml,4_4,10,boost,0.05
nanoxml,4_4,10,boost.functions.count,3
nanoxml,4_4,10,boost.includes,-sampler-include-method=-net.n3.nanoxml.CDATAReader--int-read-char[],int,int-- -sampler-include-method=-net.n3.nanoxml.CDATAReader--void-close--- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processCDATA---
nanoxml,4_4,10,boost.preprocess.size,41156
nanoxml,4_4,10,boost.preprocess.time,302
nanoxml,4_4,10,boost.preprocess.number,4 
nanoxml,4_4,10,boost.preprocess.time_p,197.0
nanoxml,4_4,10,boost.mine.size,5844
nanoxml,4_4,10,boost.mine.time,2392
nanoxml,4_4,10,theta,0.254730
nanoxml,4_4,10,prune.functions.count,46
