nanoxml,3_7,1,start
nanoxml,3_7,1,coarse-grained.profile.time,93684
nanoxml,3_7,1,coarse-grained.profile.size,960
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v3/subv7/coarse-grained/output.sites
nanoxml,3_7,1,coarse-grained.profile.number,577
nanoxml,3_7,1,fine-grained.profile.time,163872
nanoxml,3_7,1,fine-grained.profile.size,2856
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v3/subv7/fine-grained/output.sites
nanoxml,3_7,1,fine-grained.profile.number,6050
nanoxml,3_7,1,fine-grained.preprocess.size,165632
nanoxml,3_7,1,fine-grained.preprocess.time,826
nanoxml,3_7,1,fine-grained.preprocess.number,166 
nanoxml,3_7,1,fine-grained.preprocess.time_p,685.0
nanoxml,3_7,1,fine-grained.mine.size,5848
nanoxml,3_7,1,fine-grained.mine.time,6107
nanoxml,3_7,1,boost,0.05
nanoxml,3_7,1,boost.functions.count,10
nanoxml,3_7,1,boost.includes,-sampler-include-method=-Parser1_vw_v1--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-parseDTD-java.lang.String,net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver,boolean-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processAttList-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processElement-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processEntity-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processDocType--- -sampler-include-method=-net.n3.nanoxml.XMLElement--net.n3.nanoxml.XMLAttribute-findAttribute-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLElement--void-setAttribute-java.lang.String,java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipComment-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipTag-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver--
nanoxml,3_7,1,boost.preprocess.size,58320
nanoxml,3_7,1,boost.preprocess.time,357
nanoxml,3_7,1,boost.preprocess.number,22 
nanoxml,3_7,1,boost.preprocess.time_p,256.0
nanoxml,3_7,1,boost.mine.size,5836
nanoxml,3_7,1,boost.mine.time,1849
nanoxml,3_7,1,theta,0.252263
nanoxml,3_7,1,prune.functions.count,43
