nanoxml,3_2,1,start
nanoxml,3_2,1,coarse-grained.profile.time,89330
nanoxml,3_2,1,coarse-grained.profile.size,960
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v3/subv2/coarse-grained/output.sites
nanoxml,3_2,1,coarse-grained.profile.number,577
nanoxml,3_2,1,fine-grained.profile.time,110061
nanoxml,3_2,1,fine-grained.profile.size,2856
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v3/subv2/fine-grained/output.sites
nanoxml,3_2,1,fine-grained.profile.number,6050
nanoxml,3_2,1,fine-grained.preprocess.size,166020
nanoxml,3_2,1,fine-grained.preprocess.time,1062
nanoxml,3_2,1,fine-grained.preprocess.number,162 
nanoxml,3_2,1,fine-grained.preprocess.time_p,950.0
nanoxml,3_2,1,fine-grained.mine.size,5820
nanoxml,3_2,1,fine-grained.mine.time,4107
nanoxml,3_2,1,boost,0.05
nanoxml,3_2,1,boost.functions.count,10
nanoxml,3_2,1,boost.includes,-sampler-include-method=-Parser1_vw_v1--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-parseDTD-java.lang.String,net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver,boolean-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processAttList-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processElement-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processEntity-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processDocType--- -sampler-include-method=-net.n3.nanoxml.XMLElement--net.n3.nanoxml.XMLAttribute-findAttribute-java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLElement--void-setAttribute-java.lang.String,java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipComment-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.IXMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipTag-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.IXMLEntityResolver--
nanoxml,3_2,1,boost.preprocess.size,58264
nanoxml,3_2,1,boost.preprocess.time,382
nanoxml,3_2,1,boost.preprocess.number,17 
nanoxml,3_2,1,boost.preprocess.time_p,284.0
nanoxml,3_2,1,boost.mine.size,5840
nanoxml,3_2,1,boost.mine.time,4998
nanoxml,3_2,1,theta,0.210470
nanoxml,3_2,1,prune.functions.count,43
