space,4_-,5,start
space,4_-,5,fine-grained.preprocess.size,1917208
space,4_-,5,fine-grained.preprocess.time,57419
space,4_-,5,fine-grained.preprocess.number,1958 
space,4_-,5,fine-grained.preprocess.time_p,57201.0
space,4_-,5,fine-grained.mine.size,5816
space,4_-,5,fine-grained.mine.time,5636
space,4_-,5,boost,0.05
space,4_-,5,boost.functions.count,7
space,4_-,5,boost.includes,-sampler-include-method=Get1Real -sampler-include-method=adddef -sampler-include-method=grgeodef -sampler-include-method=lenunit -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=recspec
space,4_-,5,boost.preprocess.size,196396
space,4_-,5,boost.preprocess.time,1261
space,4_-,5,boost.preprocess.number,60 
space,4_-,5,boost.preprocess.time_p,1151.0
space,4_-,5,boost.mine.size,5780
space,4_-,5,boost.mine.time,2574
space,4_-,5,theta,0.590497
space,4_-,5,prune.functions.count,32
space,4_-,5,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=greldef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit
space,4_-,5,prune.preprocess.size,1525856
space,4_-,5,prune.preprocess.time,18174
space,4_-,5,prune.preprocess.number,1637 
space,4_-,5,prune.preprocess.time_p,17909.0
space,4_-,5,prune.mine.size,6000
space,4_-,5,prune.mine.time,3250
space,4_-,5,boost.profile.time,7966
space,4_-,5,boost.profile.size,15020
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v4/v4_b.sites
space,4_-,5,boost.profile.number,8034
space,4_-,5,prune-minus-boost.profile.time,25542
space,4_-,5,prune-minus-boost.profile.size,104684
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v4/v4_pmb.sites
space,4_-,5,prune-minus-boost.profile.number,78264
space,4_-,5,end
