space,19_-,10,start
space,19_-,10,fine-grained.preprocess.size,1967808
space,19_-,10,fine-grained.preprocess.time,166513
space,19_-,10,fine-grained.preprocess.number,8600 
space,19_-,10,fine-grained.preprocess.time_p,166264.0
space,19_-,10,fine-grained.mine.size,5816
space,19_-,10,fine-grained.mine.time,79638
space,19_-,10,boost,0.05
space,19_-,10,boost.functions.count,9
space,19_-,10,boost.includes,-sampler-include-method=addscan -sampler-include-method=circpol -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=grwrite -sampler-include-method=linpol -sampler-include-method=simamp -sampler-include-method=simpha -sampler-include-method=simpol
space,19_-,10,boost.preprocess.size,462804
space,19_-,10,boost.preprocess.time,1776
space,19_-,10,boost.preprocess.number,279 
space,19_-,10,boost.preprocess.time_p,1644.0
space,19_-,10,boost.mine.size,5868
space,19_-,10,boost.mine.time,1733
space,19_-,10,theta,0.375577
space,19_-,10,prune.functions.count,57
space,19_-,10,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=circpol -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=linpol -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,19_-,10,prune.preprocess.size,1679584
space,19_-,10,prune.preprocess.time,46309
space,19_-,10,prune.preprocess.number,3463 
space,19_-,10,prune.preprocess.time_p,46085.0
space,19_-,10,prune.mine.size,5820
space,19_-,10,prune.mine.time,51023
space,19_-,10,boost.profile.time,9671
space,19_-,10,boost.profile.size,10032
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v19/v19_b.sites
space,19_-,10,boost.profile.number,7304
space,19_-,10,prune-minus-boost.profile.time,34110
space,19_-,10,prune-minus-boost.profile.size,195020
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v19/v19_pmb.sites
space,19_-,10,prune-minus-boost.profile.number,153008
space,19_-,10,end
