space,5_-,5,start
space,5_-,5,fine-grained.preprocess.size,1805772
space,5_-,5,fine-grained.preprocess.time,44236
space,5_-,5,fine-grained.preprocess.number,1437 
space,5_-,5,fine-grained.preprocess.time_p,43952.0
space,5_-,5,fine-grained.mine.size,5884
space,5_-,5,fine-grained.mine.time,4212
space,5_-,5,boost,0.05
space,5_-,5,boost.functions.count,8
space,5_-,5,boost.includes,-sampler-include-method=GetReal -sampler-include-method=GetUReal -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=greldef -sampler-include-method=griddef1 -sampler-include-method=parserro -sampler-include-method=squgrdef
space,5_-,5,boost.preprocess.size,311524
space,5_-,5,boost.preprocess.time,1667
space,5_-,5,boost.preprocess.number,211 
space,5_-,5,boost.preprocess.time_p,1505.0
space,5_-,5,boost.mine.size,5788
space,5_-,5,boost.mine.time,1712
space,5_-,5,theta,0.774019
space,5_-,5,prune.functions.count,23
space,5_-,5,prune.includes,-sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=GetUReal -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=greldef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=squgrdef -sampler-include-method=unaminit
space,5_-,5,prune.preprocess.size,1485212
space,5_-,5,prune.preprocess.time,12079
space,5_-,5,prune.preprocess.number,1266 
space,5_-,5,prune.preprocess.time_p,11790.0
space,5_-,5,prune.mine.size,5856
space,5_-,5,prune.mine.time,4935
space,5_-,5,boost.profile.time,9727
space,5_-,5,boost.profile.size,10024
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v5/v5_b.sites
space,5_-,5,boost.profile.number,7330
space,5_-,5,prune-minus-boost.profile.time,17720
space,5_-,5,prune-minus-boost.profile.size,54932
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v5/v5_pmb.sites
space,5_-,5,prune-minus-boost.profile.number,38996
space,5_-,5,end
