space,16_-,10,start
space,16_-,10,fine-grained.preprocess.size,1924780
space,16_-,10,fine-grained.preprocess.time,156079
space,16_-,10,fine-grained.preprocess.number,5782 
space,16_-,10,fine-grained.preprocess.time_p,155082.0
space,16_-,10,fine-grained.mine.size,5868
space,16_-,10,fine-grained.mine.time,55599
space,16_-,10,boost,0.05
space,16_-,10,boost.functions.count,6
space,16_-,10,boost.includes,-sampler-include-method=anglerot -sampler-include-method=secorpha -sampler-include-method=serotdir -sampler-include-method=serotpar -sampler-include-method=serotpha -sampler-include-method=sgrphasr
space,16_-,10,boost.preprocess.size,307284
space,16_-,10,boost.preprocess.time,2483
space,16_-,10,boost.preprocess.number,156 
space,16_-,10,boost.preprocess.time_p,2252.0
space,16_-,10,boost.mine.size,5828
space,16_-,10,boost.mine.time,1760
space,16_-,10,theta,0.355973
space,16_-,10,prune.functions.count,64
space,16_-,10,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=anglerot -sampler-include-method=blockdef -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recgrdef -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=secorpha -sampler-include-method=serotdir -sampler-include-method=serotpar -sampler-include-method=serotpha -sampler-include-method=sgrampun -sampler-include-method=sgrphasr -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,16_-,10,prune.preprocess.size,1686588
space,16_-,10,prune.preprocess.time,54263
space,16_-,10,prune.preprocess.number,3497 
space,16_-,10,prune.preprocess.time_p,54031.0
space,16_-,10,prune.mine.size,5820
space,16_-,10,prune.mine.time,47149
space,16_-,10,boost.profile.time,10375
space,16_-,10,boost.profile.size,15020
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v16/v16_b.sites
space,16_-,10,boost.profile.number,9126
space,16_-,10,prune-minus-boost.profile.time,43665
space,16_-,10,prune-minus-boost.profile.size,234812
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v16/v16_pmb.sites
space,16_-,10,prune-minus-boost.profile.number,185298
space,16_-,10,end
