space,13_-,10,start
space,13_-,10,fine-grained.preprocess.size,1934976
space,13_-,10,fine-grained.preprocess.time,117855
space,13_-,10,fine-grained.preprocess.number,5323 
space,13_-,10,fine-grained.preprocess.time_p,117602.0
space,13_-,10,fine-grained.mine.size,5828
space,13_-,10,fine-grained.mine.time,54602
space,13_-,10,boost,0.05
space,13_-,10,boost.functions.count,6
space,13_-,10,boost.includes,-sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=doubstep -sampler-include-method=hexgrdef -sampler-include-method=trigrdef -sampler-include-method=versdef
space,13_-,10,boost.preprocess.size,195120
space,13_-,10,boost.preprocess.time,1169
space,13_-,10,boost.preprocess.number,104 
space,13_-,10,boost.preprocess.time_p,1068.0
space,13_-,10,boost.mine.size,5864
space,13_-,10,boost.mine.time,2039
space,13_-,10,theta,0.148980
space,13_-,10,prune.functions.count,68
space,13_-,10,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=angunit -sampler-include-method=angval -sampler-include-method=blockdef -sampler-include-method=circspec -sampler-include-method=doubstep -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=hexgrdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recgrdef -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=secorpha -sampler-include-method=sgrampun -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=trigrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha -sampler-include-method=versdef
space,13_-,10,prune.preprocess.size,1718644
space,13_-,10,prune.preprocess.time,61381
space,13_-,10,prune.preprocess.number,4195 
space,13_-,10,prune.preprocess.time_p,61147.0
space,13_-,10,prune.mine.size,5828
space,13_-,10,prune.mine.time,46042
space,13_-,10,boost.profile.time,9616
space,13_-,10,boost.profile.size,10036
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v13/v13_b.sites
space,13_-,10,boost.profile.number,5358
space,13_-,10,prune-minus-boost.profile.time,41990
space,13_-,10,prune-minus-boost.profile.size,263972
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v13/v13_pmb.sites
space,13_-,10,prune-minus-boost.profile.number,208436
space,13_-,10,end
