space,15_-,5,start
space,15_-,5,fine-grained.preprocess.size,1887336
space,15_-,5,fine-grained.preprocess.time,67531
space,15_-,5,fine-grained.preprocess.number,3109 
space,15_-,5,fine-grained.preprocess.time_p,67312.0
space,15_-,5,fine-grained.mine.size,5848
space,15_-,5,fine-grained.mine.time,16887
space,15_-,5,boost,0.05
space,15_-,5,boost.functions.count,7
space,15_-,5,boost.includes,-sampler-include-method=angval -sampler-include-method=grampexc -sampler-include-method=grexcdef -sampler-include-method=grphaexc -sampler-include-method=parserro -sampler-include-method=unifamp -sampler-include-method=unifpha
space,15_-,5,boost.preprocess.size,304984
space,15_-,5,boost.preprocess.time,1348
space,15_-,5,boost.preprocess.number,140 
space,15_-,5,boost.preprocess.time_p,1217.0
space,15_-,5,boost.mine.size,5792
space,15_-,5,boost.mine.time,1494
space,15_-,5,theta,0.926460
space,15_-,5,prune.functions.count,45
space,15_-,5,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=angval -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,15_-,5,prune.preprocess.size,1599788
space,15_-,5,prune.preprocess.time,28064
space,15_-,5,prune.preprocess.number,2355 
space,15_-,5,prune.preprocess.time_p,27834.0
space,15_-,5,prune.mine.size,5800
space,15_-,5,prune.mine.time,14740
space,15_-,5,boost.profile.time,9058
space,15_-,5,boost.profile.size,10028
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v15/v15_b.sites
space,15_-,5,boost.profile.number,6554
space,15_-,5,prune-minus-boost.profile.time,29831
space,15_-,5,prune-minus-boost.profile.size,159788
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v15/v15_pmb.sites
space,15_-,5,prune-minus-boost.profile.number,123954
space,15_-,5,end
