nanoxml,1_7,1,start
nanoxml,1_7,1,coarse-grained.profile.time,64472
nanoxml,1_7,1,coarse-grained.profile.size,952
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v1/subv7/coarse-grained/output.sites
nanoxml,1_7,1,coarse-grained.profile.number,494
nanoxml,1_7,1,fine-grained.profile.time,73685
nanoxml,1_7,1,fine-grained.profile.size,1892
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v1/subv7/fine-grained/output.sites
nanoxml,1_7,1,fine-grained.profile.number,4236
nanoxml,1_7,1,fine-grained.preprocess.size,161632
nanoxml,1_7,1,fine-grained.preprocess.time,701
nanoxml,1_7,1,fine-grained.preprocess.number,154 
nanoxml,1_7,1,fine-grained.preprocess.time_p,584.0
nanoxml,1_7,1,fine-grained.mine.size,5856
nanoxml,1_7,1,fine-grained.mine.time,1940
nanoxml,1_7,1,boost,0.05
nanoxml,1_7,1,boost.functions.count,6
nanoxml,1_7,1,boost.includes,-sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processCDATA--- -sampler-include-method=-net.n3.nanoxml.XMLElement--boolean-hasChildren--- -sampler-include-method=-net.n3.nanoxml.XMLEntityResolver--java.io.Reader-getEntity-net.n3.nanoxml.IXMLReader,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--java.io.Reader-scanEntity-boolean[],net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.XMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLWriter--void-write-net.n3.nanoxml.XMLElement,int-- -sampler-include-method=-net.n3.nanoxml.XMLWriter--void-writeEncoded-java.lang.String--
nanoxml,1_7,1,boost.preprocess.size,58424
nanoxml,1_7,1,boost.preprocess.time,399
nanoxml,1_7,1,boost.preprocess.number,31 
nanoxml,1_7,1,boost.preprocess.time_p,301.0
nanoxml,1_7,1,boost.mine.size,5864
nanoxml,1_7,1,boost.mine.time,1571
nanoxml,1_7,1,theta,0.512152
nanoxml,1_7,1,prune.functions.count,27
