nanoxml,1_6,1,start
nanoxml,1_6,1,coarse-grained.profile.time,63941
nanoxml,1_6,1,coarse-grained.profile.size,952
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v1/subv6/coarse-grained/output.sites
nanoxml,1_6,1,coarse-grained.profile.number,494
nanoxml,1_6,1,fine-grained.profile.time,72423
nanoxml,1_6,1,fine-grained.profile.size,1892
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/nanoxml/versions/v1/subv6/fine-grained/output.sites
nanoxml,1_6,1,fine-grained.profile.number,4230
nanoxml,1_6,1,fine-grained.preprocess.size,97064
nanoxml,1_6,1,fine-grained.preprocess.time,578
nanoxml,1_6,1,fine-grained.preprocess.number,78 
nanoxml,1_6,1,fine-grained.preprocess.time_p,485.0
nanoxml,1_6,1,fine-grained.mine.size,5812
nanoxml,1_6,1,fine-grained.mine.time,2536
nanoxml,1_6,1,boost,0.05
nanoxml,1_6,1,boost.functions.count,9
nanoxml,1_6,1,boost.includes,-sampler-include-method=-Parser1_vw_v1--void-main-java.lang.String[]-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-parseDTD-java.lang.String,net.n3.nanoxml.IXMLReader,net.n3.nanoxml.XMLEntityResolver,boolean-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processAttList-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.XMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processElement-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.XMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.NonValidator--void-processEntity-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.XMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.StdXMLParser--void-processDocType--- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-errorWrongClosingTag-net.n3.nanoxml.IXMLReader,java.lang.String,java.lang.String-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipComment-net.n3.nanoxml.IXMLReader,net.n3.nanoxml.XMLEntityResolver-- -sampler-include-method=-net.n3.nanoxml.XMLUtil--void-skipTag-net.n3.nanoxml.IXMLReader,char,net.n3.nanoxml.XMLEntityResolver--
nanoxml,1_6,1,boost.preprocess.size,57928
nanoxml,1_6,1,boost.preprocess.time,361
nanoxml,1_6,1,boost.preprocess.number,17 
nanoxml,1_6,1,boost.preprocess.time_p,257.0
nanoxml,1_6,1,boost.mine.size,5872
nanoxml,1_6,1,boost.mine.time,1890
nanoxml,1_6,1,theta,0.188896
nanoxml,1_6,1,prune.functions.count,35
