space,36_-,5,start
space,36_-,5,fine-grained.preprocess.size,1745988
space,36_-,5,fine-grained.preprocess.time,36111
space,36_-,5,fine-grained.preprocess.number,470 
space,36_-,5,fine-grained.preprocess.time_p,35893.0
space,36_-,5,fine-grained.mine.size,5832
space,36_-,5,fine-grained.mine.time,2199
space,36_-,5,boost,0.05
space,36_-,5,boost.functions.count,10
space,36_-,5,boost.includes,-sampler-include-method=GetKeyword -sampler-include-method=GetUName -sampler-include-method=TapeGet -sampler-include-method=floatsup -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=prnfile -sampler-include-method=unaminit
space,36_-,5,boost.preprocess.size,175752
space,36_-,5,boost.preprocess.time,1384
space,36_-,5,boost.preprocess.number,92 
space,36_-,5,boost.preprocess.time_p,1258.0
space,36_-,5,boost.mine.size,5820
space,36_-,5,boost.mine.time,2009
space,36_-,5,theta,0.135693
space,36_-,5,prune.functions.count,15
space,36_-,5,prune.includes,-sampler-include-method=GetKeyword -sampler-include-method=GetUName -sampler-include-method=TapeGet -sampler-include-method=emsginit -sampler-include-method=floatsup -sampler-include-method=groupdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nomefile -sampler-include-method=parserro -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=unaminit
space,36_-,5,prune.preprocess.size,1133624
space,36_-,5,prune.preprocess.time,4453
space,36_-,5,prune.preprocess.number,470 
space,36_-,5,prune.preprocess.time_p,4255.0
space,36_-,5,prune.mine.size,5828
space,36_-,5,prune.mine.time,8393
space,36_-,5,boost.profile.time,12637
space,36_-,5,boost.profile.size,10028
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v36/v36_b.sites
space,36_-,5,boost.profile.number,5750
space,36_-,5,prune-minus-boost.profile.time,15584
space,36_-,5,prune-minus-boost.profile.size,29980
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v36/v36_pmb.sites
space,36_-,5,prune-minus-boost.profile.number,19034
space,36_-,5,end
