space,28_-,1,start
space,28_-,1,coarse-grained.profile.time,7639
space,28_-,1,coarse-grained.profile.size,5040
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v28/v28_c.sites
space,28_-,1,coarse-grained.profile.number,136
space,28_-,1,fine-grained.profile.time,74830
space,28_-,1,fine-grained.profile.size,569260
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v28/v28_f.sites
space,28_-,1,fine-grained.profile.number,459152
space,28_-,1,fine-grained.preprocess.size,1917856
space,28_-,1,fine-grained.preprocess.time,92276
space,28_-,1,fine-grained.preprocess.number,4241 
space,28_-,1,fine-grained.preprocess.time_p,92044.0
space,28_-,1,fine-grained.mine.size,5876
space,28_-,1,fine-grained.mine.time,23212
space,28_-,1,boost,0.05
space,28_-,1,boost.functions.count,6
space,28_-,1,boost.includes,-sampler-include-method=addscan -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=simgroup
space,28_-,1,boost.preprocess.size,214148
space,28_-,1,boost.preprocess.time,1193
space,28_-,1,boost.preprocess.number,85 
space,28_-,1,boost.preprocess.time_p,1086.0
space,28_-,1,boost.mine.size,5888
space,28_-,1,boost.mine.time,1570
space,28_-,1,theta,0.557494
space,28_-,1,prune.functions.count,53
space,28_-,1,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=extsize -sampler-include-method=fixgramp -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recgrdef -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha
space,28_-,1,prune.preprocess.size,1639936
space,28_-,1,prune.preprocess.time,39872
space,28_-,1,prune.preprocess.number,3110 
space,28_-,1,prune.preprocess.time_p,39663.0
space,28_-,1,prune.mine.size,5788
space,28_-,1,prune.mine.time,19113
space,28_-,1,boost.profile.time,8588
space,28_-,1,boost.profile.size,10032
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v28/v28_b.sites
space,28_-,1,boost.profile.number,5798
space,28_-,1,prune-minus-boost.profile.time,33046
space,28_-,1,prune-minus-boost.profile.size,189768
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v28/v28_pmb.sites
space,28_-,1,prune-minus-boost.profile.number,148510
space,28_-,1,end
